link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
10024BA,27808,12391,1/1/2018,6,1,0600_0900,913.6666666666666,304.55555555555554,22.502186305,13.805018865139788,7,8,342.66666666666663,338.66666666666663,2.666342412451362,0.5,1603.222213234363,0.016437235617970423
10035AB,12407,12408,1/1/2018,6,1,0600_0900,428.125,142.70833333333334,36.34166666666667,3.926768918775649,0,0,131.75,125.0,3.249525616698292,0.25,1.71858216971002,5.9672992003820145e-06
10040AB,12389,12417,1/1/2018,6,1,0600_0900,931.5,310.5,36.044600075000005,8.626165348352842,0,0,379.5,179.33333333333334,2.4545454545454546,0.25,14.059954657172133,3.402831343220485e-05
10040BA,12417,12389,1/1/2018,6,1,0600_0900,803.9685887333333,267.9895295777778,28.234697824166663,9.509906820679534,0,0,288.1261568,209.56776213333333,2.7903353088883227,0.25,3317.2444931384457,0.006870218210310523
10127AB,9854,9807,1/1/2018,6,1,0600_0900,718.0476190333333,239.3492063444444,37.81254571916667,6.334302494434365,0,0,259.0,155.52380946666668,2.772384629472329,0.25,0.0,0.0
10127BA,9807,9854,1/1/2018,6,1,0600_0900,890.3333333333334,323.75757575757575,26.664641564545455,12.147809349434736,0,0,241.0,223.33333333333334,3.69432918395574,0.25,4730.9180815058435,0.00919410385864786
10184AB,12465,12459,1/1/2018,6,1,0600_0900,820.0555555349999,273.351851845,40.673237809999996,6.735740172202736,0,0,304.05555554999995,175.55555556,2.697058286113595,0.25,0.0,0.0
10184BA,12459,12465,1/1/2018,6,1,0600_0900,849.0,308.72727272727275,29.183694731818182,10.775786274442916,0,0,254.5,192.0,3.3359528487229864,0.25,2680.9986807224595,0.0060605619771829326
10198AB,12529,12515,1/1/2018,6,1,0600_0900,980.0,326.6666666666667,27.99645459666667,11.748827850840454,0,0,247.66666666666669,266.0,3.95693135935397,0.25,4566.848376631181,0.007451650572771743
10198BA,12515,12529,1/1/2018,6,1,0600_0900,748.3333333333334,249.44444444444446,19.769438824166667,12.676743450462853,5,11,482.8333333333333,275.90476190476187,1.54987918536417,1.75,41.059966485626944,0.022154963542563407
