o_zone_id,d_zone_id,volume
278,314,14
589,314,2
1032,314,27
1786,314,1
1804,314,1
3211,314,2
3280,314,2
3335,314,3
4173,314,2
4896,314,2
315,425,16
589,425,1
1275,425,4
1459,425,2
2529,425,2
315,494,8
495,494,1
589,494,1
1103,494,1
1275,494,6
1459,494,6
1786,494,3
1804,494,3
2446,494,2
2529,494,3
3211,494,1
3280,494,1
3335,494,14
4109,494,3
4173,494,4
4258,494,1
4458,494,2
5445,494,1
278,550,4
1032,550,6
1275,550,26
1459,550,2
1786,550,4
1804,550,4
2446,550,2
2529,550,4
4896,550,4
315,654,96
589,654,11
1275,654,27
1459,654,2
1786,654,11
1804,654,11
2446,654,2
2529,654,12
3211,654,3
4896,654,8
5391,654,1
5445,654,1
315,1103,2
495,1103,9
1174,1103,144
1275,1103,1
1459,1103,2
2087,1103,2
2529,1103,1
3280,1103,25
3335,1103,45
3729,1103,5
4109,1103,10
4173,1103,24
4258,1103,13
4458,1103,1
5391,1103,1
278,1272,3
315,1272,2
589,1272,97
1032,1272,4
1275,1272,11
1459,1272,33
1786,1272,6
1804,1272,6
2173,1272,7
2189,1272,7
2446,1272,5
2529,1272,50
3211,1272,19
3335,1272,10
4109,1272,8
4173,1272,1
4896,1272,26
5048,1272,7
5391,1272,4
5445,1272,1
315,1424,1
589,1424,13
1032,1424,1
1103,1424,2
1275,1424,19
1459,1424,66
1786,1424,17
1804,1424,17
2173,1424,3
2189,1424,3
2446,1424,8
2529,1424,51
3211,1424,23
3335,1424,1
4109,1424,9
4173,1424,2
4896,1424,21
5048,1424,6
5391,1424,3
5445,1424,3
278,1470,1
315,1470,2
589,1470,15
1032,1470,5
1275,1470,10
1459,1470,33
2173,1470,4
2189,1470,4
2446,1470,4
2529,1470,9
3211,1470,13
3729,1470,1
4109,1470,1
4173,1470,2
4896,1470,22
5048,1470,3
5391,1470,1
495,2086,1
1174,2086,1
3729,2086,1
4109,2086,1
4173,2086,3
495,2430,4
589,2430,3
1032,2430,1
1275,2430,5
1459,2430,16
1786,2430,5
1804,2430,5
2173,2430,15
2189,2430,15
2446,2430,6
2529,2430,28
3211,2430,48
4109,2430,3
4173,2430,3
4896,2430,116
5048,2430,31
5391,2430,21
5445,2430,14
278,2527,4
315,2527,1
495,2527,1
589,2527,24
1032,2527,6
1103,2527,1
1275,2527,40
1459,2527,77
1786,2527,7
1804,2527,7
2173,2527,9
2189,2527,9
2446,2527,12
2529,2527,1
3211,2527,40
3280,2527,1
3335,2527,1
4109,2527,9
4173,2527,5
4896,2527,48
5048,2527,3
5391,2527,9
5445,2527,2
278,3197,1
589,3197,7
1275,3197,17
1459,3197,31
1786,3197,14
1804,3197,14
2446,3197,77
2529,3197,36
5391,3197,2
315,3279,2
495,3279,9
589,3279,1
1174,3279,30
1275,3279,2
1611,3279,8
1786,3279,1
1804,3279,1
2087,3279,3
3335,3279,4
3729,3279,1
4109,3279,8
4173,3279,5
4258,3279,9
4458,3279,6
4896,3279,1
5391,3279,1
315,3334,10
495,3334,13
1103,3334,3
1174,3334,77
1275,3334,3
1459,3334,2
1611,3334,21
1786,3334,1
1804,3334,1
2087,3334,9
2446,3334,1
2529,3334,3
3280,3334,26
3729,3334,1
4109,3334,6
4173,3334,9
4258,3334,7
4458,3334,7
4896,3334,2
5391,3334,4
3280,3396,6
3335,3396,18
4109,3396,2
4173,3396,1
4258,3396,4
4458,3396,1
1786,3729,1
1804,3729,1
2087,3729,6
2173,3729,1
2189,3729,1
2446,3729,1
4109,3729,5
4173,3729,4
4258,3729,20
4458,3729,4
4896,3729,1
5391,3729,1
1174,3909,3
3335,3909,2
3729,3909,5
4109,3909,35
4173,3909,17
589,3976,3
1275,3976,3
1459,3976,1
1786,3976,2
1804,3976,2
2446,3976,19
2529,3976,3
5048,3976,3
5391,3976,3
5445,3976,23
495,4108,3
1103,4108,1
1174,4108,2
1275,4108,4
1459,4108,10
1611,4108,1
1786,4108,5
1804,4108,5
2087,4108,7
2446,4108,9
2529,4108,8
3335,4108,6
3729,4108,2
4109,4108,1
4173,4108,4
4258,4108,79
4458,4108,47
4896,4108,17
5048,4108,3
5391,4108,10
495,4172,6
1103,4172,1
1174,4172,22
1275,4172,1
1611,4172,2
1786,4172,1
1804,4172,1
2087,4172,5
2446,4172,3
2529,4172,3
3335,4172,7
3729,4172,3
4109,4172,6
4258,4172,28
4458,4172,12
4896,4172,3
5048,4172,1
5391,4172,3
495,4377,1
1103,4377,3
1174,4377,2
3280,4377,1
3335,4377,5
4109,4377,18
4173,4377,7
1275,5048,4
1459,5048,7
1786,5048,1
1804,5048,1
2173,5048,1
2189,5048,1
2446,5048,13
2529,5048,2
4173,5048,1
4896,5048,13
5391,5048,21
278,5213,1
495,5213,1
589,5213,12
1275,5213,16
1459,5213,35
1786,5213,19
1804,5213,19
2446,5213,96
2529,5213,43
3335,5213,3
3729,5213,1
4109,5213,16
4173,5213,2
4896,5213,1
5048,5213,14
5391,5213,63
589,5238,1
1032,5238,1
1275,5238,3
1459,5238,2
1786,5238,2
1804,5238,2
2446,5238,21
2529,5238,4
3280,5238,1
3335,5238,1
4109,5238,14
4173,5238,6
4896,5238,54
5048,5238,10
589,5444,2
1275,5444,1
1459,5444,2
2173,5444,25
2189,5444,25
2446,5444,7
589,5603,1
1032,5603,1
1275,5603,3
1459,5603,2
1786,5603,2
1804,5603,2
2446,5603,21
2529,5603,4
3280,5603,1
3335,5603,1
4109,5603,14
4173,5603,6
4896,5603,54
5048,5603,10
