o_zone_id,d_zone_id,volume
495,314,2
2529,314,2
4173,314,1
5391,314,1
315,425,2
495,425,1
1275,425,4
4896,425,1
315,494,1
1275,494,7
1459,494,9
1786,494,2
1804,494,2
3335,494,1
4109,494,1
4173,494,1
4896,494,1
1459,550,1
1786,550,1
1804,550,1
2529,550,3
3211,550,1
4896,550,1
5391,550,1
315,654,8
1275,654,14
1459,654,12
1786,654,2
1804,654,2
2529,654,11
4896,654,3
495,1103,1
1174,1103,4
1459,1103,2
3335,1103,1
278,1272,12
495,1272,1
589,1272,4
1032,1272,1
1459,1272,3
1786,1272,2
1804,1272,2
2173,1272,1
2189,1272,1
2446,1272,1
2529,1272,3
3211,1272,3
3280,1272,1
3335,1272,1
4109,1272,2
4173,1272,1
4896,1272,18
5048,1272,2
5391,1272,2
5445,1272,1
278,1424,11
1032,1424,2
1275,1424,3
1459,1424,17
1786,1424,3
1804,1424,3
2173,1424,8
2189,1424,8
2446,1424,3
2529,1424,17
3211,1424,4
3335,1424,1
4109,1424,3
4896,1424,8
5048,1424,1
5391,1424,2
5445,1424,1
278,1470,1
315,1470,1
589,1470,1
1275,1470,2
1459,1470,7
2173,1470,1
2189,1470,1
2446,1470,2
2529,1470,1
3211,1470,1
3335,1470,1
4896,1470,4
5391,1470,1
5445,1470,1
3729,2086,1
1275,2430,3
1459,2430,2
1786,2430,2
1804,2430,2
2173,2430,4
2189,2430,4
2529,2430,1
3211,2430,1
4109,2430,2
4896,2430,15
5391,2430,7
315,2527,1
495,2527,1
1275,2527,1
1459,2527,31
2173,2527,3
2189,2527,3
2446,2527,1
3211,2527,2
4896,2527,5
1032,3197,1
1459,3197,8
2446,3197,5
2529,3197,10
5391,3197,1
315,3279,1
495,3279,2
1275,3279,3
1459,3279,2
1611,3279,1
2446,3279,1
3335,3279,2
5391,3279,2
495,3334,1
1275,3334,7
1459,3334,3
1611,3334,1
1786,3334,2
1804,3334,2
4109,3334,2
4173,3334,5
4258,3334,2
4458,3334,2
4896,3334,3
5391,3334,1
3280,3396,3
3335,3396,1
2529,3729,1
4109,3729,1
4173,3729,2
4258,3729,1
4896,3729,2
1459,3976,1
2529,3976,4
5445,3976,2
495,4108,1
1275,4108,2
1459,4108,5
1611,4108,1
2087,4108,2
2446,4108,5
2529,4108,3
3280,4108,1
3335,4108,3
4173,4108,1
4258,4108,6
4458,4108,3
4896,4108,5
5048,4108,1
5391,4108,23
315,4172,1
1275,4172,1
1459,4172,1
1786,4172,1
1804,4172,1
3335,4172,2
4109,4172,1
5391,4172,3
1103,4377,1
1611,4377,1
4109,4377,1
4173,4377,1
2446,5048,4
2529,5048,2
4896,5048,7
5391,5048,8
315,5213,1
495,5213,1
1275,5213,9
1459,5213,19
1786,5213,5
1804,5213,5
2446,5213,12
2529,5213,6
3280,5213,2
3335,5213,1
3729,5213,1
4109,5213,7
4896,5213,2
5048,5213,7
5391,5213,30
1459,5238,9
2446,5238,4
3211,5238,1
4109,5238,7
4896,5238,26
1275,5444,1
1459,5444,2
2446,5444,1
1459,5603,9
2446,5603,4
3211,5603,1
4109,5603,7
4896,5603,26
