name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry
G25长深高速与留下枢纽路口-东北向西南-9092,469,,1,0,120.07784134375001,30.16474375,POINT(120.07784134375001 30.16474375)
G25长深高速与留下枢纽路口-东北向西南-9192,470,,1,0,120.07863418750001,30.1641581875,POINT(120.07863418750001 30.1641581875)
G25长深高速与留下枢纽路口-东北向西南-9292,471,,1,0,120.0794425234375,30.163601523437503,POINT(120.0794425234375 30.163601523437503)
G25长深高速与留下枢纽路口-东北向西南-9392,472,,1,0,120.08027462500002,30.163060601562503,POINT(120.08027462500002 30.163060601562503)
G25长深高速与留下枢纽路口-东北向西南-9492,473,,1,0,120.08111070312499,30.16251578125,POINT(120.08111070312499 30.16251578125)
G25长深高速与留下枢纽路口-东北向西南-9592,474,,1,0,120.08193926562501,30.161972406249998,POINT(120.08193926562501 30.161972406249998)
G25长深高速与留下枢纽路口-东北向西南-13192,475,,1,0,120.10213060156252,30.135864351562496,POINT(120.10213060156252 30.135864351562496)
G25长深高速与留下枢纽路口-东北向西南-9692,476,,1,0,120.08276,30.161424,POINT(120.08276 30.161424)
G25长深高速与留下枢纽路口-东北向西南-9792,477,,1,0,120.0835345625,30.160822406250002,POINT(120.0835345625 30.160822406250002)
G25长深高速与留下枢纽路口-东北向西南-9892,478,,1,0,120.084252125,30.160173031250004,POINT(120.084252125 30.160173031250004)
G25长深高速与留下枢纽路口-东北向西南-4292,479,,1,0,120.05813095312499,30.201717843750004,POINT(120.05813095312499 30.201717843750004)
G25长深高速与留下枢纽路口-东北向西南-9992,480,,1,0,120.08485003125,30.15943715625,POINT(120.08485003125 30.15943715625)
G25长深高速与留下枢纽路口-东北向西南-10092,481,,1,0,120.08532651562501,30.158642421874998,POINT(120.08532651562501 30.158642421874998)
G25长深高速与留下枢纽路口-东北向西南-10192,482,,1,0,120.08572462499998,30.157809468750003,POINT(120.08572462499998 30.157809468750003)
G25长深高速与留下枢纽路口-东北向西南-10292,483,,1,0,120.08605005468749,30.156955265625,POINT(120.08605005468749 30.156955265625)
G25长深高速与留下枢纽路口-东北向西南-10392,484,,1,0,120.086404,30.156112875,POINT(120.086404 30.156112875)
G25长深高速与留下枢纽路口-东北向西南-10492,485,,1,0,120.0867565,30.155260265625003,POINT(120.0867565 30.155260265625003)
G25长深高速与留下枢纽路口-东北向西南-10592,486,,1,0,120.08710525000001,30.154416726562502,POINT(120.08710525000001 30.154416726562502)
G25长深高速与留下枢纽路口-东北向西南-13292,487,,1,0,120.10302931250001,30.135412921875,POINT(120.10302931250001 30.135412921875)
G25长深高速与留下枢纽路口-东北向西南-10692,488,,1,0,120.08745097265626,30.15356562890625,POINT(120.08745097265626 30.15356562890625)
G25长深高速与留下枢纽路口-东北向西南-10792,489,,1,0,120.08778593359374,30.15272152734375,POINT(120.08778593359374 30.15272152734375)
G25长深高速与留下枢纽路口-东北向西南-4392,490,,1,0,120.05802264062498,30.200823632812494,POINT(120.05802264062498 30.200823632812494)
G25长深高速与留下枢纽路口-东北向西南-10892,491,,1,0,120.0881243125,30.1518688125,POINT(120.0881243125 30.1518688125)
G25长深高速与留下枢纽路口-东北向西南-10992,492,,1,0,120.0884554765625,30.15101940625,POINT(120.0884554765625 30.15101940625)
G25长深高速与留下枢纽路口-东北向西南-11092,493,,1,0,120.08879965625,30.150168625,POINT(120.08879965625 30.150168625)
G25长深高速与留下枢纽路口-东北向西南-11192,494,494,1,0,120.0891410625,30.149315070312497,POINT(120.0891410625 30.149315070312497)
G25长深高速与留下枢纽路口-东北向西南-11292,495,495,1,0,120.089485421875,30.148470453125,POINT(120.089485421875 30.148470453125)
G25长深高速与留下枢纽路口-东北向西南-11392,496,,1,0,120.08984796875001,30.14762784375,POINT(120.08984796875001 30.14762784375)
G25长深高速与留下枢纽路口-东北向西南-11492,497,,1,0,120.090242546875,30.146794078124998,POINT(120.090242546875 30.146794078124998)
G25长深高速与留下枢纽路口-东北向西南-11592,498,,1,0,120.0906660625,30.1459716875,POINT(120.0906660625 30.1459716875)
G25长深高速与留下枢纽路口-东北向西南-13392,499,,1,0,120.10394025,30.1349731875,POINT(120.10394025 30.1349731875)
G25长深高速与留下枢纽路口-东北向西南-11692,500,,1,0,120.09113578125002,30.145172000000002,POINT(120.09113578125002 30.145172000000002)
G25长深高速与留下枢纽路口-东北向西南-4492,501,,1,0,120.05791327929687,30.199928350585935,POINT(120.05791327929687 30.199928350585935)
G25长深高速与留下枢纽路口-东北向西南-11792,502,,1,0,120.09163621874998,30.144386937500002,POINT(120.09163621874998 30.144386937500002)
G25长深高速与留下枢纽路口-东北向西南-11892,503,,1,0,120.092183578125,30.14361875,POINT(120.092183578125 30.14361875)
G25长深高速与留下枢纽路口-东北向西南-11992,504,,1,0,120.09276951562501,30.14287121875,POINT(120.09276951562501 30.14287121875)
G25长深高速与留下枢纽路口-东北向西南-12092,505,,1,0,120.09338956250001,30.142152625,POINT(120.09338956250001 30.142152625)
G25长深高速与留下枢纽路口-东北向西南-12192,506,,1,0,120.0940439375,30.1414560625,POINT(120.0940439375 30.1414560625)
G25长深高速与留下枢纽路口-东北向西南-0,507,,1,0,120.04832612499999,30.236398015625,POINT(120.04832612499999 30.236398015625)
G25长深高速与留下枢纽路口-东北向西南-92,508,,1,0,120.04878690625,30.2356711875,POINT(120.04878690625 30.2356711875)
G25长深高速与留下枢纽路口-东北向西南-192,509,,1,0,120.0493060625,30.23489325,POINT(120.0493060625 30.23489325)
G25长深高速与留下枢纽路口-东北向西南-292,510,,1,0,120.04984909375,30.234128437499997,POINT(120.04984909375 30.234128437499997)
G25长深高速与留下枢纽路口-东北向西南-392,511,,1,0,120.05040134375,30.23337034375,POINT(120.05040134375 30.23337034375)
G25长深高速与留下枢纽路口-东南向西北-319,512,,1,0,120.04834903125001,30.237127375000004,POINT(120.04834903125001 30.237127375000004)
G25长深高速与留下枢纽路口-东南向西北-119,513,,1,0,120.04918295312498,30.235480523437502,POINT(120.04918295312498 30.235480523437502)
G25长深高速与留下枢纽路口-东南向西北-219,514,,1,0,120.04871743750002,30.236286171875,POINT(120.04871743750002 30.236286171875)
G25长深高速与留下枢纽路口-东南向西北-1119,515,,1,0,120.04368712500002,30.2414533125,POINT(120.04368712500002 30.2414533125)
G25长深高速与留下枢纽路口-东南向西北-1219,516,,1,0,120.042742,30.241081,POINT(120.042742 30.241081)
G25长深高速与留下枢纽路口-东南向西北-419,517,,1,0,120.048092265625,30.237997468749995,POINT(120.048092265625 30.237997468749995)
G25长深高速与留下枢纽路口-东南向西北-519,518,,1,0,120.04784715625,30.238870625,POINT(120.04784715625 30.238870625)
G25长深高速与留下枢纽路口-东南向西北-619,519,,1,0,120.04769706249999,30.23975725,POINT(120.04769706249999 30.23975725)
G25长深高速与留下枢纽路口-东南向西北-719,520,,1,0,120.04736603125,30.24060496875,POINT(120.04736603125 30.24060496875)
G25长深高速与留下枢纽路口-东南向西北-819,521,,1,0,120.04667415625,30.24127090625,POINT(120.04667415625 30.24127090625)
G25长深高速与留下枢纽路口-东南向西北-919,522,,1,0,120.04572437499999,30.24163125,POINT(120.04572437499999 30.24163125)
G25长深高速与留下枢纽路口-东南向西北-1019,523,,1,0,120.044695875,30.241655328125,POINT(120.044695875 30.241655328125)
G25长深高速与留下枢纽路口-东南向西北-0,524,,1,0,120.049701,30.23451175,POINT(120.049701 30.23451175)
G25长深高速与留下枢纽路口-南向北-699,525,,1,0,120.04640053124999,30.240144343750003,POINT(120.04640053124999 30.240144343750003)
G25长深高速与留下枢纽路口-南向北-99,526,,1,0,120.04913324218751,30.235293624999997,POINT(120.04913324218751 30.235293624999997)
G25长深高速与留下枢纽路口-南向北-199,527,,1,0,120.04862104687501,30.2360819296875,POINT(120.04862104687501 30.2360819296875)
G25长深高速与留下枢纽路口-南向北-299,528,,1,0,120.0481295078125,30.236871406250003,POINT(120.0481295078125 30.236871406250003)
G25长深高速与留下枢纽路口-南向北-399,529,,1,0,120.04766266406251,30.237678398437502,POINT(120.04766266406251 30.237678398437502)
G25长深高速与留下枢纽路口-南向北-499,530,,1,0,120.04722100000001,30.238485,POINT(120.04722100000001 30.238485)
G25长深高速与留下枢纽路口-南向北-599,531,,1,0,120.046794796875,30.2393104609375,POINT(120.046794796875 30.2393104609375)
G25长深高速与留下枢纽路口-南向北-1499,532,,1,0,120.04414075,30.247055000000003,POINT(120.04414075 30.247055000000003)
G25长深高速与留下枢纽路口-南向北-1599,533,,1,0,120.043965,30.247936,POINT(120.043965 30.247936)
G25长深高速与留下枢纽路口-南向北-799,534,,1,0,120.04603999999999,30.240985875,POINT(120.04603999999999 30.240985875)
G25长深高速与留下枢纽路口-南向北-899,535,,1,0,120.04569065625,30.241828125,POINT(120.04569065625 30.241828125)
G25长深高速与留下枢纽路口-南向北-999,536,,1,0,120.04537197656249,30.242690195312502,POINT(120.04537197656249 30.242690195312502)
