o_zone_id,d_zone_id,volume
315,3197,2
589,3197,1
1275,3197,16
1459,3197,35
1786,3197,12
1804,3197,12
2446,3197,59
2529,3197,32
5391,3197,1
315,3279,6
495,3279,13
589,3279,1
1103,3279,3
1174,3279,31
1275,3279,3
1459,3279,4
1611,3279,6
2087,3279,3
2529,3279,1
3335,3279,11
3729,3279,7
4109,3279,6
4173,3279,13
4258,3279,9
4458,3279,4
4896,3279,1
5048,3279,1
5391,3279,1
315,3334,7
495,3334,13
589,3334,3
1103,3334,3
1174,3334,26
1275,3334,5
1459,3334,4
1611,3334,22
1786,3334,4
1804,3334,4
2087,3334,3
2529,3334,1
3280,3334,11
4109,3334,10
4173,3334,16
4258,3334,14
4458,3334,4
4896,3334,3
5048,3334,2
5391,3334,4
3280,3396,9
3335,3396,21
3729,3396,2
4109,3396,4
4173,3396,9
4258,3396,4
4458,3396,1
4896,3396,1
1786,3729,1
1804,3729,1
2087,3729,4
4109,3729,4
4173,3729,2
4258,3729,15
4458,3729,2
4896,3729,2
5391,3729,2
3280,3909,2
3335,3909,5
3729,3909,2
4109,3909,30
4173,3909,26
589,3976,1
1275,3976,2
1459,3976,7
1786,3976,5
1804,3976,5
2446,3976,9
2529,3976,3
5391,3976,4
5445,3976,27
495,4108,4
1174,4108,1
1275,4108,5
1459,4108,18
1611,4108,4
1786,4108,4
1804,4108,4
2087,4108,10
2446,4108,7
2529,4108,4
3211,4108,1
3280,4108,6
3335,4108,9
3729,4108,8
4109,4108,1
4173,4108,9
4258,4108,73
4458,4108,34
4896,4108,10
5048,4108,1
5391,4108,33
315,4172,2
495,4172,7
589,4172,1
1103,4172,3
1174,4172,31
1275,4172,1
1611,4172,3
1786,4172,1
1804,4172,1
2087,4172,3
2446,4172,3
2529,4172,5
3280,4172,4
3335,4172,8
3729,4172,2
4109,4172,4
4258,4172,34
4458,4172,9
4896,4172,2
5048,4172,3
5391,4172,9
495,4377,1
1611,4377,2
3280,4377,1
3335,4377,3
3729,4377,2
4109,4377,24
4173,4377,5
1275,5048,6
1459,5048,3
2173,5048,1
2189,5048,1
2446,5048,23
2529,5048,3
3211,5048,1
4109,5048,5
4173,5048,2
4896,5048,11
5391,5048,19
315,5213,1
495,5213,1
589,5213,2
1275,5213,13
1459,5213,53
1611,5213,1
1786,5213,28
1804,5213,28
2446,5213,70
2529,5213,39
3335,5213,7
4109,5213,14
4896,5213,1
5048,5213,20
5391,5213,66
1275,5238,4
1459,5238,5
1611,5238,1
1786,5238,6
1804,5238,6
2173,5238,1
2189,5238,1
2446,5238,29
2529,5238,5
3211,5238,4
3335,5238,3
3729,5238,2
4109,5238,23
4173,5238,5
4896,5238,52
5048,5238,12
495,5444,1
1275,5444,1
2173,5444,39
2189,5444,39
2446,5444,8
2529,5444,3
1275,5603,4
1459,5603,5
1611,5603,1
1786,5603,6
1804,5603,6
2173,5603,1
2189,5603,1
2446,5603,29
2529,5603,5
3211,5603,4
3335,5603,3
3729,5603,2
4109,5603,23
4173,5603,5
4896,5603,52
5048,5603,12
