o_zone_id,d_zone_id,volume
278,314,7
495,314,6
589,314,4
1032,314,18
1103,314,1
2529,314,2
3335,314,11
3729,314,1
4258,314,1
315,425,10
589,425,3
315,494,6
589,494,5
1275,494,4
1459,494,1
1786,494,1
1804,494,1
2087,494,1
2529,494,4
3211,494,1
3335,494,5
3729,494,1
4109,494,1
4173,494,1
4458,494,1
278,550,4
495,550,4
1032,550,3
1275,550,10
1459,550,3
1786,550,3
1804,550,3
2529,550,2
5391,550,1
315,654,52
589,654,4
1275,654,13
1459,654,2
1786,654,2
1804,654,2
2529,654,5
3211,654,1
4896,654,3
495,1103,3
1174,1103,87
1275,1103,2
2087,1103,1
3280,1103,10
3335,1103,26
3729,1103,1
4109,1103,6
4173,1103,27
4258,1103,8
278,1272,5
315,1272,3
495,1272,1
589,1272,46
1032,1272,6
1275,1272,1
1459,1272,21
1786,1272,3
1804,1272,3
2173,1272,1
2189,1272,1
2446,1272,7
2529,1272,22
3211,1272,8
3280,1272,3
3335,1272,2
4109,1272,3
4896,1272,17
5048,1272,3
5391,1272,4
5445,1272,1
278,1424,1
495,1424,3
589,1424,4
1032,1424,3
1275,1424,18
1459,1424,31
1786,1424,17
1804,1424,17
2173,1424,4
2189,1424,4
2446,1424,1
2529,1424,32
3211,1424,17
3335,1424,3
4109,1424,16
4896,1424,26
5048,1424,6
5391,1424,5
5445,1424,9
278,1470,1
495,1470,2
589,1470,9
1103,1470,1
1275,1470,5
1459,1470,19
2173,1470,5
2189,1470,5
2446,1470,5
2529,1470,1
3211,1470,8
3335,1470,1
4109,1470,3
4173,1470,2
4896,1470,14
5048,1470,2
5391,1470,3
3280,2086,1
4109,2086,1
4173,2086,2
315,2430,1
589,2430,3
1275,2430,4
1459,2430,5
1786,2430,1
1804,2430,1
2173,2430,9
2189,2430,9
2446,2430,2
2529,2430,32
3211,2430,41
3280,2430,1
3335,2430,1
4109,2430,6
4173,2430,3
4896,2430,70
5048,2430,15
5391,2430,15
5445,2430,12
278,2527,4
495,2527,1
589,2527,12
1032,2527,1
1275,2527,52
1459,2527,49
1786,2527,2
1804,2527,2
2173,2527,8
2189,2527,8
2446,2527,13
2529,2527,7
3211,2527,27
3280,2527,2
3335,2527,1
4109,2527,7
4896,2527,35
5391,2527,2
278,3197,2
589,3197,2
1275,3197,17
1459,3197,42
1786,3197,4
1804,3197,4
2446,3197,34
2529,3197,44
5048,3197,1
5391,3197,7
495,3279,4
1174,3279,11
1275,3279,1
1459,3279,1
1611,3279,4
1786,3279,2
1804,3279,2
2087,3279,1
2529,3279,1
3335,3279,4
3729,3279,2
4109,3279,4
4173,3279,6
4258,3279,11
4458,3279,2
4896,3279,1
315,3334,3
495,3334,7
1174,3334,54
1275,3334,6
1611,3334,11
2087,3334,4
2446,3334,1
3729,3334,3
4109,3334,9
4173,3334,7
4258,3334,8
4458,3334,5
5391,3334,2
3280,3396,10
3335,3396,14
4258,3396,2
4458,3396,1
2087,3729,10
4109,3729,3
4173,3729,2
4258,3729,11
4458,3729,3
1174,3909,1
3280,3909,2
3335,3909,4
3729,3909,2
4109,3909,8
4173,3909,12
589,3976,3
1459,3976,2
1786,3976,1
1804,3976,1
2446,3976,11
2529,3976,5
5048,3976,2
5391,3976,1
5445,3976,36
495,4108,1
1103,4108,2
1174,4108,3
1275,4108,2
1459,4108,12
1611,4108,3
1786,4108,1
1804,4108,1
2087,4108,1
2446,4108,4
2529,4108,4
3211,4108,1
3280,4108,3
3335,4108,2
3729,4108,2
4173,4108,4
4258,4108,67
4458,4108,41
4896,4108,7
5391,4108,15
315,4172,2
495,4172,8
1174,4172,20
1275,4172,1
1611,4172,3
2087,4172,2
2446,4172,2
3280,4172,4
3335,4172,2
3729,4172,1
4109,4172,2
4258,4172,18
4458,4172,5
5391,4172,4
495,4377,2
1174,4377,1
1611,4377,1
3280,4377,3
3335,4377,2
4109,4377,17
4173,4377,5
495,5048,1
1275,5048,4
1459,5048,3
1786,5048,1
1804,5048,1
2446,5048,12
2529,5048,3
3335,5048,1
4109,5048,1
4896,5048,13
5391,5048,13
278,5213,2
495,5213,1
589,5213,14
1275,5213,25
1459,5213,32
1611,5213,6
1786,5213,13
1804,5213,13
2446,5213,82
2529,5213,28
3280,5213,1
3729,5213,1
4109,5213,11
4173,5213,2
5048,5213,9
5391,5213,56
589,5238,3
1174,5238,1
1275,5238,4
1459,5238,7
1611,5238,1
1786,5238,2
1804,5238,2
2173,5238,3
2189,5238,3
2446,5238,32
2529,5238,2
3280,5238,3
4109,5238,15
4173,5238,3
4896,5238,60
5048,5238,14
5391,5238,1
1459,5444,1
2173,5444,17
2189,5444,17
2446,5444,4
589,5603,3
1174,5603,1
1275,5603,4
1459,5603,7
1611,5603,1
1786,5603,2
1804,5603,2
2173,5603,3
2189,5603,3
2446,5603,32
2529,5603,2
3280,5603,3
4109,5603,15
4173,5603,3
4896,5603,60
5048,5603,14
5391,5603,1
