o_zone_id,d_zone_id,volume
495,314,21
1032,314,23
1103,314,1
1459,314,1
1786,314,3
1804,314,3
2529,314,1
3211,314,2
3280,314,2
3335,314,7
4109,314,4
4173,314,2
4258,314,1
4896,314,5
315,425,11
589,425,4
1275,425,10
1459,425,1
2529,425,5
3211,425,1
4896,425,1
315,494,15
495,494,1
589,494,4
1103,494,3
1275,494,10
1459,494,7
1786,494,3
1804,494,3
2087,494,1
2446,494,3
2529,494,4
3280,494,7
3335,494,12
3729,494,1
4109,494,2
4173,494,10
4258,494,10
4458,494,2
4896,494,2
5048,494,1
5445,494,1
495,550,1
1032,550,1
1275,550,7
1459,550,4
1786,550,8
1804,550,8
2446,550,1
2529,550,8
3211,550,6
3280,550,1
4896,550,14
5391,550,2
315,654,38
589,654,10
1275,654,29
1459,654,14
1786,654,17
1804,654,17
2173,654,2
2189,654,2
2446,654,2
2529,654,21
3211,654,6
4896,654,18
5048,654,1
5391,654,1
5445,654,2
315,1103,4
589,1103,1
1174,1103,101
1275,1103,3
1459,1103,2
1786,1103,1
1804,1103,1
2087,1103,3
2529,1103,1
3280,1103,22
3335,1103,36
3729,1103,4
4109,1103,6
4173,1103,33
4258,1103,11
4458,1103,1
4896,1103,1
5391,1103,1
315,1272,2
495,1272,4
589,1272,57
1032,1272,8
1103,1272,1
1459,1272,18
1786,1272,4
1804,1272,4
2173,1272,4
2189,1272,4
2446,1272,5
2529,1272,63
3211,1272,21
3280,1272,2
3335,1272,5
3729,1272,1
4109,1272,6
4896,1272,38
5048,1272,1
5391,1272,1
5445,1272,3
495,1424,7
589,1424,8
1032,1424,3
1103,1424,1
1275,1424,2
1459,1424,83
1786,1424,18
1804,1424,18
2173,1424,7
2189,1424,7
2446,1424,10
2529,1424,54
3211,1424,41
3280,1424,1
4109,1424,11
4173,1424,1
4896,1424,38
5048,1424,11
5391,1424,7
5445,1424,2
315,1470,6
495,1470,4
589,1470,18
1032,1470,1
1275,1470,8
1459,1470,38
2173,1470,2
2189,1470,2
2446,1470,7
2529,1470,9
3211,1470,21
3280,1470,1
3335,1470,1
4109,1470,4
4896,1470,19
5048,1470,3
5391,1470,4
5445,1470,4
1174,2086,2
1611,2086,1
3335,2086,3
3729,2086,4
4109,2086,2
4173,2086,2
315,2430,1
589,2430,1
1275,2430,6
1459,2430,16
1786,2430,6
1804,2430,6
2173,2430,18
2189,2430,18
2446,2430,5
2529,2430,17
3211,2430,55
3335,2430,2
4109,2430,17
4173,2430,9
4896,2430,115
5048,2430,22
5391,2430,30
5445,2430,21
315,2527,9
495,2527,8
589,2527,38
1032,2527,1
1275,2527,74
1459,2527,87
1786,2527,3
1804,2527,3
2173,2527,13
2189,2527,13
2446,2527,16
2529,2527,4
3211,2527,37
3280,2527,1
3335,2527,3
4109,2527,13
4173,2527,3
4896,2527,47
5048,2527,2
5391,2527,9
5445,2527,2
315,3197,1
589,3197,18
1275,3197,21
1459,3197,45
1786,3197,12
1804,3197,12
2446,3197,59
2529,3197,51
315,3279,2
495,3279,12
589,3279,1
1103,3279,2
1174,3279,31
1275,3279,1
1459,3279,1
1611,3279,10
2087,3279,1
2446,3279,4
3335,3279,6
3729,3279,3
4109,3279,6
4173,3279,8
4258,3279,22
4458,3279,2
4896,3279,2
5391,3279,2
315,3334,7
495,3334,16
589,3334,4
1103,3334,7
1174,3334,45
1275,3334,9
1459,3334,5
1611,3334,17
1786,3334,2
1804,3334,2
2087,3334,5
2446,3334,1
2529,3334,3
3211,3334,1
3280,3334,27
3729,3334,1
4109,3334,15
4173,3334,9
4258,3334,8
4458,3334,4
4896,3334,5
5048,3334,3
5391,3334,3
3280,3396,9
3335,3396,25
3729,3396,1
4109,3396,3
4173,3396,14
4258,3396,4
4458,3396,2
4896,3396,1
5391,3396,1
2087,3729,5
2446,3729,2
4109,3729,10
4258,3729,7
4458,3729,3
4896,3729,2
5391,3729,2
495,3909,1
1611,3909,1
3335,3909,4
3729,3909,15
4109,3909,28
4173,3909,40
495,3976,1
589,3976,3
1275,3976,4
1459,3976,10
1786,3976,3
1804,3976,3
2446,3976,11
2529,3976,5
4896,3976,1
5391,3976,2
5445,3976,37
315,4108,4
495,4108,8
589,4108,2
1103,4108,1
1174,4108,5
1275,4108,5
1459,4108,21
1786,4108,1
1804,4108,1
2087,4108,13
2446,4108,19
2529,4108,12
3335,4108,8
3729,4108,4
4109,4108,1
4173,4108,13
4258,4108,111
4458,4108,53
4896,4108,14
5048,4108,7
5391,4108,36
315,4172,1
495,4172,8
1103,4172,3
1174,4172,15
1459,4172,3
1611,4172,3
2087,4172,1
2446,4172,7
2529,4172,3
3335,4172,3
3729,4172,3
4109,4172,6
4258,4172,47
4458,4172,8
4896,4172,3
5048,4172,2
5391,4172,4
495,4377,2
1174,4377,1
1611,4377,1
3335,4377,5
3729,4377,1
4109,4377,23
4173,4377,6
495,5048,2
589,5048,1
1032,5048,1
1275,5048,5
1459,5048,1
1786,5048,1
1804,5048,1
2173,5048,2
2189,5048,2
2446,5048,16
2529,5048,6
4109,5048,6
4173,5048,4
4896,5048,16
5391,5048,18
315,5213,4
495,5213,2
589,5213,14
1032,5213,1
1275,5213,23
1459,5213,39
1611,5213,3
1786,5213,27
1804,5213,27
2446,5213,90
2529,5213,41
3335,5213,4
4109,5213,10
4173,5213,2
4896,5213,1
5048,5213,15
5391,5213,57
589,5238,1
1103,5238,1
1275,5238,3
1459,5238,11
1611,5238,2
1786,5238,1
1804,5238,1
2173,5238,1
2189,5238,1
2446,5238,26
2529,5238,9
3211,5238,3
3335,5238,1
4109,5238,29
4173,5238,7
4896,5238,69
5048,5238,11
589,5444,3
1275,5444,2
1459,5444,7
2173,5444,46
2189,5444,46
2446,5444,11
589,5603,1
1103,5603,1
1275,5603,3
1459,5603,11
1611,5603,2
1786,5603,1
1804,5603,1
2173,5603,1
2189,5603,1
2446,5603,26
2529,5603,9
3211,5603,3
3335,5603,1
4109,5603,29
4173,5603,7
4896,5603,69
5048,5603,11
