o_zone_id,d_zone_id,volume
495,3279,8
589,3279,3
1103,3279,1
1174,3279,18
1275,3279,4
1459,3279,3
1611,3279,7
1786,3279,1
1804,3279,1
2087,3279,1
2446,3279,1
3280,3279,1
3335,3279,3
3729,3279,4
4109,3279,1
4173,3279,7
4258,3279,14
4458,3279,2
4896,3279,2
5391,3279,2
315,3334,1
495,3334,17
589,3334,6
1103,3334,2
1174,3334,48
1275,3334,10
1459,3334,2
1611,3334,12
1786,3334,3
1804,3334,3
2087,3334,3
2446,3334,1
2529,3334,2
3280,3334,9
4109,3334,9
4173,3334,16
4258,3334,13
4458,3334,6
3280,3396,7
3335,3396,25
4109,3396,2
4173,3396,2
4258,3396,2
4896,3396,1
495,3729,1
2087,3729,4
2529,3729,1
4109,3729,1
4173,3729,2
4258,3729,16
4458,3729,3
4896,3729,3
495,3909,1
1611,3909,1
3280,3909,5
3335,3909,2
3729,3909,5
4109,3909,17
4173,3909,52
589,3976,1
1459,3976,6
1786,3976,6
1804,3976,6
2446,3976,15
2529,3976,7
5391,3976,2
5445,3976,33
278,4108,1
495,4108,4
589,4108,1
1174,4108,1
1275,4108,5
1459,4108,11
1611,4108,2
1786,4108,6
1804,4108,6
2087,4108,6
2446,4108,27
2529,4108,7
3335,4108,12
3729,4108,2
4173,4108,13
4258,4108,124
4458,4108,44
4896,4108,6
5048,4108,3
5391,4108,25
315,4172,1
495,4172,5
589,4172,1
1103,4172,2
1174,4172,19
1275,4172,6
1459,4172,1
1611,4172,7
1786,4172,3
1804,4172,3
2087,4172,2
2446,4172,7
2529,4172,5
3280,4172,6
3335,4172,10
3729,4172,1
4109,4172,5
4173,4172,1
4258,4172,48
4458,4172,5
4896,4172,3
5048,4172,1
5391,4172,12
495,4377,2
1174,4377,2
3280,4377,2
3335,4377,1
3729,4377,2
4109,4377,29
4173,4377,14
495,5048,1
589,5048,1
1103,5048,1
1275,5048,5
1459,5048,4
1786,5048,2
1804,5048,2
2446,5048,21
2529,5048,2
3211,5048,1
4109,5048,2
4173,5048,1
4896,5048,16
5391,5048,18
278,5213,2
315,5213,2
495,5213,2
589,5213,4
1032,5213,1
1103,5213,1
1275,5213,12
1459,5213,41
1611,5213,5
1786,5213,31
1804,5213,31
2446,5213,120
2529,5213,50
3211,5213,1
3280,5213,3
3335,5213,8
3729,5213,5
4109,5213,11
4173,5213,4
4896,5213,1
5048,5213,20
5391,5213,57
5445,5213,1
1275,5238,3
1459,5238,7
1786,5238,6
1804,5238,6
2173,5238,1
2189,5238,1
2446,5238,22
2529,5238,2
3280,5238,3
4109,5238,29
4173,5238,11
4896,5238,59
5048,5238,11
1032,5444,1
1275,5444,1
1459,5444,4
2173,5444,27
2189,5444,27
2446,5444,9
2529,5444,2
1275,5603,3
1459,5603,7
1786,5603,6
1804,5603,6
2173,5603,1
2189,5603,1
2446,5603,22
2529,5603,2
3280,5603,3
4109,5603,29
4173,5603,11
4896,5603,59
5048,5603,11
