link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed,notes
14,16,17,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0821:00_0822:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0822:00_0823:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
14,16,17,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0821:00_0822:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0822:00_0823:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
15,17,18,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
16,18,19,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
