agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
12,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:19;0702:19;0703:19;0704:19;0705:19;0706:19;0707:19;0708:35;0709:35;0710:35;0711:35;0712:35;,421.32;422.32;423.32;424.32;425.32;426.32;427.32;428.58;429.58;430.58;431.58;432.58;,1.00;1.00;1.00;1.00;1.00;1.00;1.27;1.00;1.00;1.00;1.00;
13,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:21;0702:21;0703:21;0704:21;0705:21;0706:21;0707:21;0708:39;0709:39;0710:39;0711:39;0712:39;,421.35;422.35;423.35;424.35;425.35;426.35;427.35;428.67;429.67;430.67;431.67;432.67;,1.00;1.00;1.00;1.00;1.00;1.00;1.32;1.00;1.00;1.00;1.00;
14,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:22;0702:22;0703:22;0704:22;0705:22;0706:22;0707:22;0708:40;0709:40;0710:40;0711:40;0712:40;,421.38;422.38;423.38;424.38;425.38;426.38;427.38;428.68;429.68;430.68;431.68;432.68;,1.00;1.00;1.00;1.00;1.00;1.00;1.30;1.00;1.00;1.00;1.00;
15,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:24;0702:24;0703:24;0704:24;0705:24;0706:24;0707:24;0708:42;0709:42;0710:42;0711:42;0712:42;,421.42;422.42;423.42;424.42;425.42;426.42;427.42;428.70;429.70;430.70;431.70;432.70;,1.00;1.00;1.00;1.00;1.00;1.00;1.28;1.00;1.00;1.00;1.00;
16,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:27;0702:27;0703:27;0704:27;0705:27;0706:27;0707:27;0708:43;0709:43;0710:43;0711:43;0712:43;,421.45;422.45;423.45;424.45;425.45;426.45;427.45;428.72;429.72;430.72;431.72;432.72;,1.00;1.00;1.00;1.00;1.00;1.00;1.27;1.00;1.00;1.00;1.00;
17,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:28;0702:28;0703:28;0704:28;0705:28;0706:28;0707:28;0708:45;0709:45;0710:45;0711:45;0712:45;,421.47;422.47;423.47;424.47;425.47;426.47;427.47;428.75;429.75;430.75;431.75;432.75;,1.00;1.00;1.00;1.00;1.00;1.00;1.28;1.00;1.00;1.00;1.00;
18,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:30;0702:30;0703:30;0704:30;0705:30;0706:30;0707:30;0708:45;0709:45;0710:45;0711:45;0712:45;,421.50;422.50;423.50;424.50;425.50;426.50;427.50;428.77;429.77;430.77;431.77;432.77;,1.00;1.00;1.00;1.00;1.00;1.00;1.27;1.00;1.00;1.00;1.00;
19,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:31;0702:31;0703:31;0704:31;0705:31;0706:31;0707:31;0708:50;0709:50;0710:50;0711:50;0712:50;,421.53;422.53;423.53;424.53;425.53;426.53;427.53;428.83;429.83;430.83;431.83;432.83;,1.00;1.00;1.00;1.00;1.00;1.00;1.30;1.00;1.00;1.00;1.00;
20,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:34;0702:34;0703:34;0704:34;0705:34;0706:34;0707:34;0708:51;0709:51;0710:51;0711:51;0712:51;,421.57;422.57;423.57;424.57;425.57;426.57;427.57;428.85;429.85;430.85;431.85;432.85;,1.00;1.00;1.00;1.00;1.00;1.00;1.28;1.00;1.00;1.00;1.00;
21,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:36;0702:36;0703:36;0704:36;0705:36;0706:36;0707:36;0708:52;0709:52;0710:52;0711:52;0712:52;,421.60;422.60;423.60;424.60;425.60;426.60;427.60;428.88;429.88;430.88;431.88;432.88;,1.00;1.00;1.00;1.00;1.00;1.00;1.28;1.00;1.00;1.00;1.00;
22,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:37;0702:37;0703:37;0704:37;0705:37;0706:37;0707:37;0708:55;0709:55;0710:55;0711:55;0712:55;,421.62;422.62;423.62;424.62;425.62;426.62;427.62;428.93;429.93;430.93;431.93;432.93;,1.00;1.00;1.00;1.00;1.00;1.00;1.32;1.00;1.00;1.00;1.00;
23,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:38;0702:38;0703:38;0704:38;0705:38;0706:38;0707:38;0709:04;0710:04;0711:04;0712:04;0713:04;,421.65;422.65;423.65;424.65;425.65;426.65;427.65;429.07;430.07;431.07;432.07;433.07;,1.00;1.00;1.00;1.00;1.00;1.00;1.42;1.00;1.00;1.00;1.00;
24,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:40;0702:40;0703:40;0704:40;0705:40;0706:40;0707:40;0709:07;0710:07;0711:07;0712:07;0713:07;,421.68;422.68;423.68;424.68;425.68;426.68;427.68;429.12;430.12;431.12;432.12;433.12;,1.00;1.00;1.00;1.00;1.00;1.00;1.43;1.00;1.00;1.00;1.00;
25,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:43;0702:43;0703:43;0704:43;0705:43;0706:43;0707:43;0709:09;0710:09;0711:09;0712:09;0713:09;,421.72;422.72;423.72;424.72;425.72;426.72;427.72;429.17;430.17;431.17;432.17;433.17;,1.00;1.00;1.00;1.00;1.00;1.00;1.45;1.00;1.00;1.00;1.00;
26,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:45;0702:45;0703:45;0704:45;0705:45;0706:45;0707:45;0709:13;0710:13;0711:13;0712:13;0713:13;,421.75;422.75;423.75;424.75;425.75;426.75;427.75;429.22;430.22;431.22;432.22;433.22;,1.00;1.00;1.00;1.00;1.00;1.00;1.47;1.00;1.00;1.00;1.00;
27,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:45;0702:45;0703:45;0704:45;0705:45;0706:45;0707:45;0709:15;0710:15;0711:15;0712:15;0713:15;,421.77;422.77;423.77;424.77;425.77;426.77;427.77;429.25;430.25;431.25;432.25;433.25;,1.00;1.00;1.00;1.00;1.00;1.00;1.48;1.00;1.00;1.00;1.00;
28,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:47;0702:47;0703:47;0704:47;0705:47;0706:47;0707:47;0709:15;0710:15;0711:15;0712:15;0713:15;,421.80;422.80;423.80;424.80;425.80;426.80;427.80;429.27;430.27;431.27;432.27;433.27;,1.00;1.00;1.00;1.00;1.00;1.00;1.47;1.00;1.00;1.00;1.00;
29,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:50;0702:50;0703:50;0704:50;0705:50;0706:50;0707:50;0709:21;0710:21;0711:21;0712:21;0713:21;,421.83;422.83;423.83;424.83;425.83;426.83;427.83;429.35;430.35;431.35;432.35;433.35;,1.00;1.00;1.00;1.00;1.00;1.00;1.52;1.00;1.00;1.00;1.00;
30,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:52;0702:52;0703:52;0704:52;0705:52;0706:52;0707:52;0709:27;0710:27;0711:27;0712:27;0713:27;,421.87;422.87;423.87;424.87;425.87;426.87;427.87;429.45;430.45;431.45;432.45;433.45;,1.00;1.00;1.00;1.00;1.00;1.00;1.58;1.00;1.00;1.00;1.00;
31,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:53;0702:53;0703:53;0704:53;0705:53;0706:53;0707:53;0709:28;0710:28;0711:28;0712:28;0713:28;,421.90;422.90;423.90;424.90;425.90;426.90;427.90;429.47;430.47;431.47;432.47;433.47;,1.00;1.00;1.00;1.00;1.00;1.00;1.57;1.00;1.00;1.00;1.00;
32,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:54;0702:54;0703:54;0704:54;0705:54;0706:54;0707:54;0709:29;0710:29;0711:29;0712:29;0713:29;,421.92;422.92;423.92;424.92;425.92;426.92;427.92;429.48;430.48;431.48;432.48;433.48;,1.00;1.00;1.00;1.00;1.00;1.00;1.57;1.00;1.00;1.00;1.00;
33,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:57;0702:57;0703:57;0704:57;0705:57;0706:57;0707:57;0709:35;0710:35;0711:35;0712:35;0713:35;,421.95;422.95;423.95;424.95;425.95;426.95;427.95;429.58;430.58;431.58;432.58;433.58;,1.00;1.00;1.00;1.00;1.00;1.00;1.63;1.00;1.00;1.00;1.00;
34,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:59;0702:59;0703:59;0704:59;0705:59;0706:59;0707:59;0709:36;0710:36;0711:36;0712:36;0713:36;,421.98;422.98;423.98;424.98;425.98;426.98;427.98;429.60;430.60;431.60;432.60;433.60;,1.00;1.00;1.00;1.00;1.00;1.00;1.62;1.00;1.00;1.00;1.00;
35,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:00;0703:00;0704:00;0705:00;0706:00;0707:00;0708:00;0709:37;0710:37;0711:37;0712:37;0713:37;,422.02;423.02;424.02;425.02;426.02;427.02;428.02;429.62;430.62;431.62;432.62;433.62;,1.00;1.00;1.00;1.00;1.00;1.00;1.60;1.00;1.00;1.00;1.00;
36,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:01;0703:01;0704:01;0705:01;0706:01;0707:01;0708:01;0709:37;0710:37;0711:37;0712:37;0713:37;,422.03;423.03;424.03;425.03;426.03;427.03;428.03;429.63;430.63;431.63;432.63;433.63;,1.00;1.00;1.00;1.00;1.00;1.00;1.60;1.00;1.00;1.00;1.00;
37,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:04;0703:04;0704:04;0705:04;0706:04;0707:04;0708:04;0709:39;0710:39;0711:39;0712:39;0713:39;,422.07;423.07;424.07;425.07;426.07;427.07;428.07;429.67;430.67;431.67;432.67;433.67;,1.00;1.00;1.00;1.00;1.00;1.00;1.60;1.00;1.00;1.00;1.00;
38,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:06;0703:06;0704:06;0705:06;0706:06;0707:06;0708:06;0709:40;0710:40;0711:40;0712:40;0713:40;,422.10;423.10;424.10;425.10;426.10;427.10;428.10;429.68;430.68;431.68;432.68;433.68;,1.00;1.00;1.00;1.00;1.00;1.00;1.58;1.00;1.00;1.00;1.00;
39,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:07;0703:07;0704:07;0705:07;0706:07;0707:07;0708:07;0709:53;0710:53;0711:53;0712:53;0713:53;,422.13;423.13;424.13;425.13;426.13;427.13;428.13;429.90;430.90;431.90;432.90;433.90;,1.00;1.00;1.00;1.00;1.00;1.00;1.77;1.00;1.00;1.00;1.00;
40,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:09;0703:09;0704:09;0705:09;0706:09;0707:09;0708:09;0709:55;0710:55;0711:55;0712:55;0713:55;,422.17;423.17;424.17;425.17;426.17;427.17;428.17;429.93;430.93;431.93;432.93;433.93;,1.00;1.00;1.00;1.00;1.00;1.00;1.77;1.00;1.00;1.00;1.00;
41,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:12;0703:12;0704:12;0705:12;0706:12;0707:12;0708:12;0709:57;0710:57;0711:57;0712:57;0713:57;,422.20;423.20;424.20;425.20;426.20;427.20;428.20;429.95;430.95;431.95;432.95;433.95;,1.00;1.00;1.00;1.00;1.00;1.00;1.75;1.00;1.00;1.00;1.00;
42,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:13;0703:13;0704:13;0705:13;0706:13;0707:13;0708:13;0709:58;0710:58;0711:58;0712:58;0713:58;,422.22;423.22;424.22;425.22;426.22;427.22;428.22;429.97;430.97;431.97;432.97;433.97;,1.00;1.00;1.00;1.00;1.00;1.00;1.75;1.00;1.00;1.00;1.00;
43,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:15;0703:15;0704:15;0705:15;0706:15;0707:15;0708:15;0710:00;0711:00;0712:00;0713:00;0714:00;,422.25;423.25;424.25;425.25;426.25;427.25;428.25;430.00;431.00;432.00;433.00;434.00;,1.00;1.00;1.00;1.00;1.00;1.00;1.75;1.00;1.00;1.00;1.00;
44,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:16;0703:16;0704:16;0705:16;0706:16;0707:16;0708:16;0710:01;0711:01;0712:01;0713:01;0714:01;,422.28;423.28;424.28;425.28;426.28;427.28;428.28;430.03;431.03;432.03;433.03;434.03;,1.00;1.00;1.00;1.00;1.00;1.00;1.75;1.00;1.00;1.00;1.00;
45,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:19;0703:19;0704:19;0705:19;0706:19;0707:19;0708:19;0710:04;0711:04;0712:04;0713:04;0714:04;,422.32;423.32;424.32;425.32;426.32;427.32;428.32;430.07;431.07;432.07;433.07;434.07;,1.00;1.00;1.00;1.00;1.00;1.00;1.75;1.00;1.00;1.00;1.00;
46,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:21;0703:21;0704:21;0705:21;0706:21;0707:21;0708:21;0710:05;0711:05;0712:05;0713:05;0714:05;,422.35;423.35;424.35;425.35;426.35;427.35;428.35;430.08;431.08;432.08;433.08;434.08;,1.00;1.00;1.00;1.00;1.00;1.00;1.73;1.00;1.00;1.00;1.00;
47,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:22;0703:22;0704:22;0705:22;0706:22;0707:22;0708:22;0710:07;0711:07;0712:07;0713:07;0714:07;,422.37;423.37;424.37;425.37;426.37;427.37;428.37;430.13;431.13;432.13;433.13;434.13;,1.00;1.00;1.00;1.00;1.00;1.00;1.77;1.00;1.00;1.00;1.00;
48,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:23;0703:23;0704:23;0705:23;0706:23;0707:23;0708:23;0710:10;0711:10;0712:10;0713:10;0714:10;,422.40;423.40;424.40;425.40;426.40;427.40;428.40;430.18;431.18;432.18;433.18;434.18;,1.00;1.00;1.00;1.00;1.00;1.00;1.78;1.00;1.00;1.00;1.00;
49,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:25;0703:25;0704:25;0705:25;0706:25;0707:25;0708:25;0710:12;0711:12;0712:12;0713:12;0714:12;,422.43;423.43;424.43;425.43;426.43;427.43;428.43;430.20;431.20;432.20;433.20;434.20;,1.00;1.00;1.00;1.00;1.00;1.00;1.77;1.00;1.00;1.00;1.00;
50,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:28;0703:28;0704:28;0705:28;0706:28;0707:28;0708:28;0710:13;0711:13;0712:13;0713:13;0714:13;,422.47;423.47;424.47;425.47;426.47;427.47;428.47;430.22;431.22;432.22;433.22;434.22;,1.00;1.00;1.00;1.00;1.00;1.00;1.75;1.00;1.00;1.00;1.00;
51,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:30;0703:30;0704:30;0705:30;0706:30;0707:30;0708:30;0710:14;0711:14;0712:14;0713:14;0714:14;,422.50;423.50;424.50;425.50;426.50;427.50;428.50;430.23;431.23;432.23;433.23;434.23;,1.00;1.00;1.00;1.00;1.00;1.00;1.73;1.00;1.00;1.00;1.00;
52,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:30;0703:30;0704:30;0705:30;0706:30;0707:30;0708:30;0710:19;0711:19;0712:19;0713:19;0714:19;,422.52;423.52;424.52;425.52;426.52;427.52;428.52;430.32;431.32;432.32;433.32;434.32;,1.00;1.00;1.00;1.00;1.00;1.00;1.80;1.00;1.00;1.00;1.00;
53,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:32;0703:32;0704:32;0705:32;0706:32;0707:32;0708:32;0710:20;0711:20;0712:20;0713:20;0714:20;,422.55;423.55;424.55;425.55;426.55;427.55;428.55;430.33;431.33;432.33;433.33;434.33;,1.00;1.00;1.00;1.00;1.00;1.00;1.78;1.00;1.00;1.00;1.00;
54,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:35;0703:35;0704:35;0705:35;0706:35;0707:35;0708:35;0710:29;0711:29;0712:29;0713:29;0714:29;,422.58;423.58;424.58;425.58;426.58;427.58;428.58;430.48;431.48;432.48;433.48;434.48;,1.00;1.00;1.00;1.00;1.00;1.00;1.90;1.00;1.00;1.00;1.00;
55,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:37;0703:37;0704:37;0705:37;0706:37;0707:37;0708:37;0710:30;0711:30;0712:30;0713:30;0714:30;,422.62;423.62;424.62;425.62;426.62;427.62;428.62;430.52;431.52;432.52;433.52;434.52;,1.00;1.00;1.00;1.00;1.00;1.00;1.90;1.00;1.00;1.00;1.00;
56,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:38;0703:38;0704:38;0705:38;0706:38;0707:38;0708:38;0710:39;0711:39;0712:39;0713:39;0714:39;,422.65;423.65;424.65;425.65;426.65;427.65;428.65;430.67;431.67;432.67;433.67;434.67;,1.00;1.00;1.00;1.00;1.00;1.00;2.02;1.00;1.00;1.00;1.00;
57,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:39;0703:39;0704:39;0705:39;0706:39;0707:39;0708:39;0710:40;0711:40;0712:40;0713:40;0714:40;,422.67;423.67;424.67;425.67;426.67;427.67;428.67;430.68;431.68;432.68;433.68;434.68;,1.00;1.00;1.00;1.00;1.00;1.00;2.02;1.00;1.00;1.00;1.00;
58,1,2,0,1,2,p,AM,1,0.0,11.0515,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0702:42;0703:42;0704:42;0705:42;0706:42;0707:42;0708:42;0710:43;0711:43;0712:43;0713:43;0714:43;,422.70;423.70;424.70;425.70;426.70;427.70;428.70;430.72;431.72;432.72;433.72;434.72;,1.00;1.00;1.00;1.00;1.00;1.00;2.02;1.00;1.00;1.00;1.00;
