link_id,from_node_id,to_node_id,date,FT,AT,assignment_period,period_volume,period_mean_hourly_volume_per_lane,period_mean_daily_speed,period_mean_density,t0,t3,demand,average_discharge_rate,peak_hour_factor,congestion_duration,congestion_period_mean_speed,period_peak_hour_factor,ultimate_capacity,period_capacity,period_demand_over_capacity,hourly_demand_over_capacity,period_mean_volume,period_mean_speed,alpha,beta,VDF_TYPE,daily_alpha,daily_beta
78,3,4,1/18/2016,7,1,0900_1400,371.0,74.2,73.55,1.0040394194298201,0,0,47.0,20.0,1.8928571428571428,0.0,71.58333333499999,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.15331842156585135,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/19/2016,7,1,0900_1400,521.0,104.2,72.266666666,1.4454676115822331,0,0,70.0,76.0,2.7135416666666665,0.0,71.9166666675,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.22834658531084245,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/2/2016,7,1,0900_1400,249.0,49.8,73.4,0.6794460066092197,0,0,52.0,24.0,2.49,0.0,73.625,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.16962889194519723,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/20/2016,7,1,0900_1400,510.0,102.0,73.008333334,1.3993316325337242,0,0,115.0,52.0,2.8333333333333335,0.0,71.4166666675,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.3751408187249554,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/21/2016,7,1,0900_1400,512.0,102.4,72.79999999949999,1.4067438110712054,0,0,83.0,52.0,2.723404255319149,0.0,70.9166666675,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.27075380829714174,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/23/2016,7,1,0900_1400,406.0,81.2,73.0583333335,1.106199680882559,0,0,40.0,56.0,2.8194444444444446,0.0,71.45833333499999,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.1304837630347671,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/24/2016,7,1,0900_1400,353.0,70.6,73.333333333,0.9647836209530875,0,0,44.0,36.0,3.043103448275862,0.0,72.25,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.14353213933824382,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/25/2016,7,1,0900_1400,510.0,102.0,73.25000000050001,1.396832308347536,0,0,82.0,28.0,2.8333333333333335,0.0,72.0,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.2674917142212726,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/26/2016,7,1,0900_1400,535.0,107.0,72.7249999995,1.4707158462960357,0,0,149.0,100.0,2.9722222222222223,0.0,72.24999999750001,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.4860520173045075,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/27/2016,7,1,0900_1400,468.0,93.6,72.94166666699999,1.2802513219464273,0,0,66.0,48.0,2.5434782608695654,0.0,72.5000000025,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.21529820900736574,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
