link_id,from_node_id,to_node_id,date,FT,AT,assignment_period,period_volume,period_mean_hourly_volume_per_lane,period_mean_daily_speed,period_mean_density,t0,t3,demand,average_discharge_rate,peak_hour_factor,congestion_duration,congestion_period_mean_speed
78,3,4,1/1/2016,0,1,1800_0600,5560.0,463.3333333333333,71.39583333437497,6.495316751096046,0,0,321.0,196.0,6.4953271028037385,0.0,66.25
78,3,4,1/10/2016,0,1,1800_0600,6462.0,538.5,68.9027777783333,7.761548347386537,0,0,408.0,356.0,5.3316831683168315,0.0,63.916666667499996
78,3,4,1/11/2016,0,1,1800_0600,6101.0,508.4166666666667,68.604166666875,7.814673703548061,24,24,739.0,952.0,8.25575101488498,0.25,59.583333335
78,3,4,1/12/2016,0,1,1800_0600,6424.0,535.3333333333334,63.04166666708333,13.407517526061966,24,29,1497.0,998.0,4.29124916499666,1.5,23.888888888333337
78,3,4,1/13/2016,0,1,1800_0600,6718.0,559.8333333333334,65.18055555520831,9.881765434442558,24,28,1506.0,1204.8,4.46082337317397,1.25,36.533333334
78,3,4,1/14/2016,0,1,1800_0600,6588.0,549.0,61.22916666612502,14.92216506480944,24,30,1637.0,935.4285714285714,4.024434941967013,1.75,18.238095237714287
78,3,4,1/15/2016,0,1,1800_0600,7676.0,639.6666666666666,63.36111111145832,12.492012257136155,24,31,2416.0,1208.0,3.1771523178807946,2.0,34.75000000125
78,3,4,1/16/2016,0,1,1800_0600,6969.0,580.75,68.69444444374999,8.470136476215165,38,38,724.0,820.0,9.625690607734807,0.25,66.5
78,3,4,1/17/2016,0,1,1800_0600,6276.0,523.0,68.666666666875,7.561499476856295,0,0,314.0,292.0,4.457386363636363,0.0,62.833333335000006
78,3,4,1/18/2016,0,1,1800_0600,6146.0,512.1666666666666,68.86111111104167,7.374495250046592,0,0,295.0,228.0,5.391228070175439,0.0,62.166666667499996
78,3,4,1/19/2016,0,1,1800_0600,6434.0,536.1666666666666,64.98611111125003,10.095651802843445,24,27,860.0,1128.0,7.481395348837209,1.0,46.416666670000005
78,3,4,1/2/2016,0,1,1800_0600,6408.0,534.0,69.24305555583332,7.625419369131095,0,0,378.0,228.0,4.8108108108108105,0.0,63.833333332500004
78,3,4,1/20/2016,0,1,1800_0600,5949.0,495.75,60.159722222916656,9.84594150840661,30,37,1104.0,552.0,5.388586956521739,2.0,43.541666667499996
78,3,4,1/21/2016,0,1,1800_0600,6647.0,553.9166666666666,64.60416666583333,10.76385301848706,24,28,1397.0,1117.6,4.758052970651396,1.25,28.733333333999997
78,3,4,1/22/2016,0,1,1800_0600,7226.0,602.1666666666666,66.36111111125001,9.853773930982506,24,26,852.0,1126.6666666666667,8.481220657276996,0.75,54.416666667499996
78,3,4,1/23/2016,0,1,1800_0600,7250.0,604.1666666666666,68.68750000020832,8.95770235685815,0,0,1000.0,324.0,4.009955752212389,0.0,64.66666666500001
78,3,4,1/24/2016,0,1,1800_0600,5579.0,464.9166666666667,69.4722222225,6.6551618347495465,0,0,290.0,264.0,5.60140562248996,0.0,64.25
78,3,4,1/25/2016,0,1,1800_0600,5805.0,483.75,67.24999999958334,8.061995040903275,24,26,925.0,1149.3333333333333,6.275675675675676,0.75,51.66666666750001
78,3,4,1/26/2016,0,1,1800_0600,6335.0,527.9166666666666,65.88194444437501,9.357474598471853,24,27,821.0,1141.0,7.716199756394641,1.0,47.916666665
78,3,4,1/27/2016,0,1,1800_0600,6682.0,556.8333333333334,66.24305555583335,9.68887182274337,24,27,823.0,1133.0,8.119076549210206,1.0,48.333333335
78,3,4,1/28/2016,0,1,1800_0600,6230.0,519.1666666666666,69.24305555541666,7.433419417980292,0,0,283.0,232.0,5.389273356401384,0.0,62.9999999975
78,3,4,1/29/2016,0,1,1800_0600,7336.0,611.3333333333334,67.22222222229166,9.89396951542651,24,26,892.0,1236.0,8.22421524663677,0.75,52.166666665
78,3,4,1/3/2016,0,1,1800_0600,5745.0,478.75,68.83333333312504,6.912714004126262,0,0,317.0,384.0,5.3591417910447765,0.0,62.333333335000006
78,3,4,1/30/2016,0,1,1800_0600,5666.0,539.6190476190476,64.68253968333332,9.035059619746763,24,26,1234.0,1462.6666666666667,4.591572123176661,0.75,48.66666666500001
78,3,4,1/31/2016,0,1,1800_0600,4120.0,484.70588235294116,66.21568627499998,7.010045175397713,0,0,4.0,4.0,3.503401360544218,0.0,58.75
78,3,4,1/4/2016,0,1,1800_0600,5669.0,472.4166666666667,64.60763888895836,10.372846772836057,24,27,1014.0,1014.0,5.590729783037475,1.0,20.5833333325
78,3,4,1/5/2016,0,1,1800_0600,6730.0,560.8333333333334,64.33333333333333,10.023668075223146,24,27,779.0,981.0,8.639281129653401,1.0,46.083333335
78,3,4,1/6/2016,0,1,1800_0600,7071.0,589.25,65.63194444416668,9.258147554800814,24,25,943.0,1218.0,7.498409331919406,0.5,55.5000000025
78,3,4,1/7/2016,0,1,1800_0600,6516.0,543.0,66.7430555564583,8.76158620308424,24,25,851.0,1026.0,7.656874265569917,0.5,51.9166666675
