link_id,from_node_id,to_node_id,date,FT,AT,assignment_period,period_volume,period_mean_hourly_volume_per_lane,period_mean_daily_speed,period_mean_density,t0,t3,demand,average_discharge_rate,peak_hour_factor,congestion_duration,congestion_period_mean_speed
78,3,4,2/12/2016,7,1,1400_1800,869.0,217.25,60.333333331875,3.6249395734245535,0,0,135.0,168.0,3.1035714285714286,0.0,54.555555553333335
78,3,4,2/13/2016,7,1,1400_1800,493.0,123.25,71.3125,1.7290853203444527,0,0,126.0,156.0,2.5153061224489797,0.0,70.3333333325
78,3,4,2/14/2016,7,1,1400_1800,438.0,109.5,72.72916666625001,1.5046779520477815,0,0,99.0,140.0,3.0416666666666665,0.0,71.0833333325
78,3,4,2/15/2016,7,1,1400_1800,548.0,137.0,65.22916666750001,2.0979299388694965,0,0,134.0,168.0,3.261904761904762,0.0,60.08333333499999
78,3,4,2/16/2016,7,1,1400_1800,981.0,245.25,60.18749999874999,4.085894206722013,0,0,189.0,332.0,2.9548192771084336,0.0,51.583333332500004
78,3,4,2/17/2016,7,1,1400_1800,950.0,237.5,57.97916666750001,4.154984249357299,0,0,232.0,200.0,2.8963414634146343,0.0,50.08333333499999
78,3,4,2/18/2016,7,1,1400_1800,959.0,239.75,59.72916666812502,4.069347327998619,13,13,219.0,240.0,4.378995433789954,0.25,51.83333333499999
78,3,4,2/19/2016,7,1,1400_1800,889.0,222.25,60.12499999812499,3.705065371506327,0,0,146.0,268.0,3.130281690140845,0.0,56.333333329999995
78,3,4,2/2/2016,7,1,1400_1800,870.0,217.5,62.87499999937499,3.4700869553668885,0,0,176.0,260.0,3.246268656716418,0.0,52.333333332500004
78,3,4,2/20/2016,7,1,1400_1800,501.0,125.25,70.375,1.7788846392562834,0,0,89.0,232.0,2.1594827586206895,0.0,70.16666666500001
78,3,4,2/21/2016,7,1,1400_1800,395.0,98.75,73.62499999874998,1.3441498710594892,0,0,87.0,124.0,2.668918918918919,0.0,71.22222222
78,3,4,2/22/2016,7,1,1400_1800,995.0,248.75,62.45833333312499,4.127348417238407,13,14,256.0,242.0,3.88671875,0.5,48.416666667499996
78,3,4,2/23/2016,7,1,1400_1800,923.0,230.75,61.14583333374999,3.81970081681874,0,0,235.0,200.0,2.920886075949367,0.0,52.5
78,3,4,2/24/2016,7,1,1400_1800,817.0,204.25,58.333333333125,3.5907045718611146,13,13,208.0,160.0,3.9278846153846154,0.25,45.833333332500004
78,3,4,2/25/2016,7,1,1400_1800,983.0,245.75,60.83333333500001,4.067989726737973,0,0,259.0,236.0,3.1915584415584415,0.0,56.2500000025
78,3,4,2/26/2016,7,1,1400_1800,881.0,220.25,58.395833333125,3.794502324250795,0,0,259.0,224.0,2.8603896103896105,0.0,54.916666664999994
78,3,4,2/27/2016,7,1,1400_1800,488.0,122.0,72.145833333125,1.6933807308603264,0,0,117.0,92.0,2.9047619047619047,0.0,69.75
78,3,4,2/28/2016,7,1,1400_1800,394.0,98.5,72.354166666875,1.364309313625118,0,0,106.0,108.0,2.6621621621621623,0.0,71.25
78,3,4,2/29/2016,7,1,1400_1800,1001.0,250.25,62.104166666875,4.062155869501421,0,0,272.0,232.0,3.3366666666666664,0.0,56.83333333499999
78,3,4,2/3/2016,7,1,1400_1800,780.0,195.0,56.291666665624994,3.5357001871792817,0,0,234.0,196.0,2.671232876712329,0.0,47.66666666500001
78,3,4,2/4/2016,7,1,1400_1800,926.0,231.5,60.2916666675,3.8934443233587084,0,0,240.0,244.0,3.3550724637681157,0.0,50.75
78,3,4,2/6/2016,7,1,1400_1800,366.0,91.5,70.81250000125,1.2890242095211881,0,0,63.0,132.0,2.772727272727273,0.0,68.25
78,3,4,2/7/2016,7,1,1400_1800,305.0,76.25,73.83333333437501,1.0333534794362416,0,0,60.0,56.0,2.2426470588235294,0.0,73.33333333499999
78,3,4,2/8/2016,7,1,1400_1800,904.0,226.0,61.104166666874995,3.7310604798663203,0,0,224.0,216.0,2.7901234567901234,0.0,58.58333333499999
78,3,4,2/9/2016,7,1,1400_1800,896.0,224.0,60.04166666625001,3.7611397690467014,0,0,216.0,216.0,3.111111111111111,0.0,53.166666667499996
