link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
11152AB,12852,13018,1/1/2018,1,2,0600_0900,4440.833333333334,1480.277777777778,61.49027777833333,24.118007773104704,0,0,1543.5,908.6666666666666,2.8771191016088977,0.25,4146.9545592183595,0.001980807195762621
11153AB,13019,13020,1/1/2018,1,2,0600_0900,4665.166666666666,1555.0555555555554,30.340277776666667,53.73661460416102,0,11,4665.166666666666,1555.0555555555554,1.0,3.0,44.44996664466236,0.021438124743772713
11374AB,13151,13152,1/1/2018,1,2,0600_0900,2545.5,848.5,65.3041666675,13.003762895822845,0,0,641.0,585.3333333333334,3.9711388455538223,0.25,1386.8336076450416,0.0010283444912421115
11485AB,13212,13149,1/1/2018,1,2,0600_0900,1779.125,593.0416666666666,66.471875,8.913603440934649,0,0,503.375,409.5,3.5343928482741496,0.25,716.0205474359668,0.0007589079537163873
12349AB,13659,13666,1/1/2018,1,2,0600_0900,5211.125,1737.0416666666667,61.32916666666667,28.34671684117026,0,0,1777.375,1807.5,2.9319220760953653,0.25,8465.734523624053,0.002032843121740062
12350AB,13513,13660,1/1/2018,1,2,0600_0900,2668.5,889.5,72.2,12.32102151697118,0,0,1001.3000000000001,576.4,2.665035453909917,0.25,0.0,0.0
13467AB,14323,14190,1/1/2018,1,2,0600_0900,4437.0,1479.0,70.541666665,21.014197393117175,0,0,1646.3333333333333,960.0,2.695079975703584,0.25,88.1432452789943,3.985064257767031e-05
13468AB,14337,14334,1/1/2018,1,2,0600_0900,3701.25,1233.75,35.28958333333333,36.339089526634005,4,11,2369.5,1184.75,1.5620384047267355,2.0,82.99818142271181,0.015567875345987069
14164AB,14697,14682,1/1/2018,1,2,0600_0900,4807.1,1602.3666666666668,39.11416666666667,43.14023902146803,0,11,4807.1,1602.3666666666668,1.0,3.0,27.57743793884142,0.012907831200181645
14165AB,14678,14716,1/1/2018,1,2,0600_0900,4232.6,1410.8666666666668,65.88083333333333,21.73264668699443,0,0,1552.4,891.6,2.72648801855192,0.25,2215.892346873818,0.0010786886845092283
15377AB,15154,15331,1/1/2018,1,2,0600_0900,3934.3,1311.4333333333334,69.00333333333333,19.107107209801402,0,0,1487.3000000000002,766.4,2.6452632286694007,0.25,579.3393158766456,0.000328091539469257
15378AB,15330,15326,1/1/2018,1,2,0600_0900,3420.9166669250003,1140.3055556416668,46.00000000083333,26.34920033438809,4,11,2175.0000001750004,1087.5000000875002,1.5728352490343693,2.0,45.36741569487711,0.009270480856444824
23696AB,20104,20105,1/1/2018,1,2,0600_0900,2647.3999999999996,882.4666666666666,70.37249999999999,12.563254954159708,0,0,968.8,613.6,2.732658959537572,0.25,59.32943656532493,4.196646595380641e-05
24393AB,20522,20512,1/1/2018,1,2,0600_0900,3888.625,1296.2083333333333,62.55520833333333,20.74043332422976,0,0,1334.625,1062.0,2.913646155287066,0.25,4172.695800341274,0.0017053351088180686
24729AB,20702,20703,1/1/2018,1,2,0600_0900,3432.875,1144.2916666666667,62.762499999999996,18.2432209059589,0,0,1198.375,981.5,2.8646083237717743,0.25,3730.7144949554495,0.001649754173987629
24777AB,20611,20729,1/1/2018,1,2,0600_0900,2840.0,946.6666666666666,72.12499999916668,13.170331659246534,0,0,1126.0,502.6666666666667,2.5222024866785078,0.25,0.0,0.0
24779AB,20732,20728,1/1/2018,1,2,0600_0900,2415.666666666667,805.2222222222223,66.81249999916666,12.078861498589937,0,0,759.1666666666667,877.3333333333334,3.1819978046103183,0.25,1435.900833626912,0.0007103581093408214
24782AB,20734,40856,1/1/2018,1,2,0600_0900,2222.5,740.8333333333334,72.54722222,10.207508451111744,0,0,575.8333333333334,410.6666666666667,3.859623733719247,0.25,0.0,0.0
25079AB,20909,20105,1/1/2018,1,2,0600_0900,486.0,162.0,78.51249999999997,2.0650686271897842,0,0,161.0,124.0,1.8381124122125154,0.25,0.0,0.0
25199AB,20613,20972,1/1/2018,1,2,0600_0900,3174.25,1058.0833333333333,46.06666666666666,24.706962313981396,0,5,1482.75,988.5,2.140785702242455,1.5,99.86643997451817,0.009471399845838219
28260AB,22723,22663,1/1/2018,1,2,0600_0900,4455.25,1485.0833333333333,69.27291666666666,21.521982920378562,0,0,1554.125,1049.5,2.866725649481219,0.25,697.9370203502153,0.00028863654499423317
28276AB,22655,22722,1/1/2018,1,2,0600_0900,3601.25,1200.4166666666667,65.95833333333333,18.293019636541327,0,0,1359.625,755.0,2.6487082835340625,0.25,1544.6481896542282,0.0008879738029193273
5150AB,9465,9466,1/1/2018,1,2,0600_0900,3280.375,1093.4583333333333,67.71041666666667,16.358439746201167,0,0,1172.625,1018.5,2.7974629570408274,0.25,1812.80468526949,0.0007725160423099269
5155AB,9470,9472,1/1/2018,1,2,0600_0900,2789.25,929.75,72.090625,12.902209853154195,0,0,756.125,651.5,3.6888741940816665,0.25,0.0,0.0
