link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
10772AB,12338,12385,1/1/2018,6,2,1400_1800,1991.5,497.875,23.0625,21.958925294675552,0,0,494.0,386.0,4.031376518218623,0.25,16781.699563306873,0.01886975069636369
10772BA,12385,12338,1/1/2018,6,2,1400_1800,1573.6666666666665,393.41666666666663,25.035416666875,15.824009645299723,0,0,342.3333333333333,262.6666666666667,4.596884128529698,0.25,9164.601870041915,0.015143496639107967
10780AB,12779,12771,1/1/2018,6,2,1400_1800,1401.0,350.25,27.1875,13.075659415147285,0,0,369.5,364.0,3.791610284167794,0.25,10210.778880914384,0.01217516941500971
10780BA,12771,12779,1/1/2018,6,2,1400_1800,3055.0,763.75,21.63125,36.11800499755541,0,0,864.5,542.0,3.5338345864661656,0.25,27339.702473667752,0.021893340054892303
10800AB,12831,12790,1/1/2018,6,2,1400_1800,2580.0,860.0,18.4625,52.11125923940978,7,11,1221.5,977.2,2.112157183790422,1.25,603.4229330395228,0.03350162641824766
10800BA,12790,12831,1/1/2018,6,2,1400_1800,2229.0,557.25,21.15,26.803112233505544,12,12,587.5,590.0,3.794042553191489,0.25,31223.657079568417,0.022969380502271965
10849AB,12847,12848,1/1/2018,6,2,1400_1800,1734.5,433.625,26.871875000000003,16.319318628906082,0,0,447.5,400.0,3.875977653631285,0.25,11546.861697566792,0.012529146807255632
10849BA,12848,12847,1/1/2018,6,2,1400_1800,1211.0,302.75,24.114583333749998,12.653858578732494,0,0,368.3333333333333,204.0,3.2877828054298646,0.25,7814.355884549158,0.0166257231339979
10909AB,9828,9791,1/1/2018,6,2,1400_1800,1640.0,410.0,26.190625,15.755751557586267,0,0,412.5,402.0,3.9757575757575756,0.25,12390.975351918509,0.013378177851971164
10909BA,9791,9828,1/1/2018,6,2,1400_1800,2235.5,558.875,27.04375,20.867856242791937,0,0,702.0,320.0,3.1844729344729346,0.25,9006.006211006359,0.012215177695049855
10917AB,9830,12908,1/1/2018,6,2,1400_1800,1737.0,434.25,27.121875000000003,16.073315776751226,0,0,461.5,386.0,3.763813651137595,0.25,10634.998777854236,0.011958251000573725
10917BA,12908,9830,1/1/2018,6,2,1400_1800,2761.5,690.375,15.49375,47.48260780511908,4,15,2111.0,703.6666666666666,1.3081477972524869,3.0,40.633129317815914,0.04330864091193075
11143AB,6016,25429,1/1/2018,6,2,1400_1800,2272.5,568.125,27.009375,21.057653789372303,0,0,569.0,500.0,3.9938488576449913,0.25,14014.649208606954,0.012165494104693536
11143BA,25429,6016,1/1/2018,6,2,1400_1800,2813.5,703.375,23.396874999999998,31.57547745073787,14,14,802.5,826.0,3.505919003115265,0.25,36215.62876401396,0.019029768611706962
11180AB,13037,12841,1/1/2018,6,2,1400_1800,3469.0,867.25,14.365625000000001,62.87644088730463,2,15,3121.5,891.8571428571429,1.1113246836456832,3.5,34.84634456858265,0.04653326909981788
11180BA,12841,13037,1/1/2018,6,2,1400_1800,2614.5,653.625,21.5,30.748781361902047,10,10,707.0,672.0,3.698019801980198,0.25,33842.00142635796,0.021857691480110908
11247AB,13060,13061,1/1/2018,6,2,1400_1800,2556.0,639.0,29.334375,21.835443955093087,0,0,672.0,520.0,3.8035714285714284,0.25,10949.818618507765,0.009139472003962812
11247BA,13061,13060,1/1/2018,6,2,1400_1800,2286.0,571.5,29.256249999999998,19.687947366509995,0,0,668.5,484.0,3.419596110695587,0.25,10330.617817566801,0.009263998128987675
11250AB,13056,13062,1/1/2018,6,2,1400_1800,1883.0,470.75,27.340625,17.289978339955837,0,0,447.5,450.0,4.207821229050279,0.25,12258.878129095974,0.011823763627600282
11250BA,13062,13056,1/1/2018,6,2,1400_1800,1507.5,376.875,27.865625,13.518783611756136,0,0,330.5,294.0,4.561270801815431,0.25,7524.793915616012,0.011108740072893064
11283AB,12845,12854,1/1/2018,6,2,1400_1800,1487.5,371.875,31.9375,11.6625730331554,0,0,343.0,294.0,4.336734693877551,0.25,4350.737215694079,0.006422927909601284
11283BA,12854,12845,1/1/2018,6,2,1400_1800,2084.0,521.0,33.515625,15.678407064628836,0,0,650.5,336.0,3.2036894696387392,0.25,3787.260903334993,0.004892191767080793
11323BA,13077,13080,1/1/2018,6,2,1400_1800,1969.0,492.25,29.259375,17.633309383707587,0,0,497.0,400.0,3.9617706237424546,0.25,9763.904457280009,0.010594514385069453
11333AB,13085,38068,1/1/2018,6,2,1400_1800,1464.5,366.125,29.143749999999997,12.700154152359751,0,0,357.0,356.0,4.102240896358543,0.25,7919.888581859428,0.009655763037730459
11333BA,38068,13085,1/1/2018,6,2,1400_1800,1238.3333333,309.583333325,29.714583334375,10.514180923229317,0,0,270.33333335,208.0,4.580764487880348,0.25,4226.548342018472,0.008819420118060715
11372AB,13147,13148,1/1/2018,6,2,1400_1800,1234.5,308.625,29.137500000000003,10.784034278777316,0,0,291.0,302.0,4.242268041237113,0.25,6783.876713393685,0.009749638856399588
11372BA,13148,13147,1/1/2018,6,2,1400_1800,824.0,206.0,29.368750000625,7.083079464327594,0,0,230.66666666666669,149.33333333333334,3.5722543352601153,0.25,3208.6977585943723,0.009325874716896776
11520AB,13208,13146,1/1/2018,6,2,1400_1800,1868.0,467.0,26.203125,18.292545230024963,0,0,533.0,356.0,3.5046904315196996,0.25,11231.204377249744,0.013692850218049878
11520BA,13146,13208,1/1/2018,6,2,1400_1800,2226.5,556.625,32.084375,17.42495235087864,0,0,496.5,474.0,4.484390735146022,0.25,7038.924172812449,0.0064453346343292615
11601AB,13265,13259,1/1/2018,6,2,1400_1800,1902.5,475.625,26.559375000000003,18.017914556954317,0,0,476.0,520.0,3.9968487394957983,0.25,15420.704048757212,0.01287118059625168
11601BA,13259,13265,1/1/2018,6,2,1400_1800,2421.0,605.25,21.55625,30.324828420722838,10,11,728.5,754.0,3.323266986959506,0.5,4998.317993479428,0.023017600544684956
11666AB,12331,13261,1/1/2018,6,2,1400_1800,2708.5,677.125,28.584374999999998,23.79701864234915,0,0,691.0,606.0,3.9196816208393632,0.25,14132.906629068846,0.010122234418738576
11666BA,13261,12331,1/1/2018,6,2,1400_1800,2256.0,564.0,27.875,20.665335936921572,0,0,659.0,384.0,3.4233687405159334,0.25,9920.751650662214,0.011213233835474328
11667AB,13310,13309,1/1/2018,6,2,1400_1800,1748.5,437.125,26.665625,16.547478273977433,0,0,478.5,374.0,3.6541274817136884,0.25,11179.294844478378,0.012973594915699247
11667BA,13309,13310,1/1/2018,6,2,1400_1800,2903.0,725.75,26.890625,27.088273542097145,0,0,751.5,600.0,3.8629407850964737,0.25,16985.32607100349,0.012286838882380996
11670AB,13310,13263,1/1/2018,6,2,1400_1800,3059.0,764.75,25.4125,30.161425319939692,0,0,756.5,654.0,4.043621943159287,0.25,21821.55895985388,0.014481900218642409
11670BA,13263,13310,1/1/2018,6,2,1400_1800,3165.5,791.375,21.928125,37.051864896978046,13,13,959.5,952.0,3.29911412193851,0.25,46679.40060252091,0.021281677007889507
11701AB,13260,13085,1/1/2018,6,2,1400_1800,2043.0,510.75,31.165625,16.46510819317273,0,0,393.5,394.0,5.191867852604829,0.25,6668.340058756135,0.007345799028346348
11701BA,13085,13260,1/1/2018,6,2,1400_1800,1920.5,480.125,27.03125,17.960763672473632,0,0,452.0,420.0,4.248893805309734,0.25,11901.533241118577,0.012299038154264402
11812AB,13384,13380,1/1/2018,6,2,1400_1800,1540.0,385.0,30.946875000000002,12.412367340222607,0,0,317.5,260.0,4.850393700787402,0.25,4605.977736005432,0.007688931850970605
11812BA,13380,13384,1/1/2018,6,2,1400_1800,2067.5,516.875,25.840625,20.5965646661221,0,0,532.5,510.0,3.8826291079812205,0.25,17083.980002439577,0.014539062502076164
11890AB,28245,28044,1/1/2018,6,2,1400_1800,1494.5,373.625,31.534375,11.90227536662366,0,0,360.0,280.0,4.151388888888889,0.25,4390.043159623473,0.006805002417571107
11890BA,28044,28245,1/1/2018,6,2,1400_1800,1865.5,466.375,31.68125,14.921357580457592,0,0,557.0,320.0,3.3491921005385996,0.25,4966.95927242144,0.0067368696728806405
11902AB,13415,13412,1/1/2018,6,2,1400_1800,1889.5,472.375,26.84375,17.68592824604969,0,0,482.5,368.0,3.916062176165803,0.25,10538.583591974184,0.012429451134103004
11902BA,13412,13415,1/1/2018,6,2,1400_1800,1410.0,352.5,33.075,10.655920005010454,0,0,284.5,264.0,4.956063268892795,0.25,3240.2835290059015,0.005327170679789268
11934AB,12328,12312,1/1/2018,6,2,1400_1800,1915.5,478.875,25.38125,18.943219679453193,0,0,468.0,356.0,4.092948717948718,0.25,11977.426927595552,0.014602629193483183
11934BA,12312,12328,1/1/2018,6,2,1400_1800,3255.5,813.875,28.5875,28.738519588223625,0,0,713.5,648.0,4.562718990889979,0.25,15197.070625692471,0.010178936408026616
11946AB,13435,13436,1/1/2018,6,2,1400_1800,2169.5,542.375,26.171875,21.166948476997863,0,0,648.0,434.0,3.3479938271604937,0.25,13543.40590570454,0.013544272739159847
11946BA,13436,13435,1/1/2018,6,2,1400_1800,2360.0,590.0,32.0875,18.411482734618325,0,0,621.5,478.0,3.7972646822204346,0.25,6851.789042478937,0.00622147860232063
11975AB,12314,12321,1/1/2018,6,2,1400_1800,1929.0,482.25,38.19375,12.625171372939166,0,0,386.5,360.0,4.990944372574385,0.25,1314.2927140223555,0.0015845542944906872
11975BA,12321,12314,1/1/2018,6,2,1400_1800,2111.5,527.875,38.228125000000006,13.805073185698577,0,0,436.5,384.0,4.837342497136311,0.25,1102.563261809309,0.0012462059437044599
11977AB,13425,13416,1/1/2018,6,2,1400_1800,2163.0,540.75,27.275000000000002,19.94050464897121,0,0,546.0,462.0,3.9615384615384617,0.25,12598.068949040673,0.011835307078448806
11977BA,13416,13425,1/1/2018,6,2,1400_1800,2118.0,529.5,23.81875,22.357210765896326,0,0,668.5,312.0,3.1682872101720267,0.25,12301.990756423076,0.017113479840554717
12170AB,13550,13580,1/1/2018,6,2,1400_1800,1384.5,346.125,37.981249999999996,9.090928810318147,0,0,434.5,206.0,3.186421173762946,0.25,704.744859286071,0.001484848762991486
12170BA,13580,13550,1/1/2018,6,2,1400_1800,969.999999965,242.49999999125,33.702083331875,7.260640289135669,0,0,303.33333335,200.0,3.19780219751111,0.25,2205.398787036609,0.004786021673256529
12187AB,13581,13584,1/1/2018,6,2,1400_1800,2038.0,509.5,39.19375,13.025096472321374,0,0,632.0,314.0,3.2246835443037973,0.25,562.507895052982,0.000777528826981851
12187BA,13584,13581,1/1/2018,6,2,1400_1800,2149.0,537.25,35.35000000000001,15.311465424088164,0,0,685.5,370.0,3.134938001458789,0.25,2852.9664113281146,0.0033466666799550895
12206AB,13483,39835,1/1/2018,6,2,1400_1800,1678.0,419.5,39.184375,10.656808115780969,0,0,278.0,242.0,6.0359712230215825,0.25,447.4455485426662,0.0008024950293823645
12206BA,39835,13483,1/1/2018,6,2,1400_1800,1505.5,376.375,37.23125,10.16999516915145,0,0,485.0,252.0,3.1041237113402063,0.25,1127.2727778155831,0.0019415384869233341
13029AB,13985,29304,1/1/2018,6,2,1400_1800,1416.0,354.0,22.384375,15.98340465204456,0,0,400.5,234.0,3.5355805243445695,0.25,10790.61136403252,0.02001463705638748
13029BA,29304,13985,1/1/2018,6,2,1400_1800,1186.5,296.625,23.403125000000003,12.761757916204942,0,0,303.5,266.0,3.9093904448105437,0.25,11059.353673537376,0.01804536352851102
13089AB,14071,31580,1/1/2018,6,2,1400_1800,1275.0,318.75,29.328125,10.882900131051418,0,0,293.5,312.0,4.34412265758092,0.25,6632.105970107367,0.009226019923693696
13089BA,31580,14071,1/1/2018,6,2,1400_1800,1911.0,477.75,28.237499999999997,16.91174234953835,0,0,513.5,324.0,3.721518987341772,0.25,7847.649022353916,0.010512647117136481
13129AB,14129,14130,1/1/2018,6,2,1400_1800,1640.5,410.125,27.9875,14.830982414757646,0,0,402.0,244.0,4.080845771144278,0.25,6365.71773528055,0.011323353781165597
13129BA,14130,14129,1/1/2018,6,2,1400_1800,2437.5,609.375,26.4125,23.28250880713515,0,0,524.5,384.0,4.647283126787417,0.25,12241.882930179738,0.013836763656254225
13143AB,9408,29705,1/1/2018,6,2,1400_1800,2583.0,645.75,33.565625,19.458321083694727,0,0,720.0,418.0,3.5875,0.25,4747.641150070076,0.0049296845407924604
13143BA,29705,9408,1/1/2018,6,2,1400_1800,1911.5,477.875,32.262499999999996,14.966511336661554,0,0,435.0,416.0,4.394252873563218,0.25,6006.480945443472,0.006266777829363932
13167AB,14179,29524,1/1/2018,6,2,1400_1800,1929.5,482.375,32.94375,14.735875973828303,0,0,566.5,394.0,3.4060017652250663,0.25,4948.735423022001,0.005451494006254847
13167BA,29524,14179,1/1/2018,6,2,1400_1800,2368.5,592.125,31.662499999999998,18.814577748023147,0,0,602.0,440.0,3.9343853820598005,0.25,6842.157482989953,0.006749287289881186
13195AB,14210,14204,1/1/2018,6,2,1400_1800,1435.0,358.75,33.946875,10.575372020457792,0,0,329.0,338.0,4.361702127659575,0.25,3502.268449019493,0.004497283408606967
13195BA,14204,14210,1/1/2018,6,2,1400_1800,2008.0,502.0,33.946875,14.791069765306993,0,0,386.5,360.0,5.1953428201811125,0.25,3730.226750434963,0.004497283408606967
13247AB,14175,29534,1/1/2018,6,2,1400_1800,1980.5,495.125,36.253125000000004,13.74387770215619,0,0,520.5,448.0,3.8049951969260327,0.25,2783.7259067067475,0.002696907074174909
13247BA,29534,14175,1/1/2018,6,2,1400_1800,2465.5,616.375,33.631249999999994,18.674027129309426,0,0,780.0,368.0,3.1608974358974358,0.25,4142.066699546533,0.00488525001361825
13252AB,14223,14177,1/1/2018,6,2,1400_1800,1107.5,276.875,30.299999999999997,9.258895766932637,0,0,220.5,240.0,5.022675736961451,0.25,4726.310046955511,0.008547291028203688
13252BA,14177,14223,1/1/2018,6,2,1400_1800,1396.5,349.125,30.40625,11.676780477305584,0,0,314.5,274.0,4.440381558028617,0.25,5177.845572295682,0.008201929954087597
13286AB,14232,14234,1/1/2018,6,2,1400_1800,1662.5,415.625,34.15625,12.347969964189911,0,0,407.0,278.0,4.084766584766585,0.25,2860.5945664317233,0.004466106125149449
13286BA,14234,14232,1/1/2018,6,2,1400_1800,1654.5,413.625,28.784374999999997,14.733740459631047,0,0,458.0,328.0,3.6124454148471616,0.25,7914.42980443666,0.010472812135359316
13288AB,14172,29612,1/1/2018,6,2,1400_1800,1726.5,431.625,30.1375,14.530695399105799,0,0,443.5,380.0,3.8928974069898534,0.25,7468.619592038502,0.008530495696315905
13288BA,29612,14172,1/1/2018,6,2,1400_1800,2777.0,694.25,31.415625000000002,22.586477688998073,0,0,859.0,428.0,3.2328288707799766,0.25,7025.596670066313,0.007124542313719246
