link_id,from_node_id,to_node_id,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,VOC,VOC_period,alpha,beta,peak_factor,period_cap,vol_valid,demand_est
10360AB,12596,12614,1,1,0900_1400,6399.666666666668,1279.9333333333336,56.73000000049999,22.862844165239334,17.0,19.0,975.8333333333335,0.5782008307259662,0.7742306109114488,0.38,4.49,6.558155422715628,11068.24190935786,1252.793821648079,6399.666666666668
10363AB,12612,12591,1,1,0900_1400,6801.5999999999985,1360.3199999999997,59.64699999999999,22.819174002104877,0.0,0.0,1330.9,0.7885849553679128,0.7742306109114488,0.38,4.49,5.110526711248026,8625.069440776644,1576.9429731750527,6801.5999999999985
10519AB,12682,12698,1,1,0900_1400,5223.199999999999,1044.6399999999999,56.6315,18.688099648591947,0.0,1.0,1032.2,0.6115992117595308,0.7742306109114488,0.38,4.49,5.060259639604727,8540.23337435834,1314.4070954357726,5223.199999999999
10520AB,12699,12683,1,1,0900_1400,5452.125,1090.425,61.168124999999996,17.832100814640146,0.0,0.0,1053.75,0.6243680191741965,0.7742306109114488,0.38,4.49,5.174021352313167,8732.229762842604,1337.1610545872868,5452.125
11352AB,13120,13121,1,1,0900_1400,6324.1,1264.8200000000002,70.9315,17.85804765805803,0.0,0.0,1360.9,0.806360557337285,0.7742306109114488,0.38,4.49,4.64699830994195,7842.769518493143,1595.6897556950887,6324.1
11533AB,13109,13237,1,1,0900_1400,4833.333333333334,966.6666666666667,70.3350000005,13.749526489814025,0.0,0.0,1048.9166666666667,0.6215041721902421,0.7742306109114488,0.38,4.49,4.607928815444507,7776.831676447465,1332.0988968541246,4833.333333333335
11877AB,13389,9486,1,1,0900_1400,5019.500000000001,1003.9000000000002,73.534,13.651669331137379,0.0,0.0,885.1999999999999,0.5244987621096072,0.7742306109114488,0.38,4.49,5.670469950293721,9570.08931691444,1148.3138161665033,5019.5
11878AB,9448,13332,1,1,0900_1400,6644.625,1328.925,66.75187500000001,20.46620236983265,0.0,0.0,1471.125,0.8716710815730864,0.7742306109114488,0.38,4.49,4.516696405811879,7622.858140491005,1650.1379052784405,6644.625
40714AB,37377,11145,1,1,0900_1400,6065.500000000001,1213.1000000000001,62.73083333250001,19.41159489306961,0.0,0.0,1453.8333333333335,0.8614254221046289,0.7742306109114488,0.38,4.49,4.172073827811533,7041.2363558772295,1643.145727290174,6065.500000000002
7230AB,10937,10938,1,1,0900_1400,5431.75,1086.35,62.846875,17.329048423582044,0.0,0.0,971.875,0.5758554387994517,0.7742306109114488,0.38,4.49,5.588938906752412,9432.488840123067,1248.3615145977058,5431.75
7279AB,10737,10941,1,1,0900_1400,6856.125,1371.225,60.444375,23.010609588857317,0.0,2.0,1370.75,0.8121968799838954,0.7742306109114488,0.38,4.49,5.00173262812329,8441.456953314011,1601.489466787957,6856.125
7348AB,11007,10994,1,1,0900_1400,6756.0,1351.2,54.080000000000005,26.034694711479062,0.0,4.0,1597.1,0.9463137968428081,0.7742306109114488,0.38,4.49,4.230167178010143,7139.280883930974,1683.081549893465,6755.999999999999
7349AB,10977,11002,1,1,0900_1400,5341.1,1068.22,64.63199999999999,16.685982495301225,19.0,19.0,920.1000000000001,0.5451777124006436,0.7742306109114488,0.38,4.49,5.804912509509835,9796.988905655957,1189.2470737161218,5341.099999999999
7496AB,11084,11085,1,1,0900_1400,8086.833333333334,1617.3666666666668,61.2224999985,26.50836235806667,0.0,0.0,1686.1666666666667,0.9990875840229887,0.7742306109114488,0.38,4.49,4.795986952653949,8094.218627730697,1687.309816465605,8086.833333333333
7596AB,11142,37380,1,1,0900_1400,6320.5,1264.1,57.08333333399999,22.258758128401496,0.0,2.0,1225.8333333333335,0.7263308471374006,0.7742306109114488,0.38,4.49,5.156084296397008,8701.957275957942,1499.1663181110794,6320.499999999999
7922AB,11272,11293,1,1,0900_1400,6223.3,1244.66,54.86900000000001,23.162666861282467,13.0,19.0,2300.2,1.3629146549983264,0.7742306109114488,0.38,4.49,2.705547343709243,4566.169992505981,1401.304058081734,6223.3
7925AB,11295,11273,1,1,0900_1400,6835.200000000001,1367.0400000000002,48.05649999999999,29.18469063261437,0.0,11.0,4067.4,2.410016115007475,0.7742306109114488,0.38,4.49,1.6804838471750998,2836.163607967742,503.45246470119207,6835.2
9417AB,12001,12002,1,1,0900_1400,6968.3333334,1393.66666668,65.17333333349998,21.410514584311336,0.0,0.0,1189.25,0.704654488069194,0.7742306109114488,0.38,4.49,5.859435218330881,9889.007238843757,1468.012841003452,6968.333333400001
9419AB,12005,12006,1,1,0900_1400,7150.25,1430.05,60.5175000005,25.055504445817725,0.0,2.0,1480.0833333333333,0.8769790738278294,0.7742306109114488,0.38,4.49,4.830977985473791,8153.273223260233,1653.5282873401234,7150.25
10072AB,12413,12466,1,1,1400_1800,4573.166666666666,1143.2916666666665,55.903125001250004,21.375038750024228,10.0,14.0,1198.8333333333333,0.7103328053649656,1.2790306947496002,0.17,4.65,3.8146809398025856,6438.062035325815,1268.6177406806407,4573.166666666666
10076AB,12467,12451,1,1,1400_1800,5829.5,1457.375,60.359374999375,24.445165805334923,2.0,3.0,1627.1666666666667,0.9641289001498902,1.2790306947496002,0.17,4.65,3.582607804977978,6046.390683956995,1594.257715337783,5829.5
10080AB,12469,12470,1,1,1400_1800,5351.166666666667,1337.7916666666667,25.270833332499997,53.08368759003009,0.0,15.0,5351.166666666667,3.1706736246146185,1.2790306947496002,0.17,4.65,1.0,1687.706557093866,374.9784064533842,5351.166666666667
10085AB,12478,12479,1,1,1400_1800,4828.5,1207.125,56.216666666875,21.947869398703347,9.0,10.0,1175.6666666666665,0.6966060905108392,1.2790306947496002,0.17,4.65,4.107031471505529,6931.46394465075,1246.5447420177225,4828.499999999999
10360AB,12596,12614,1,1,1400_1800,4010.333333333333,1002.5833333333333,26.942708334375,38.36621096103377,0.0,15.0,4010.333333333333,2.376202969927958,1.2790306947496002,0.17,4.65,1.0,1687.706557093866,706.3110886758632,4010.3333333333335
10363AB,12612,12591,1,1,1400_1800,4636.5,1159.125,44.680625,26.50465954232225,3.0,14.0,3366.6000000000004,1.994778053002942,1.2790306947496002,0.17,4.65,1.3772054892176082,2324.318734618223,998.4349403500352,4636.500000000001
10519AB,12682,12698,1,1,1400_1800,3529.7,882.425,39.80125,22.484703342932413,2.0,15.0,3007.100000000001,1.7817670894032993,1.2790306947496002,0.17,4.65,1.1737887000764853,1981.0108857617695,1210.1202830339207,3529.7
10520AB,12699,12683,1,1,1400_1800,4280.125,1070.03125,33.27734375,39.68785438520091,4.0,15.0,3077.625,1.8235545670329645,1.2790306947496002,0.17,4.65,1.3907233662320784,2347.1329442935325,1166.3675776625516,4280.125
11352AB,13120,13121,1,1,1400_1800,5110.799999999999,1277.6999999999998,48.099375,28.70467906497545,12.0,15.0,1115.6000000000001,0.6610153852343854,1.2790306947496002,0.17,4.65,4.581211903908209,7731.741369662359,1187.9288256658888,5110.799999999999
11533AB,13109,13237,1,1,1400_1800,4774.166666666667,1193.5416666666667,67.7770833325,17.634027660493665,0.0,0.0,1219.0833333333335,0.722331336694292,1.2790306947496002,0.17,4.65,3.9161938615079634,6609.3860589177375,1287.6433376875552,4774.166666666668
11877AB,13389,9486,1,1,1400_1800,6493.4,1623.35,56.936249999999994,31.185621840529095,10.0,15.0,2415.8,1.4314099745869742,1.2790306947496002,0.17,4.65,2.6878880702044867,4536.36632081849,1567.7764172833465,6493.4
11878AB,9448,13332,1,1,1400_1800,5162.875,1290.71875,69.33046875,18.640139636072128,0.0,0.0,1405.25,0.8326388222486734,1.2790306947496002,0.17,4.65,3.6739903931684754,6200.617677250307,1448.240218340976,5162.875
40714AB,37377,11145,1,1,1400_1800,5826.333333333333,1456.5833333333333,38.165625,39.788570926191994,3.0,15.0,4688.333333333333,2.7779315744357684,1.2790306947496002,0.17,4.65,1.242730181301102,2097.363875680319,504.1687989399756,5826.333333333334
7230AB,10937,10938,1,1,1400_1800,5399.875,1349.96875,42.41328125,33.51148473505281,3.0,15.0,4336.625,2.5695373296809487,1.2790306947496002,0.17,4.65,1.2451791427665524,2101.4970040036296,597.9338558928633,5399.875000000001
7279AB,10737,10941,1,1,1400_1800,5451.125,1362.78125,51.2640625,29.418751404679735,6.0,12.0,2456.875,1.4557477362833726,1.2790306947496002,0.17,4.65,2.2187229712541336,3744.5533069603866,1546.77011455857,5451.125
7348AB,11007,10994,1,1,1400_1800,5152.099999999999,1288.0249999999999,58.71875,22.1748922706705,5.0,6.0,1309.6,0.7759642779696585,1.2790306947496002,0.17,4.65,3.9341020158827122,6639.6097684814495,1369.2396276920576,5152.099999999999
7349AB,10977,11002,1,1,1400_1800,3793.6,948.4,24.8975,42.13378137165611,0.0,15.0,3793.6,2.2477841210336718,1.2790306947496002,0.17,4.65,1.0,1687.706557093866,792.0777383888718,3793.6
7496AB,11084,11085,1,1,1400_1800,5528.166666666666,1382.0416666666665,28.944791666249998,50.504929214815334,0.0,15.0,5528.166666666666,3.275549676233914,1.2790306947496002,0.17,4.65,1.0,1687.706557093866,348.3154841073734,5528.166666666666
7596AB,11142,37380,1,1,1400_1800,4953.333333333334,1238.3333333333335,53.946875000625,23.448477902920217,2.0,3.0,1345.0,0.7969394882935177,1.2790306947496002,0.17,4.65,3.68277571251549,6215.444718318427,1399.4247200440195,4953.333333333334
7922AB,11272,11293,1,1,1400_1800,4244.8,1061.2,27.140625,40.81282490257084,0.0,15.0,4244.8,2.515129174653029,1.2790306947496002,0.17,4.65,1.0,1687.706557093866,626.1383134020563,4244.8
7925AB,11295,11273,1,1,1400_1800,4820.9,1205.225,36.276875000000004,36.17295787000707,0.0,13.0,4242.4,2.5137071264954787,1.2790306947496002,0.17,4.65,1.1363614934942485,1917.8447437992218,626.8983719869076,4820.9
9417AB,12001,12002,1,1,1400_1800,6444.5833334,1611.14583335,40.016145833125,40.828271163776144,0.0,15.0,6444.5833334,3.818544939765597,1.2790306947496002,0.17,4.65,1.0,1687.706557093866,245.29148182508877,6444.5833334
9419AB,12005,12006,1,1,1400_1800,5667.0,1416.75,56.789583333125,25.16303109020545,2.0,3.0,1449.8333333333333,0.8590553418420458,1.2790306947496002,0.17,4.65,3.9087251408207844,6596.781050040882,1482.08555820488,5667.0
10072AB,12413,12466,1,1,1800_0600,7587.166666666666,632.2638888888888,69.12291666729168,9.224807866179765,0.0,0.0,973.0,0.5765220238733031,0.7354498512416413,0.27,5.75,7.797704693388146,13160.237341312788,1011.4483663770262,7587.166666666666
10076AB,12467,12451,1,1,1800_0600,6899.0,574.9166666666666,68.66736111083334,8.42137694925284,0.0,0.0,1354.5000000000002,0.8025684289171523,0.7354498512416413,0.27,5.75,5.093392395717976,8596.151744105264,1459.9191805144162,6899.0
10080AB,12469,12470,1,1,1800_0600,6775.166666666666,564.5972222222222,62.08368055541666,11.240119537801576,24.0,27.0,1302.6666666666667,0.7718561388478481,0.7354498512416413,0.27,5.75,5.200997952917092,8777.75834856995,1406.4564919148977,6775.166666666665
10085AB,12478,12479,1,1,1800_0600,6539.833333333334,544.9861111111112,65.76631944458333,8.560283375315874,0.0,0.0,1265.0,0.7495378830418586,0.7354498512416413,0.27,5.75,5.169828722002635,8725.15383317605,1365.4212754213827,6539.833333333334
10360AB,12596,12614,1,1,1800_0600,7253.666666666667,604.4722222222223,66.371006944375,9.327440542210928,0.0,0.0,1048.0833333333335,0.6210104054688707,0.7354498512416413,0.27,5.75,6.920887334022421,11680.426934537525,1105.9258812083815,7253.666666666666
10363AB,12612,12591,1,1,1800_0600,8627.2,718.9333333333334,67.70791666666668,10.86555696756451,0.0,0.0,1387.1,0.8218845830572031,0.7354498512416413,0.27,5.75,6.21959483815154,10496.850990815516,1491.485441032384,8627.199999999999
10519AB,12682,12698,1,1,1800_0600,5246.4,437.2,62.13750000000001,7.340345612969476,23.0,24.0,991.0,0.5871873850549264,0.7354498512416413,0.27,5.75,5.294046417759838,8934.796852812571,1034.1683377456727,5246.4
10520AB,12699,12683,1,1,1800_0600,5664.625,472.0520833333333,64.3984375,7.467931104434982,0.0,0.0,945.875,0.5604499170926625,0.7354498512416413,0.27,5.75,5.988767014668957,10107.281359564255,977.1790667560724,5664.624999999999
11352AB,13120,13121,1,1,1800_0600,6419.0,534.9166666666666,71.90333333333334,7.7882027184037526,26.0,27.0,1093.8,0.6480984478033083,0.7354498512416413,0.27,5.75,5.868531724264034,9904.35947155378,1162.8072669859519,6418.999999999999
11533AB,13109,13237,1,1,1800_0600,5488.583333333334,457.3819444444445,71.27968750000001,6.473018609431624,0.0,0.0,1171.5833333333333,0.6941866335761192,0.7354498512416413,0.27,5.75,4.684757095099226,7906.495267790975,1257.460189246908,5488.583333333334
11877AB,13389,9486,1,1,1800_0600,6021.1,501.7583333333334,73.60270833333333,6.954731192914103,0.0,0.0,1181.0,0.6997661975276166,0.7354498512416413,0.27,5.75,5.098306519898392,8604.445343706924,1268.672012805793,6021.1
11878AB,9448,13332,1,1,1800_0600,6568.75,547.3958333333334,71.81875,7.675908774972565,0.0,0.0,908.5,0.538304479639153,0.7354498512416413,0.27,5.75,7.23032471106219,12202.66642477747,929.9730096117311,6568.749999999999
40714AB,37377,11145,1,1,1800_0600,7367.0,613.9166666666666,63.02743055583333,10.990569669138798,24.0,27.0,1341.1666666666665,0.7946681613752089,0.7354498512416413,0.27,5.75,5.492978749844664,9270.536254090106,1446.5311343086487,7367.000000000001
7230AB,10937,10938,1,1,1800_0600,6135.875,511.3229166666667,65.55859375,8.118793186281996,24.0,24.0,1025.125,0.6074071322950872,0.7354498512416413,0.27,5.75,5.985489574442141,10101.750002202974,1077.137647590693,6135.875
7279AB,10737,10941,1,1,1800_0600,7685.375,640.4479166666666,66.49062500000001,10.871612004372201,22.0,23.0,1413.0,0.8372308527574278,0.7354498512416413,0.27,5.75,5.4390481245576785,9179.517184165088,1515.2923858542579,7685.374999999999
7348AB,11007,10994,1,1,1800_0600,7755.099999999999,646.2583333333333,64.88416666666667,10.46226588822855,22.0,23.0,1329.1999999999998,0.787577671256315,0.7354498512416413,0.27,5.75,5.834411676196209,9846.774842701354,1434.293836529976,7755.099999999999
7349AB,10977,11002,1,1,1800_0600,7352.4,612.6999999999999,63.69083333333333,12.232254161151348,24.0,29.0,1440.5,0.8535251545626856,0.7354498512416413,0.27,5.75,5.10406108989934,8614.157369230781,1539.2329227765292,7352.4
7496AB,11084,11085,1,1,1800_0600,9915.0,826.25,66.703819444375,13.310553664389502,24.0,25.0,1339.0,0.7933843678996433,0.7354498512416413,0.27,5.75,7.404779686333084,12497.095230459807,1444.3307322658936,9915.0
7596AB,11142,37380,1,1,1800_0600,6899.0,574.9166666666666,64.284375000625,9.244627221951362,22.0,22.0,1455.6666666666667,0.8625117088916461,0.7354498512416413,0.27,5.75,4.739409205404168,7998.731992711643,1551.811041902656,6899.000000000001
7922AB,11272,11293,1,1,1800_0600,8567.5,713.9583333333334,59.09354166666666,14.271243989927873,24.0,29.0,1686.8,0.9994628467312309,0.7354498512416413,0.27,5.75,5.07914394119042,8572.104533970652,1677.2929577846478,8567.5
7925AB,11295,11273,1,1,1800_0600,8350.599999999999,695.8833333333332,65.23291666666667,11.301688298129738,22.0,23.0,1411.0,0.8360458126261364,0.7354498512416413,0.27,5.75,5.918214032600991,9988.208629105624,1513.496374325217,8350.599999999999
9417AB,12001,12002,1,1,1800_0600,8317.99999954,693.1666666283332,67.00156249958333,11.232637346086056,24.0,27.0,1340.8333332,0.7944706546076578,0.7354498512416413,0.27,5.75,6.203604723704522,10469.864369814602,1446.1930559713408,8317.99999954
9419AB,12005,12006,1,1,1800_0600,7618.333333333333,634.8611111111111,68.70937500020834,9.76985643825234,25.0,26.0,1462.5,0.8665605960068918,0.7354498512416413,0.27,5.75,5.209116809116809,8791.460595414315,1557.3268259960118,7618.333333333333
11152AB,12852,13018,1,2,0600_0900,4440.833333333334,1480.277777777778,61.49027777833333,24.118007773104704,0.0,0.0,1543.5,0.8339584092445672,0.713139010685582,0.69,4.97,2.8771191016088977,5325.005760606236,1841.4384635912804,4440.833333333334
11153AB,13019,13020,1,2,0600_0900,4665.166666666666,1555.0555555555554,30.340277776666667,53.73661460416102,0.0,11.0,4665.166666666666,2.520605748101142,0.713139010685582,0.69,4.97,1.0,1850.81172261116,302.8797124799881,4665.166666666666
11374AB,13151,13152,1,2,0600_0900,2545.5,848.5,65.3041666675,13.003762895822845,0.0,0.0,641.0,0.346334525640277,0.713139010685582,0.69,4.97,3.9711388455538223,7349.830327467563,855.5597020400411,2545.5
11485AB,13212,13149,1,2,0600_0900,1779.125,593.0416666666666,66.471875,8.913603440934649,0.0,0.0,503.375,0.2719752602873236,0.713139010685582,0.69,4.97,3.5343928482741496,6541.495715898843,655.9354274919199,1779.125
12349AB,13659,13666,1,2,0600_0900,5211.125,1737.0416666666667,61.32916666666667,28.34671684117026,0.0,0.0,1777.375,0.9603218837907759,0.713139010685582,0.69,4.97,2.9319220760953653,5426.435748219751,1820.619780623612,5211.125
12350AB,13513,13660,1,2,0600_0900,2668.5,889.5,72.2,12.32102151697118,0.0,0.0,1001.3000000000001,0.5410058666514967,0.713139010685582,0.69,4.97,2.665035453909917,4932.478859270827,1368.5147586464848,2668.5
13467AB,14323,14190,1,2,0600_0900,4437.0,1479.0,70.541666665,21.014197393117175,0.0,0.0,1646.3333333333333,0.8895196162960625,0.713139010685582,0.69,4.97,2.695079975703584,4988.085612406793,1850.230532833091,4437.0
13468AB,14337,14334,1,2,0600_0900,3701.25,1233.75,35.28958333333333,36.339089526634005,4.0,11.0,2369.5,1.2802490772303219,0.713139010685582,0.69,4.97,1.5620384047267355,2891.0389906370774,1355.4378371650214,3701.2499999999995
14164AB,14697,14682,1,2,0600_0900,4807.1,1602.3666666666668,39.11416666666667,43.14023902146803,0.0,11.0,4807.1,2.5972928209132227,0.713139010685582,0.69,4.97,1.0,1850.81172261116,281.42432335311884,4807.1
14165AB,14678,14716,1,2,0600_0900,4232.6,1410.8666666666668,65.88083333333333,21.73264668699443,0.0,0.0,1552.4,0.8387671101465929,0.713139010685582,0.69,4.97,2.72648801855192,5046.2159862947665,1843.3645349798303,4232.6
15377AB,15154,15331,1,2,0600_0900,3934.3,1311.4333333333334,69.00333333333333,19.107107209801402,0.0,0.0,1487.3000000000002,0.8035933541104275,0.713139010685582,0.69,4.97,2.6452632286694007,4895.884193013572,1824.1610763135693,3934.3
15378AB,15330,15326,1,2,0600_0900,3420.9166669250003,1140.3055556416668,46.00000000083333,26.34920033438809,4.0,11.0,2175.0000001750004,1.1751600519940892,0.713139010685582,0.69,4.97,1.5728352490343693,2911.0219166488537,1536.306694152494,3420.9166669250003
23696AB,20104,20105,1,2,0600_0900,2647.3999999999996,882.4666666666666,70.37249999999999,12.563254954159708,0.0,0.0,968.8,0.5234460038070208,0.713139010685582,0.69,4.97,2.732658959537572,5057.637236210553,1324.8137201330746,2647.399999999999
24393AB,20522,20512,1,2,0600_0900,3888.625,1296.2083333333333,62.55520833333333,20.74043332422976,0.0,0.0,1334.625,0.7211025215018014,0.713139010685582,0.69,4.97,2.913646155287066,5392.610459746237,1734.2644876323013,3888.6250000000005
24729AB,20702,20703,1,2,0600_0900,3432.875,1144.2916666666667,62.762499999999996,18.2432209059589,0.0,0.0,1198.375,0.6474861734230374,0.713139010685582,0.69,4.97,2.8646083237717743,5301.850666326305,1607.4816849671506,3432.8750000000005
24777AB,20611,20729,1,2,0600_0900,2840.0,946.6666666666666,72.12499999916668,13.170331659246534,0.0,0.0,1126.0,0.60838170962707,0.713139010685582,0.69,4.97,2.5222024866785078,4668.1219291436,1525.9410329772913,2839.9999999999995
24779AB,20732,20728,1,2,0600_0900,2415.666666666667,805.2222222222223,66.81249999916666,12.078861498589937,0.0,0.0,759.1666666666667,0.41018038593121736,0.713139010685582,0.69,4.97,3.1819978046103183,5889.278838095753,1027.8609474265963,2415.6666666666674
24782AB,20734,40856,1,2,0600_0900,2222.5,740.8333333333334,72.54722222,10.207508451111744,0.0,0.0,575.8333333333334,0.31112474937263573,0.713139010685582,0.69,4.97,3.859623733719247,7143.436851235837,760.6795377954716,2222.5
25079AB,20909,20105,1,2,0600_0900,486.0,162.0,78.51249999999997,2.0650686271897842,0.0,0.0,161.0,0.08698885901417254,0.713139010685582,0.69,4.97,1.8381124122125154,3402.0,321.6497935537721,295.936098366215
25199AB,20613,20972,1,2,0600_0900,3174.25,1058.0833333333333,46.06666666666666,24.706962313981396,0.0,5.0,1482.75,0.8011349733122008,0.713139010685582,0.69,4.97,2.140785702242455,3962.1912733086997,1822.3780496762417,3174.25
