link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
11152AB,12852,13018,1/1/2018,1,2,0900_1400,6804.166666666667,1360.8333333333335,62.581666666500006,21.759199049247265,0,0,1516.1666666666667,1284.6666666666667,4.487743212047928,0.25,5017.041818571236,0.001695019858484163
11153AB,13019,13020,1/1/2018,1,2,0900_1400,8124.333333333334,1624.8666666666668,60.25583333350001,26.97781995296623,0,0,1672.1666666666667,1579.3333333333333,4.858566729791687,0.25,8431.319694988853,0.002317070673881399
11374AB,13151,13152,1/1/2018,1,2,0900_1400,3274.333333333333,654.8666666666666,65.37833333300001,10.017934156041333,0,0,648.5,748.6666666666666,5.049087638139295,0.25,1743.0181307230007,0.0010104874700410686
11485AB,13212,13149,1/1/2018,1,2,0900_1400,2155.5,431.1,66.639375,6.46905761365807,0,0,422.75,443.0,5.098758131283264,0.25,735.6264608171372,0.0007207275802776378
12349AB,13659,13666,1/1/2018,1,2,0900_1400,6171.875,1234.375,68.524375,18.043597622350184,0,0,1404.625,1433.5,4.393966361128415,0.25,1045.1349006583132,0.0003164405848697078
12350AB,13513,13660,1/1/2018,1,2,0900_1400,4368.1,873.6200000000001,72.59349999999999,12.034301194029887,0,0,904.1999999999999,725.2,4.830900243309003,0.25,0.0,0.0
13467AB,14323,14190,1/1/2018,1,2,0900_1400,5926.0,1185.2,70.991666667,16.70918054113176,0,0,1167.6666666666667,1174.6666666666667,5.0750785041393085,0.25,63.600735843754045,2.3499846234360973e-05
13468AB,14337,14334,1/1/2018,1,2,0900_1400,5861.25,1172.25,65.97999999999999,17.78946623420756,0,0,1296.0,1363.0,4.522569444444445,0.25,2746.9142215908823,0.000874715389099974
14164AB,14697,14682,1/1/2018,1,2,0900_1400,7298.1,1459.6200000000001,66.7945,22.443575732075832,2,2,1579.1,1532.8,4.621683237287063,0.25,3934.4463351228237,0.0011140781573716605
14165AB,14678,14716,1/1/2018,1,2,0900_1400,6555.799999999999,1311.1599999999999,63.6385,20.84896931742919,0,0,1401.9999999999998,1187.6,4.676034236804565,0.25,4223.764367086503,0.001543643534947387
15377AB,15154,15331,1/1/2018,1,2,0900_1400,5985.799999999999,1197.1599999999999,67.58049999999999,17.755057756975837,0,0,1023.6000000000001,1098.4,5.847792106291519,0.25,1316.0768628026774,0.0005200418027558224
15378AB,15330,15326,1/1/2018,1,2,0900_1400,5048.833332574999,1009.7666665149998,68.142083333,14.89296639415284,0,0,1097.49999975,1041.0,4.60030372093401,0.25,1091.026764219386,0.00045488561188301586
23696AB,20104,20105,1/1/2018,1,2,0900_1400,4351.199999999999,870.2399999999998,70.88,12.277016838577556,0,0,805.9,783.2,5.399181039831244,0.25,4.805278053177271,2.6629521897661606e-06
24393AB,20522,20512,1/1/2018,1,2,0900_1400,6059.875,1211.975,64.468125,18.812271273813277,0,0,1331.0,1099.0,4.552873779113448,0.25,3106.9598893595294,0.0012270308429694332
24729AB,20702,20703,1/1/2018,1,2,0900_1400,4727.25,945.45,64.401875,14.68295301944786,0,0,898.0,899.0,5.264198218262806,0.25,2575.5218476569626,0.0012434349545680397
24777AB,20611,20729,1/1/2018,1,2,0900_1400,3824.166666666667,764.8333333333334,69.6991666665,10.976524959937212,0,0,658.3333333333334,768.0,5.808860759493671,0.25,154.6604952608431,8.74048842032217e-05
24779AB,20732,20728,1/1/2018,1,2,0900_1400,3297.833333333333,659.5666666666666,69.4816666655,9.496895708901729,0,0,747.5,756.6666666666666,4.411817168338907,0.25,216.77278017814373,0.0001243419489825072
24782AB,20734,40856,1/1/2018,1,2,0900_1400,3303.666666666667,660.7333333333333,71.41833333400001,9.252493516826748,0,0,708.5,610.6666666666666,4.662902846389085,0.25,0.0,0.0
25079AB,20909,20105,1/1/2018,1,2,0900_1400,1248.5,249.7,78.835,3.167866716726103,0,0,252.5,208.0,4.721982194747583,0.25,0.0,0.0
25199AB,20613,20972,1/1/2018,1,2,0900_1400,5129.375,1025.875,61.28937499999999,16.772025336023738,0,0,1111.125,1127.0,4.616379795252559,0.25,5300.801699616841,0.0020414331695877237
28260AB,22723,22663,1/1/2018,1,2,0900_1400,6185.375,1237.075,66.53562500000001,18.61091179637002,0,0,1412.25,1416.5,4.379801734820322,0.25,2435.6559321304485,0.0007463059171576706
28276AB,22655,22722,1/1/2018,1,2,0900_1400,5637.5,1127.5,64.690625,17.44338376423347,0,0,1078.625,1049.5,5.226561594622783,0.25,2842.205705678907,0.0011754132695789778
5150AB,9465,9466,1/1/2018,1,2,0900_1400,3951.0,790.2,71.636875,11.034919286053574,0,0,834.125,851.0,4.736700134871872,0.25,0.0,0.0
5155AB,9470,9472,1/1/2018,1,2,0900_1400,3795.0,759.0,72.809375,10.423666203812106,0,0,725.875,709.5,5.228172894782159,0.25,0.0,0.0
5576AB,9885,9886,1/1/2018,1,2,0900_1400,6381.6666668,1276.3333333599999,64.434583333,19.93515079764169,19,19,1072.6666668,1429.0,5.9493474201430265,0.25,4246.943126304307,0.0012899169261430838
5592AB,9913,9914,1/1/2018,1,2,0900_1400,7096.200000000001,1419.2400000000002,66.2895,21.41554022018936,0,0,1426.0,1426.0,4.976297335203366,0.25,2633.1229917384667,0.0008014365502944043
8224AB,11436,11437,1/1/2018,1,2,0900_1400,8786.333333333332,1757.2666666666664,61.64,28.53307759439,0,0,1893.3333333333333,1468.6666666666667,4.640669014084507,0.25,6566.593671599912,0.00194059286803504
8776AB,11667,11668,1/1/2018,1,2,0900_1400,7325.375,1465.075,63.40562500000001,23.151030056264233,0,0,1444.625,1335.0,5.0707796140867005,0.25,4699.652759956419,0.0015279249765775913
8781AB,11674,11675,1/1/2018,1,2,0900_1400,6848.125,1369.625,69.29375000000002,19.779850902931603,0,0,1425.875,1174.5,4.802752695713159,0.25,427.6233314109736,0.00015802503555405284
9117AB,11855,11856,1/1/2018,1,2,0900_1400,4881.0,976.2,66.74700000000001,14.627865960162879,0,0,928.5,870.0,5.25686591276252,0.25,1410.0466702358876,0.0007034476124660199
9120AB,11859,11813,1/1/2018,1,2,0900_1400,4375.700000000001,875.1400000000001,70.907,12.350418490973269,0,0,769.8,759.6,5.684203689269942,0.25,0.0,0.0
9578AB,12004,9889,1/1/2018,1,2,0900_1400,4093.875,818.775,58.4875,14.008459202483579,0,0,911.25,949.0,4.492592592592593,0.25,6152.681742433939,0.0028139460316570154
