link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
11912AB,13418,39471,1/1/2018,6,3,1400_1800,2202.0,550.5,31.899018131875,17.275316579346946,0,0,529.5,490.0,4.158640226628895,0.25,7902.74467799726,0.007000021859053696
11912BA,39471,13418,1/1/2018,6,3,1400_1800,2677.25,669.3125,31.921677134375003,20.99721245678847,0,0,638.75,670.0,4.191389432485323,0.25,10772.570344502194,0.0069784996531031
11915AB,12320,13423,1/1/2018,6,3,1400_1800,2127.5,531.875,41.745972572499994,12.764787713985989,0,0,511.75,428.0,4.157303370786517,0.25,299.63824641527873,0.0003038582295066673
11915BA,13423,12320,1/1/2018,6,3,1400_1800,2783.5,695.875,36.72646435624999,18.957207652051338,0,0,832.25,450.0,3.3445479122859716,0.25,2979.2366134367376,0.0028734921040091998
11993AB,13420,9414,1/1/2018,6,3,1400_1800,952.0,238.0,30.334467973125,7.893100272030773,0,0,232.0,170.0,4.103448275862069,0.25,3439.5537692255243,0.008781540464730198
11993BA,9414,13420,1/1/2018,6,3,1400_1800,1129.0,282.25,31.963218695625002,8.875693391923424,0,0,239.5,252.0,4.713987473903966,0.25,4141.985883364335,0.007133876700569634
12292AB,13633,13625,1/1/2018,6,3,1400_1800,2180.8333334666668,545.2083333666667,35.8583009275,15.247601295777143,0,0,559.0000001000001,448.6666666666667,3.9013118659687573,0.25,3656.2484949072455,0.0035369541067933204
12292BA,13625,13633,1/1/2018,6,3,1400_1800,1874.8333334333333,468.70833335833333,32.349392675625,14.583228739494343,0,0,431.6666667333334,350.0,4.343243242804132,0.25,5432.674158448355,0.006736947121091711
12306AB,13648,13650,1/1/2018,6,3,1400_1800,1048.5,262.125,33.5920770625,7.861662304008255,0,0,268.0,187.0,3.912313432835821,0.25,2383.849254507607,0.0055329240347120265
12306BA,13650,13648,1/1/2018,6,3,1400_1800,1713.0,428.25,35.043332165,12.092363499788895,0,0,239.75,247.0,7.144942648592283,0.25,2449.29081429092,0.004303887648818671
12312AB,28512,28505,1/1/2018,6,3,1400_1800,2109.0,527.25,33.11494323,16.000958180117983,0,0,565.5,417.0,3.7294429708222814,0.25,5655.328933727697,0.005886258632393769
12312BA,28505,28512,1/1/2018,6,3,1400_1800,1810.25,452.5625,30.641335589999997,14.86408824138892,0,0,489.0,392.0,3.7019427402862988,0.25,7589.867351054811,0.008403605255118438
12317AB,13489,28518,1/1/2018,6,3,1400_1800,1015.25,253.8125,30.848341696875,8.293023855016092,0,0,265.0,196.0,3.831132075471698,0.25,3817.9152184758186,0.008454496214382747
12317BA,28518,13489,1/1/2018,6,3,1400_1800,840.0,210.0,36.289900869375,5.850228348235696,0,0,202.75,181.0,4.143033292231813,0.25,1600.1893683338526,0.0038371637323843535
