link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time,VOC_period,VOC,alpha,beta,VDF_TYPE,alpha_day,beta_day
24722BA,20158,20198,1/1/2018,6,2,0600_0900,1251.0,417.0,28.920833333333334,14.454773210262418,0,0,327.5,216.0,3.8198473282442746,0.25,4873.485499976506,0.00979272259993993,0.5495126646376377,0.4419503676429918,2.71,3.37,206,1.36,1.96
24768AB,20605,20701,1/1/2018,6,2,0600_0900,906.0625,302.0208333333333,40.497395833333336,7.4884695433329895,0,0,351.9375,139.75,2.574498312910673,0.25,37.92706725295861,0.00011779177615334491,0.5495126646376377,0.47492796186978753,2.71,3.37,206,1.36,1.96
24768BA,20701,20605,1/1/2018,6,2,0600_0900,1375.0,458.3333333333333,29.995833333333334,15.608923389522134,0,0,536.5,204.0,2.5629077353215286,0.25,4061.5765341045394,0.008641358026332166,0.5495126646376377,0.7239889228716491,2.71,3.37,206,1.36,1.96
24804AB,20767,20768,1/1/2018,6,2,0600_0900,472.0,157.33333333333334,26.233333333333334,6.27089760388911,0,0,114.0,84.0,4.140350877192983,0.25,2768.201106128534,0.014303287792082784,0.5495126646376377,0.153839211942904,2.71,3.37,206,1.36,1.96
24804BA,20768,20767,1/1/2018,6,2,0600_0900,920.0,306.6666666666667,27.366666666666664,11.423988046958426,0,0,278.0,188.0,3.3093525179856114,0.25,5165.486160994394,0.011925342976586498,0.5495126646376377,0.3751517624572571,2.71,3.37,206,1.36,1.96
24811AB,20621,20594,1/1/2018,6,2,0600_0900,1235.583333333333,411.86111111111103,39.41180555583333,10.661569096520678,0,0,511.25,202.0,2.416788916055419,0.25,469.4961148757963,0.0010087839376972383,0.5495126646376377,0.6899148868930672,2.71,3.37,206,1.36,1.96
24811BA,20594,20621,1/1/2018,6,2,0600_0900,2280.5,829.2727272727273,31.89090909090909,26.889840554229497,0,0,965.5,484.0,2.3619886069394096,0.25,7512.180179332391,0.00673655964773121,0.5495126646376377,1.3029101678146826,2.71,3.37,206,1.36,1.96
24946AB,20620,20807,1/1/2018,6,2,0600_0900,1306.5,435.5,42.05,10.412246543933517,0,0,505.33333333333337,229.33333333333334,2.5854221635883903,0.25,0.0,0.0,0.5495126646376377,0.6819305418287792,2.71,3.37,206,1.36,1.96
24946BA,20807,20620,1/1/2018,6,2,0600_0900,683.0,227.66666666666666,26.700000000000003,8.522408456363527,0,0,241.5,108.0,2.8281573498964803,0.25,3167.2973833506567,0.01272865782275052,0.5495126646376377,0.32589622530009926,2.71,3.37,206,1.36,1.96
25020AB,20055,20079,1/1/2018,6,2,0600_0900,1474.8571429,491.61904763333337,34.11726190499999,14.894291551339792,0,0,588.8571428333333,261.7142857333334,2.5046094130804066,0.25,2795.507699417782,0.004636078581416284,0.5495126646376377,0.7946431473721935,2.71,3.37,206,1.36,1.96
25020BA,20079,20055,1/1/2018,6,2,0600_0900,551.5,183.83333333333334,23.337499999999995,7.859609991546484,0,0,135.5,92.0,4.070110701107011,0.25,3936.897109484604,0.018573072867058255,0.5495126646376377,0.18285274752862712,2.71,3.37,206,1.36,1.96
25212AB,20941,20596,1/1/2018,6,2,0600_0900,655.0,218.33333333333334,31.587499999999995,6.963235842445026,0,0,246.5,90.0,2.657200811359026,0.25,1425.2504382669915,0.006873314227753624,0.5495126646376377,0.3326435591572442,2.71,3.37,206,1.36,1.96
25212BA,20596,20941,1/1/2018,6,2,0600_0900,957.0,319.0,27.649999999999995,11.71868572178663,0,0,291.0,220.0,3.288659793814433,0.25,6096.132330019641,0.012026776219262235,0.5495126646376377,0.3926948304858339,2.71,3.37,206,1.36,1.96
25841AB,21356,21357,1/1/2018,6,2,0600_0900,628.0,209.33333333333334,28.808333333333334,7.354240492269045,0,0,262.0,54.0,2.3969465648854964,0.25,1227.02122052329,0.009862246178331485,0.5495126646376377,0.3535602941143934,2.71,3.37,206,1.36,1.96
25841BA,21357,21356,1/1/2018,6,2,0600_0900,651.5,217.16666666666666,28.004166666666666,8.274357152122814,0,0,278.0,62.0,2.343525179856115,0.25,1622.9019874483758,0.011361041018763833,0.5495126646376377,0.3751517624572571,2.71,3.37,206,1.36,1.96
25908AB,20067,33813,1/1/2018,6,2,0600_0900,2478.0,826.0,30.962499999999995,27.540961082246824,0,0,1021.0,350.0,2.427032321253673,0.25,6162.977032668499,0.007642580645670261,0.5495126646376377,1.3778055736289911,2.71,3.37,206,1.36,1.96
25908BA,33813,20067,1/1/2018,6,2,0600_0900,619.5,206.5,31.191666666666663,6.621478176838235,0,0,262.5,86.0,2.36,0.25,1434.976138738829,0.0072420872634994206,0.5495126646376377,0.3542350275001079,2.71,3.37,206,1.36,1.96
26188AB,20084,20060,1/1/2018,6,2,0600_0900,985.0,328.3333333333333,32.895833333333336,10.086725684497125,0,0,362.5,174.0,2.717241379310345,0.25,2210.453843684198,0.005513783733647124,0.5495126646376377,0.48918170464300614,2.71,3.37,206,1.36,1.96
26188BA,20060,20084,1/1/2018,6,2,0600_0900,921.0,307.0,28.787499999999998,10.721958040716212,0,0,342.5,186.0,2.689051094890511,0.25,4245.2961147228225,0.00990632493914936,0.5495126646376377,0.4621923692144265,2.71,3.37,206,1.36,1.96
26457AB,21735,19670,1/1/2018,6,2,0600_0900,775.5,258.5,35.699999999999996,7.254243725786307,0,0,338.0,116.0,2.294378698224852,0.25,815.1236019473234,0.003049881772132886,0.5495126646376377,0.4561197687429961,2.71,3.37,206,1.36,1.96
26457BA,19670,21735,1/1/2018,6,2,0600_0900,1787.0,595.6666666666666,32.55833333333334,18.610741689631052,0,0,761.0,188.0,2.348226018396846,0.25,2536.0290078991666,0.0058548246525449875,0.5495126646376377,1.0269442130574558,2.71,3.37,206,1.36,1.96
26653AB,21816,21785,1/1/2018,6,2,0600_0900,1811.5,603.8333333333334,32.425,19.68822347923058,0,0,695.0,168.0,2.6064748201438848,0.25,2554.8198003503835,0.006600373574813946,0.5495126646376377,0.9378794061431428,2.71,3.37,206,1.36,1.96
26653BA,21785,21816,1/1/2018,6,2,0600_0900,604.5,201.5,34.637499999999996,5.850486700107898,0,0,97.5,58.0,5.710268643301739,0.25,528.4700856588821,0.0039546671879406295,0.5495126646376377,0.1315730102143258,2.71,3.37,206,1.36,1.96
26751AB,21864,21354,1/1/2018,6,2,0600_0900,848.0,282.6666666666667,31.770833333333332,9.202924971153987,0,0,357.5,66.0,2.372027972027972,0.25,1041.1154713192996,0.006846561127678476,0.5495126646376377,0.4824343707858612,2.71,3.37,206,1.36,1.96
26751BA,21354,21864,1/1/2018,6,2,0600_0900,727.5,242.5,31.729166666666668,7.937585847543384,0,0,215.5,70.0,3.3758700696055683,0.25,1181.5008504316004,0.007325774122219744,0.5495126646376377,0.2908100892429457,2.71,3.37,206,1.36,1.96
26759AB,21346,21356,1/1/2018,6,2,0600_0900,1553.5,517.8333333333334,36.6,14.327206555728203,0,0,438.5,210.0,3.542759407069555,0.25,1463.7967827919447,0.003025373641683087,0.5495126646376377,0.5917411792716089,2.71,3.37,206,1.36,1.96
26759BA,21356,21346,1/1/2018,6,2,0600_0900,513.5,171.16666666666666,36.6,4.823979627289222,0,0,185.0,74.0,2.7756756756756755,0.25,515.8141044123996,0.003025373641683087,0.5495126646376377,0.24965135271436176,2.71,3.37,206,1.36,1.96
27568AB,22319,22320,1/1/2018,6,2,0600_0900,1024.5,341.5,31.533333333333335,10.878697079041494,0,0,184.5,114.0,5.5528455284552845,0.25,1797.74159511022,0.006844471838108477,0.5495126646376377,0.24897661932864726,2.71,3.37,206,1.36,1.96
27568BA,22320,22319,1/1/2018,6,2,0600_0900,1071.5,357.1666666666667,37.62916666666667,9.586631893126885,0,0,459.5,148.0,2.3318824809575625,0.25,584.1322838645586,0.0017130380884729218,0.5495126646376377,0.6200799814716175,2.71,3.37,206,1.36,1.96
27586AB,22344,22345,1/1/2018,6,2,0600_0900,549.0,183.0,36.449999999999996,5.041633804482506,0,0,110.5,72.0,4.968325791855204,0.25,446.5021216593891,0.002691587828290106,0.5495126646376377,0.14911607824290257,2.71,3.37,206,1.36,1.96
27586BA,22345,22344,1/1/2018,6,2,0600_0900,1064.5,354.8333333333333,31.991666666666664,11.051843999227378,0,0,155.5,68.0,6.845659163987138,0.25,1005.9766987194433,0.006420909280020956,0.5495126646376377,0.20984208295720677,2.71,3.37,206,1.36,1.96
27620AB,22380,22354,1/1/2018,6,2,0600_0900,1435.5,478.5,36.25833333333333,13.446662504731941,0,0,613.5,166.0,2.3398533007334965,0.25,1079.343048800554,0.002822077499583108,0.5495126646376377,0.8278978642716808,2.71,3.37,206,1.36,1.96
27620BA,22354,22380,1/1/2018,6,2,0600_0900,1283.5,427.8333333333333,36.25833333333333,11.96160813389317,0,0,488.0,160.0,2.630122950819672,0.25,1040.330649446317,0.002822077499583108,0.5495126646376377,0.6585397844573434,2.71,3.37,206,1.36,1.96
27692AB,22360,22356,1/1/2018,6,2,0600_0900,939.5,313.1666666666667,37.5875,8.346670950405178,0,0,406.5,74.0,2.3111931119311193,0.25,299.03092501132465,0.0017538882144526834,0.5495126646376377,0.5485582425858814,2.71,3.37,206,1.36,1.96
27692BA,22356,22360,1/1/2018,6,2,0600_0900,966.5,322.1666666666667,36.016666666666666,9.196698058034237,0,0,370.0,54.0,2.612162162162162,0.25,378.34799106616146,0.003040991440539492,0.5495126646376377,0.4993027054287235,2.71,3.37,206,1.36,1.96
27694AB,22403,22397,1/1/2018,6,2,0600_0900,2134.0,711.3333333333334,33.12083333333333,21.569551520890858,0,0,839.0,252.0,2.5435041716328963,0.25,3043.612609249904,0.005242112766703015,0.5495126646376377,1.1322026212289162,2.71,3.37,206,1.36,1.96
27694BA,22397,22403,1/1/2018,6,2,0600_0900,1412.5,470.8333333333333,35.05,13.451882924384423,0,0,339.0,192.0,4.166666666666667,0.25,1595.2902740419456,0.0036062515237131657,0.5495126646376377,0.45746923551442503,2.71,3.37,206,1.36,1.96
27806AB,22326,22351,1/1/2018,6,2,0600_0900,1867.5,622.5,36.21666666666666,17.75196121795047,0,0,547.0,240.0,3.4140767824497256,0.25,1703.531503652917,0.003080749970437133,0.5495126646376377,0.7381583239716534,2.71,3.37,206,1.36,1.96
27806BA,22351,22326,1/1/2018,6,2,0600_0900,1268.5,422.8333333333333,36.725,11.769910002211338,0,0,502.0,174.0,2.5268924302788847,0.25,1000.5639127720174,0.0024958191470406724,0.5495126646376377,0.6774323192573491,2.71,3.37,206,1.36,1.96
27833AB,22475,35640,1/1/2018,6,2,0600_0900,1294.5,431.5,32.041666666666664,13.65099744318803,0,0,533.5,124.0,2.4264292408622308,0.25,1803.3877321583786,0.00631226104726135,0.5495126646376377,0.7199405225573622,2.71,3.37,206,1.36,1.96
27833BA,35640,22475,1/1/2018,6,2,0600_0900,1141.5,380.5,35.983333333333334,10.726702923073939,0,0,481.0,108.0,2.373180873180873,0.25,712.5787031060885,0.002863693990749134,0.5495126646376377,0.6490935170573405,2.71,3.37,206,1.36,1.96
27834AB,22471,35669,1/1/2018,6,2,0600_0900,597.0,199.0,28.8625,7.051380453908479,0,0,258.5,74.0,2.3094777562862667,0.25,1739.6078559264963,0.010203217998818133,0.5495126646376377,0.34883716041439194,2.71,3.37,206,1.36,1.96
27834BA,35669,22471,1/1/2018,6,2,0600_0900,1261.5,420.5,30.25,14.070338197867166,0,0,437.0,150.0,2.8867276887871856,0.25,2850.8384930905722,0.008248953973063,0.5495126646376377,0.5897169791144653,2.71,3.37,206,1.36,1.96
27883AB,22352,22507,1/1/2018,6,2,0600_0900,447.5,149.16666666666666,27.24166666666667,5.55954038311627,0,0,79.5,34.0,4.227204661501287,0.25,954.9538942491614,0.012190485782388192,0.5495126646376377,0.1072826083286041,2.71,3.37,206,1.36,1.96
27883BA,22507,22352,1/1/2018,6,2,0600_0900,126.0,42.0,27.24166666666667,1.5646639842365053,0,0,23.5,14.0,1.1902296924003626,0.25,393.21630939671354,0.012190485782388192,0.5495126646376377,0.03171246912858109,2.71,3.37,206,1.36,1.96
27949AB,22314,22535,1/1/2018,6,2,0600_0900,785.5,261.8333333333333,39.52916666666666,6.665894235240884,0,0,249.0,74.0,3.1546184738955825,0.25,101.03143373108236,0.0005925736306487094,0.5495126646376377,0.33601722608581663,2.71,3.37,206,1.36,1.96
27949BA,22535,22314,1/1/2018,6,2,0600_0900,517.5,172.5,34.7375,5.238647312979084,0,0,188.5,46.0,2.7453580901856762,0.25,458.5049261745812,0.004326171178428642,0.5495126646376377,0.2543744864143632,2.71,3.37,206,1.36,1.96
28009AB,22578,22573,1/1/2018,6,2,0600_0900,822.5,274.1666666666667,39.891666666666666,6.964984378433921,0,0,246.0,104.0,3.3434959349593494,0.25,177.8522453837122,0.0007422386041988522,0.5495126646376377,0.3319688257715297,2.71,3.37,206,1.36,1.96
28009BA,22573,22578,1/1/2018,6,2,0600_0900,1373.0,457.6666666666667,35.28333333333333,13.290696692434631,0,0,575.5,136.0,2.3857515204170285,0.25,1170.8251072823643,0.0037365486726484765,0.5495126646376377,0.7766181269573794,2.71,3.37,206,1.36,1.96
28020AB,22587,35767,1/1/2018,6,2,0600_0900,317.5,105.83333333333333,27.791666666666668,3.7375020273284787,0,0,55.5,38.0,2.999189899500913,0.25,1051.3491106376798,0.012008282056808295,0.5495126646376377,0.07489540581430852,2.71,3.37,206,1.36,1.96
28020BA,35767,22587,1/1/2018,6,2,0600_0900,873.5,291.1666666666667,32.62083333333333,8.868441512899736,0,0,159.0,116.0,5.4937106918239,0.25,1566.6678070710152,0.005861873679474286,0.5495126646376377,0.2145652166572082,2.71,3.37,206,1.36,1.96
28049AB,20019,22549,1/1/2018,6,2,0600_0900,457.0,152.33333333333334,34.42916666666667,4.401870383285388,0,0,196.0,54.0,2.3316326530612246,0.25,520.5000905681148,0.00418354625263724,0.5495126646376377,0.2644954872000806,2.71,3.37,206,1.36,1.96
28049BA,22549,20019,1/1/2018,6,2,0600_0900,532.5,177.5,24.125,7.280950736991205,0,0,97.0,82.0,5.030137390501532,0.25,3235.3070972014666,0.01712455060764665,0.5495126646376377,0.1308982768286113,2.71,3.37,206,1.36,1.96
28060AB,22613,22549,1/1/2018,6,2,0600_0900,1665.0,555.0,29.304166666666664,19.058925327567625,0,0,517.0,292.0,3.220502901353965,0.25,6200.788027048148,0.009216829615927256,0.5495126646376377,0.6976743208287839,2.71,3.37,206,1.36,1.96
28060BA,22549,22613,1/1/2018,6,2,0600_0900,973.5,324.5,30.599999999999998,10.436347987885304,0,0,170.0,110.0,5.726470588235294,0.25,2010.4683163551656,0.007932719051275116,0.5495126646376377,0.22940935114292701,2.71,3.37,206,1.36,1.96
28321AB,22321,35990,1/1/2018,6,2,0600_0900,766.5,255.5,35.66666666666667,7.196792102593907,0,0,247.5,88.0,3.096969696969697,0.25,623.511022500646,0.0030752398126807426,0.5495126646376377,0.33399302592867314,2.71,3.37,206,1.36,1.96
28321BA,35990,22321,1/1/2018,6,2,0600_0900,1094.0,364.6666666666667,33.854166666666664,10.77025293757107,0,0,211.0,130.0,5.184834123222749,0.25,1386.520829768805,0.0046291427275934995,0.5495126646376377,0.2847374887715153,2.71,3.37,206,1.36,1.96
33407AB,15004,14158,1/1/2018,6,2,0600_0900,2090.0,696.6666666666666,32.50833333333333,22.108187938651877,0,0,844.0,324.0,2.476303317535545,0.25,4527.612914964565,0.006065153617654434,0.5495126646376377,1.1389499550860611,2.71,3.37,206,1.36,1.96
33407BA,14158,15004,1/1/2018,6,2,0600_0900,410.666666665,136.88888888833333,31.2138888875,4.418186365582744,0,0,156.333333335,62.66666666,2.626865671603125,0.25,1028.4521088293004,0.007123033777556448,0.5495126646376377,0.21096663860231335,2.71,3.37,206,1.36,1.96
40204AB,29508,9409,1/1/2018,6,2,0600_0900,1192.0,397.3333333333333,37.22083333333333,10.790483211577687,0,0,480.0,190.0,2.4833333333333334,0.25,889.626897365693,0.0020322251858682686,0.5495126646376377,0.6477440502859115,2.71,3.37,206,1.36,1.96
40204BA,9409,29508,1/1/2018,6,2,0600_0900,730.5,243.5,33.72083333333333,7.276503722762335,0,0,200.0,100.0,3.6525,0.25,1133.6098127747039,0.004920181479056874,0.5495126646376377,0.26989335428579647,2.71,3.37,206,1.36,1.96
40207AB,29568,29525,1/1/2018,6,2,0600_0900,691.5,230.5,31.037499999999998,7.5403737729262135,0,0,331.5,80.0,2.085972850678733,0.25,1354.933975645621,0.007350987281063482,0.5495126646376377,0.4473482347287077,2.71,3.37,206,1.36,1.96
40207BA,29525,29568,1/1/2018,6,2,0600_0900,1514.0,504.6666666666667,31.049999999999994,16.79790636788438,0,0,667.0,176.0,2.269865067466267,0.25,3066.8493974745957,0.007563055845255768,0.5495126646376377,0.9000943365431313,2.71,3.37,206,1.36,1.96
40332AB,37211,12402,1/1/2018,6,2,0600_0900,845.0,281.6666666666667,26.20416666666667,11.10364393676898,0,0,314.5,226.0,2.686804451510334,0.25,7334.569217263005,0.014085870700557335,0.5495126646376377,0.424407299614415,2.71,3.37,206,1.36,1.96
40332BA,12402,37211,1/1/2018,6,2,0600_0900,475.5,158.5,23.45,6.8840488784999865,0,0,174.0,140.0,2.7327586206896552,0.25,5799.682196006677,0.017980165538215145,0.5495126646376377,0.23480721822864295,2.71,3.37,206,1.36,1.96
40337AB,30706,15507,1/1/2018,6,2,0600_0900,270.5,90.16666666666667,20.620833333333334,4.365303237229276,0,0,103.5,28.0,2.555215331700778,0.25,1532.1211103548003,0.023749397171918412,0.5495126646376377,0.1396698108428997,2.71,3.37,206,1.36,1.96
40337BA,15507,30706,1/1/2018,6,2,0600_0900,376.0,125.33333333333333,19.991666666666664,6.24902913323625,2,2,54.0,64.0,3.551796542401082,0.25,3813.0840874687433,0.025859131452560382,0.5495126646376377,0.07287120565716505,2.71,3.37,206,1.36,1.96
4498AB,9063,6215,1/1/2018,6,2,0600_0900,1328.1,442.7,35.73833333333334,12.45925911467027,0,0,479.4,376.0,2.770337922403004,0.25,2635.692864014088,0.003042457225193567,0.5495126646376377,0.6469343702230542,2.71,3.37,206,1.36,1.96
4498BA,6215,9063,1/1/2018,6,2,0600_0900,1712.5,570.8333333333334,17.120833333333334,33.708765013847916,7,9,593.0,579.3333333333334,2.887858347386172,0.75,1675.3065705399567,0.0338880878138926,0.5495126646376377,0.8002337954573866,2.71,3.37,206,1.36,1.96
4717AB,9187,9188,1/1/2018,6,2,0600_0900,1153.5,384.5,17.7375,22.110067388372215,0,1,436.0,415.0,2.645642201834862,0.5,3805.054983624286,0.03183613607450038,0.5495126646376377,0.5883675123430364,2.71,3.37,206,1.36,1.96
4717BA,9188,9187,1/1/2018,6,2,0600_0900,840.0,280.0,18.35,15.542331187119311,8,9,337.0,348.0,2.492581602373887,0.5,3065.2954915458035,0.03058444575696244,0.5495126646376377,0.4547703019715671,2.71,3.37,206,1.36,1.96
4833AB,9175,9218,1/1/2018,6,2,0600_0900,1118.0,372.6666666666667,15.720833333333333,25.22338379975167,0,8,918.5,408.22222222222223,1.2172019597169297,2.25,52.75430963491033,0.040888987356093524,0.5495126646376377,1.2394852295575205,2.71,3.37,206,1.36,1.96
4833BA,9218,9175,1/1/2018,6,2,0600_0900,583.0,194.33333333333334,16.729166666666668,12.253664596263237,5,7,199.5,227.33333333333334,2.9223057644110275,0.75,733.6130916456706,0.03781684054716731,0.5495126646376377,0.26921862090008203,2.71,3.37,206,1.36,1.96
4840AB,6234,9158,1/1/2018,6,2,0600_0900,722.5,240.83333333333334,26.658333333333335,9.257481422573582,0,0,232.5,112.0,3.10752688172043,0.25,3410.114802138934,0.013215040620888104,0.5495126646376377,0.31375102435723845,2.71,3.37,206,1.36,1.96
4840BA,9158,6234,1/1/2018,6,2,0600_0900,1703.5,567.8333333333334,29.445833333333336,19.849438517500023,0,0,616.5,594.0,2.7631792376317925,0.25,13043.416587138208,0.009530648343342432,0.5495126646376377,0.8319462645859677,2.71,3.37,206,1.36,1.96
5123AB,9416,9417,1/1/2018,6,2,0600_0900,901.5,300.5,31.154166666666665,9.703366669533688,0,0,334.0,104.0,2.6991017964071857,0.25,1720.364664888398,0.007179673581431949,0.5495126646376377,0.45072190165728016,2.71,3.37,206,1.36,1.96
5123BA,9417,9416,1/1/2018,6,2,0600_0900,896.5,298.8333333333333,31.154166666666665,9.62508480174455,0,0,304.0,104.0,2.9490131578947367,0.25,1720.364664888398,0.007179673581431949,0.5495126646376377,0.41023789851441067,2.71,3.37,206,1.36,1.96
5230AB,9586,39834,1/1/2018,6,2,0600_0900,1415.0,471.6666666666667,28.787500000000005,16.40598086443175,0,0,417.5,216.0,3.3892215568862274,0.25,4913.823891862196,0.00987377807489028,0.5495126646376377,0.5634023770716002,2.71,3.37,206,1.36,1.96
5230BA,39834,9586,1/1/2018,6,2,0600_0900,1850.5,616.8333333333334,32.78333333333333,19.29896348260285,0,0,795.0,232.0,2.3276729559748426,0.25,3041.083517543932,0.0056892875911906055,0.5495126646376377,1.072826083286041,2.71,3.37,206,1.36,1.96
53AB,6075,35481,1/1/2018,6,2,0600_0900,727.5,242.5,37.14583333333333,6.672002827831459,0,0,251.5,68.0,2.892644135188867,0.25,342.225451015361,0.0021843434118116894,0.5495126646376377,0.3393908930143891,2.71,3.37,206,1.36,1.96
53BA,35481,6075,1/1/2018,6,2,0600_0900,734.0,266.90909090909093,40.05909090909091,6.677546661095399,0,0,138.0,66.0,5.318840579710145,0.25,69.68637638153213,0.0004582700467009426,0.5495126646376377,0.1862264144571996,2.71,3.37,206,1.36,1.96
5597AB,9922,9923,1/1/2018,6,2,0600_0900,1256.3999999999999,418.79999999999995,29.761666666666667,14.412976257437295,0,0,503.6,318.4,2.4948371723590146,0.25,6526.9169304375455,0.008897183577443348,0.5495126646376377,0.6795914660916356,2.71,3.37,206,1.36,1.96
5597BA,9923,9922,1/1/2018,6,2,0600_0900,1516.5,505.5,27.629166666666674,18.68119150749479,0,0,675.0,270.0,2.2466666666666666,0.25,7071.477697083741,0.011367473149890275,0.5495126646376377,0.9108900707145632,2.71,3.37,206,1.36,1.96
5602AB,9930,9803,1/1/2018,6,2,0600_0900,1900.7,633.5666666666667,27.66333333333333,23.06495603617017,0,0,663.7,512.8,2.8637938827783636,0.25,13323.61800241133,0.011276950689443418,0.5495126646376377,0.8956410961974157,2.71,3.37,206,1.36,1.96
5602BA,9803,9930,1/1/2018,6,2,0600_0900,2906.5,968.8333333333334,20.34166666666667,48.39214018717789,0,3,986.5,893.0,2.9462747085656362,1.0,799.1886640264416,0.024859669778102583,0.5495126646376377,1.3312489700146912,2.71,3.37,206,1.36,1.96
6187AB,10281,9892,1/1/2018,6,2,0600_0900,1245.0,415.0,31.591666666666665,13.364211889360552,0,0,522.0,274.0,2.3850574712643677,0.25,4351.690000179699,0.006893264015896979,0.5495126646376377,0.7044216546859289,2.71,3.37,206,1.36,1.96
6187BA,9892,10281,1/1/2018,6,2,0600_0900,562.5,187.5,25.141666666666666,7.560231931816058,0,0,142.5,110.0,3.9473684210526314,0.25,3841.6683578589655,0.015158098002915739,0.5495126646376377,0.19229901492863,2.71,3.37,206,1.36,1.96
6191AB,10287,10277,1/1/2018,6,2,0600_0900,1400.8000000000002,466.9333333333334,43.995,10.659415149074805,0,0,512.2,403.2,2.734869191721984,0.25,0.0,0.0,0.5495126646376377,0.6911968803259249,2.71,3.37,206,1.36,1.96
6191BA,10277,10287,1/1/2018,6,2,0600_0900,2328.0,776.0,25.020833333333332,31.725062824731452,0,0,777.5,636.0,2.9942122186495177,0.25,22646.092844855826,0.01545445495723586,0.5495126646376377,1.049210414786034,2.71,3.37,206,1.36,1.96
6269AB,10383,10384,1/1/2018,6,2,0600_0900,2824.5,941.5,18.791666666666668,52.93686478442002,2,6,1378.0,1102.4,2.049709724238026,1.25,604.0527864716762,0.02972783116073749,0.5495126646376377,1.8595652110291379,2.71,3.37,206,1.36,1.96
6269BA,10384,10383,1/1/2018,6,2,0600_0900,516.0,172.0,26.32083333333333,6.657717435588303,0,0,175.0,112.0,2.9485714285714284,0.25,3434.3494209677315,0.013308955779419844,0.5495126646376377,0.23615668500007192,2.71,3.37,206,1.36,1.96
6278AB,10397,10398,1/1/2018,6,2,0600_0900,1428.4166667,476.1388889,31.42152777833333,15.348943418916285,0,0,471.91666665,445.0,3.0268408972285656,0.25,7444.719164688439,0.007261157112874961,0.5495126646376377,0.6368358605277029,2.71,3.37,206,1.36,1.96
6278BA,10398,10397,1/1/2018,6,2,0600_0900,754.0,251.33333333333334,20.825,12.081696344619814,0,0,234.0,188.0,3.2222222222222223,0.25,10033.661092623259,0.023164295888333093,0.5495126646376377,0.3157752245143819,2.71,3.37,206,1.36,1.96
6477AB,6272,10502,1/1/2018,6,2,0600_0900,938.0,312.6666666666667,19.0625,16.927838128517664,3,3,382.0,370.0,2.4554973821989527,0.25,24494.492863019583,0.028733217040891962,0.5495126646376377,0.5154963066858713,2.71,3.37,206,1.36,1.96
6477BA,10502,6272,1/1/2018,6,2,0600_0900,279.0,93.0,19.258333333333336,5.091403440156228,5,5,103.5,120.0,2.6355086046008025,0.25,8020.268058548518,0.029008492688615866,0.5495126646376377,0.1396698108428997,2.71,3.37,206,1.36,1.96
6508AB,10549,10539,1/1/2018,6,2,0600_0900,2137.5,712.5,21.799999999999997,32.98471819071705,0,0,681.5,754.0,3.136463683052091,0.25,37262.29272458177,0.02144942984901231,0.5495126646376377,0.9196616047288515,2.71,3.37,206,1.36,1.96
6508BA,10539,10549,1/1/2018,6,2,0600_0900,613.0,204.33333333333334,28.599999999999998,7.322644365557527,0,0,238.0,168.0,2.5756302521008405,0.25,4069.823605457259,0.010514383901334272,0.5495126646376377,0.3211730916000978,2.71,3.37,206,1.36,1.96
6539AB,10411,10543,1/1/2018,6,2,0600_0900,1311.5,437.1666666666667,14.483333333333334,30.80818155883954,0,11,1311.5,437.1666666666667,1.0,3.0,26.23311179989499,0.04500533858159644,0.5495126646376377,1.7698256707291105,2.71,3.37,206,1.36,1.96
6539BA,10543,10411,1/1/2018,6,2,0600_0900,1145.3333333333333,381.77777777777777,17.36111111166667,22.205259723344554,4,7,411.66666666666663,433.3333333333333,2.782186234817814,1.0,514.219735628967,0.032962803565959424,0.5495126646376377,0.5555304875715977,2.71,3.37,206,1.36,1.96
6554AB,10562,10563,1/1/2018,6,2,0600_0900,392.5,130.83333333333334,26.07083333333333,5.0496517555711184,0,0,148.0,88.0,2.652027027027027,0.25,2757.4021672335693,0.013599876535045616,0.5495126646376377,0.1997210821714894,2.71,3.37,206,1.36,1.96
6554BA,10563,10562,1/1/2018,6,2,0600_0900,1661.0,553.6666666666666,28.545833333333338,19.635193064293183,0,0,672.5,418.0,2.4698884758364312,0.25,9793.756290409345,0.01016928774838158,0.5495126646376377,0.9075164037859907,2.71,3.37,206,1.36,1.96
6575AB,10300,10358,1/1/2018,6,2,0600_0900,950.0,316.6666666666667,33.962500000000006,9.351404124419163,0,0,355.0,295.0,2.676056338028169,0.25,3051.9884904851297,0.00449033146552073,0.5495126646376377,0.47906070385728877,2.71,3.37,206,1.36,1.96
6575BA,10358,10300,1/1/2018,6,2,0600_0900,852.0,284.0,19.370833333333334,14.917361250360258,7,7,333.5,348.0,2.55472263868066,0.25,21723.166584745442,0.027093269307682594,0.5495126646376377,0.45004716827156566,2.71,3.37,206,1.36,1.96
6597AB,10582,10587,1/1/2018,6,2,0600_0900,1845.5,615.1666666666666,15.54166666666667,40.24604740257934,0,10,1723.0,626.5454545454545,1.07109692396982,2.75,43.3769538404931,0.03999466352258882,0.5495126646376377,2.325131247172137,2.71,3.37,206,1.36,1.96
