link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
11912AB,13418,39471,1/1/2018,6,3,0900_1400,2454.0,490.8,34.485705006,14.243035836853082,0,0,452.25,591.0,5.42620232172471,0.25,6309.575298301156,0.004633724103964823
11912BA,39471,13418,1/1/2018,6,3,0900_1400,2211.25,442.25,34.485705006,12.859647683751286,0,0,439.75,455.0,5.028425241614554,0.25,4857.625652668403,0.004633724103964823
11915AB,12320,13423,1/1/2018,6,3,0900_1400,2081.25,416.25,41.872755086,9.942670553946758,0,0,414.75,607.0,5.018083182640145,0.25,210.01818600491765,0.0001501708839615064
11915BA,13423,12320,1/1/2018,6,3,0900_1400,2132.5,426.5,36.627304233,11.65841191222638,0,0,391.25,463.0,5.4504792332268375,0.25,3167.884793406816,0.0029696544214651726
11993AB,13420,9414,1/1/2018,6,3,0900_1400,949.0,189.8,29.965126222,6.35321146920288,0,0,193.0,178.0,4.917098445595855,0.25,3751.715760301435,0.009148027271334255
11993BA,9414,13420,1/1/2018,6,3,0900_1400,906.5,181.3,30.818399513000003,5.9031312862736485,0,0,160.0,192.0,5.665625,0.25,3634.771017336096,0.00821662285096593
12292AB,13633,13625,1/1/2018,6,3,0900_1400,1720.3333333333333,344.06666666666666,37.156618523000006,9.280021713823569,0,0,377.8333333333333,302.6666666666667,4.553153947948831,0.25,1782.0569944371132,0.002555491973024953
12292BA,13625,13633,1/1/2018,6,3,0900_1400,1865.333333433333,373.0666666866666,33.66605327799999,11.160923158818111,0,0,405.5000000666667,323.3333333333333,4.600082202531839,0.25,4052.4779041074703,0.005439859729525707
12306AB,13648,13650,1/1/2018,6,3,0900_1400,1065.75,213.15,33.391080919000004,6.461664786435513,0,0,281.0,180.0,3.7927046263345194,0.25,2383.335281417506,0.0057468539771834155
12306BA,13650,13648,1/1/2018,6,3,0900_1400,1014.75,202.95,34.461190020500005,5.937671483580197,0,0,266.5,160.0,3.8076923076923075,0.25,1740.4844245541274,0.004721366169037888
12312AB,28512,28505,1/1/2018,6,3,0900_1400,1981.0,396.2,35.749645571500004,11.156643887033056,0,0,424.25,345.0,4.669416617560401,0.25,2941.290079880113,0.0037002944845512696
12312BA,28505,28512,1/1/2018,6,3,0900_1400,2092.25,418.45,34.4247630115,12.190386041289772,0,0,457.75,369.0,4.570726379027854,0.25,4004.9421595614085,0.004710721261905075
12317AB,13489,28518,1/1/2018,6,3,0900_1400,834.75,166.95,33.349172544,5.067368433465034,0,0,149.5,117.0,5.583612040133779,0.25,1592.9743769277459,0.005909360075853759
12317BA,28518,13489,1/1/2018,6,3,0900_1400,902.5,180.5,34.188591465500004,5.310009253450248,0,0,157.75,151.0,5.72107765451664,0.25,1737.4770816555397,0.004994127925104454
12341AB,13634,13485,1/1/2018,6,3,0900_1400,929.0,185.8,35.285891387999996,5.314050369989518,0,0,242.5,213.33333333333334,3.8309278350515465,0.25,1983.3902337925215,0.004035217760808353
12341BA,13485,13634,1/1/2018,6,3,0900_1400,887.66666668,177.533333336,33.455648264000004,5.292344217077856,0,0,124.83333334333334,118.66666666666667,7.110814418762819,0.25,1539.9972058368887,0.005632597458146391
12344AB,28543,13663,1/1/2018,6,3,0900_1400,2706.25,541.25,30.733201245000004,17.714858791672086,0,0,535.0,555.0,5.058411214953271,0.25,10575.3692731964,0.008270277522206894
