link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_factor,congestion_period,rho,waiting_time
10772AB,12338,12385,1/1/2018,6,2,1800_0600,1405.5,117.125,31.056249999999995,3.9283601858262736,0,0,234.5,40.0,5.99360341151386,0.25,683.4877111293468,0.007416316309997252
10772BA,12385,12338,1/1/2018,6,2,1800_0600,830.6666666666667,69.22222222222223,27.852777777708337,2.4731801660567174,0,0,24.666666666666664,18.666666666666668,7.84669945360239,0.25,488.92423421333007,0.011368216011284646
10780AB,12779,12771,1/1/2018,6,2,1800_0600,1228.5,102.375,29.7,3.5628111649496526,0,0,259.0,44.0,4.743243243243243,0.25,899.2445157859856,0.008870388610578298
10780BA,12771,12779,1/1/2018,6,2,1800_0600,2051.5,170.95833333333334,31.33125,5.878563795365674,0,0,370.5,68.0,5.537112010796221,0.25,1159.3640936340598,0.007399944429343212
10800AB,12831,12790,1/1/2018,6,2,1800_0600,2824.5,235.375,25.917708333333337,9.032321820839497,0,0,729.5,106.0,3.8718300205620286,0.25,3458.4361585132115,0.014160918494960413
10800BA,12790,12831,1/1/2018,6,2,1800_0600,2935.5,244.625,25.89895833333333,9.841150286262618,0,0,555.0,106.0,5.289189189189189,0.25,3396.442875813556,0.013907080695646437
10849AB,12847,12848,1/1/2018,6,2,1800_0600,1317.0,109.75,27.979166666666668,3.853148660282312,0,0,74.5,28.0,12.44073416580379,0.25,734.2165629418264,0.011381085115045672
10849BA,12848,12847,1/1/2018,6,2,1800_0600,671.0,55.916666666666664,25.40347222229167,2.0493121221329065,4,7,10.333333333333332,7.666666666666666,6.338445425401931,1.0,4.434647937697915,0.016067564991659112
10909AB,9828,9791,1/1/2018,6,2,1800_0600,1574.5,131.20833333333334,31.204166666666666,4.41399447451387,0,0,365.0,50.0,4.313698630136987,0.25,847.6345787556684,0.00735793905169851
10909BA,9791,9828,1/1/2018,6,2,1800_0600,1188.0,99.0,28.853124999999995,3.42874418796503,0,0,41.0,42.0,11.222165671203417,0.25,997.3427200612606,0.010306534392167459
10917AB,9830,12908,1/1/2018,6,2,1800_0600,1612.0,134.33333333333334,31.292708333333334,4.433992091311517,0,0,24.5,46.0,15.227383048804638,0.25,760.0651210960464,0.007171508162515535
10917BA,12908,9830,1/1/2018,6,2,1800_0600,2636.0,219.66666666666666,29.43541666666667,8.810308920450305,24,25,445.0,760.0,5.923595505617977,0.5,2222.2741638201,0.010152933862482182
11143AB,6016,25429,1/1/2018,6,2,1800_0600,2005.5,167.125,35.44583333333333,5.001851346029055,0,0,465.5,52.0,4.30827067669173,0.25,428.63933511009463,0.0035777188093457416
11143BA,25429,6016,1/1/2018,6,2,1800_0600,1764.5,147.04166666666666,35.18020833333333,4.674252533790029,0,0,380.5,54.0,4.637319316688568,0.25,473.1445550648018,0.003802923700045025
11180AB,13037,12841,1/1/2018,6,2,1800_0600,2480.5,206.70833333333334,25.66458333333333,9.91239686380536,24,26,532.0,952.0,4.662593984962406,0.75,1229.8090170612425,0.015138471028031966
11180BA,12841,13037,1/1/2018,6,2,1800_0600,2205.5,183.79166666666666,28.721874999999997,6.660560275846617,0,0,495.5,70.0,4.451059535822401,0.25,1616.4259024417577,0.010022482033989073
11247AB,13060,13061,1/1/2018,6,2,1800_0600,1681.0,140.08333333333334,31.605208333333334,4.282512259398952,0,0,23.5,50.0,15.879175499404836,0.25,805.8116417018906,0.006994892723106689
11247BA,13061,13060,1/1/2018,6,2,1800_0600,1599.0,133.25,32.503125000000004,4.076519691225226,0,0,67.0,46.0,15.1045815726046,0.25,638.4845383348238,0.006024348376498565
11250AB,13056,13062,1/1/2018,6,2,1800_0600,1200.0,100.0,34.485416666666666,2.9257332997725105,0,0,53.5,30.0,11.335520880003452,0.25,286.56350647106746,0.004145884063528175
11250BA,13062,13056,1/1/2018,6,2,1800_0600,781.0,65.08333333333333,29.620833333333334,2.126608616601242,4,7,9.0,7.0,7.377534839402247,1.0,2.746637282802311,0.010899354296834566
11283AB,12845,12854,1/1/2018,6,2,1800_0600,788.5,65.70833333333333,33.93333333333333,1.908868919667742,0,0,76.0,18.0,7.4483818449022685,0.25,201.36217080254846,0.004855376417885525
11283BA,12854,12845,1/1/2018,6,2,1800_0600,1018.0,84.83333333333333,34.739583333333336,2.424733526377304,0,0,5.5,20.0,9.616300213202928,0.25,185.84625641742014,0.004033121884058597
11323AB,13080,13077,1/1/2018,6,2,1800_0600,2474.0,210.5531914893617,39.86170212765957,5.298608108648522,0,0,24.0,74.0,23.370065547607116,0.25,82.88103545248346,0.00048611718428868397
11323BA,13077,13080,1/1/2018,6,2,1800_0600,1411.0,117.58333333333333,41.255208333333336,2.8418400075138286,0,0,9.5,18.0,13.328683301404059,0.25,14.173671109256631,0.0003417648319168748
11333AB,13085,38068,1/1/2018,6,2,1800_0600,1740.5,145.04166666666666,32.975,4.461797669234128,0,0,331.0,48.0,5.258308157099698,0.25,605.576074658859,0.00547576745749113
