agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:00;0701:31;0701:32;0701:37;0701:45;0701:52;0701:53;0702:02;0702:05;0702:06;0702:15;0702:17;0702:19;0702:20;0702:32;0702:43;0702:52;0702:54;0703:01;0703:02;0703:05;0703:08;0703:09;0703:10;0703:21;0703:49;0704:16;0704:35;0704:42;0704:51;0704:52;0704:52;0704:53;0704:54;0704:55;0705:10;0705:12;0705:15;0705:15;0705:24;,421.00;421.53;421.55;421.62;421.75;421.88;421.90;422.05;422.08;422.10;422.25;422.30;422.32;422.33;422.55;422.72;422.88;422.92;423.03;423.05;423.08;423.15;423.17;423.18;423.35;423.82;424.28;424.58;424.70;424.85;424.87;424.88;424.90;424.92;424.93;425.18;425.20;425.25;425.27;425.42;,0.53;0.02;0.07;0.13;0.13;0.02;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.25;0.02;0.05;0.02;0.15;
2,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:00;0701:32;0701:34;0701:37;0701:45;0701:53;0701:54;0702:04;0702:06;0702:07;0702:15;0702:19;0702:20;0702:21;0702:34;0702:44;0702:53;0702:55;0703:02;0703:04;0703:06;0703:09;0703:10;0703:12;0703:22;0703:50;0704:17;0704:36;0704:43;0704:52;0704:52;0704:53;0704:54;0704:55;0704:57;0705:12;0705:13;0705:15;0705:16;0705:25;,421.02;421.55;421.57;421.63;421.77;421.90;421.92;422.07;422.10;422.12;422.27;422.32;422.33;422.35;422.57;422.73;422.90;422.93;423.05;423.07;423.10;423.17;423.18;423.20;423.37;423.83;424.30;424.60;424.72;424.87;424.88;424.90;424.92;424.93;424.95;425.20;425.22;425.27;425.28;425.43;,0.53;0.02;0.07;0.13;0.13;0.02;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.25;0.02;0.05;0.02;0.15;
3,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:02;0701:35;0701:36;0701:39;0701:47;0701:55;0701:57;0702:06;0702:07;0702:08;0702:17;0702:21;0702:22;0702:22;0702:36;0702:45;0702:55;0702:58;0703:05;0703:06;0703:07;0703:12;0703:13;0703:14;0703:23;0703:52;0704:20;0704:37;0704:45;0704:53;0704:54;0704:55;0704:57;0704:58;0704:59;0705:14;0705:15;0705:17;0705:19;0705:28;,421.05;421.58;421.60;421.67;421.80;421.93;421.95;422.10;422.13;422.15;422.30;422.35;422.37;422.38;422.60;422.77;422.93;422.97;423.08;423.10;423.13;423.20;423.22;423.23;423.40;423.87;424.33;424.63;424.75;424.90;424.92;424.93;424.95;424.97;424.98;425.23;425.25;425.30;425.32;425.47;,0.53;0.02;0.07;0.13;0.13;0.02;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.25;0.02;0.05;0.02;0.15;
4,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:04;0701:36;0701:37;0701:40;0701:49;0701:57;0702:00;0702:08;0702:10;0702:12;0702:21;0702:23;0702:24;0702:25;0702:38;0702:49;0702:59;0703:00;0703:07;0703:08;0703:10;0703:15;0703:15;0703:16;0703:27;0703:54;0704:22;0704:40;0704:47;0704:57;0704:58;0704:59;0705:00;0705:00;0705:01;0705:16;0705:17;0705:21;0705:22;0705:30;,421.07;421.60;421.62;421.68;421.82;421.95;422.00;422.15;422.18;422.20;422.35;422.40;422.42;422.43;422.65;422.82;422.98;423.02;423.13;423.15;423.18;423.25;423.27;423.28;423.45;423.92;424.38;424.68;424.80;424.95;424.97;424.98;425.00;425.02;425.03;425.28;425.30;425.35;425.37;425.52;,0.53;0.02;0.07;0.13;0.13;0.05;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.25;0.02;0.05;0.02;0.15;
5,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:06;0701:37;0701:38;0701:43;0701:51;0701:59;0702:00;0702:09;0702:12;0702:13;0702:22;0702:24;0702:25;0702:27;0702:39;0702:50;0703:00;0703:01;0703:08;0703:09;0703:12;0703:15;0703:16;0703:17;0703:28;0703:55;0704:23;0704:42;0704:49;0704:58;0704:59;0705:00;0705:00;0705:01;0705:02;0705:20;0705:21;0705:23;0705:24;0705:34;,421.10;421.63;421.65;421.72;421.85;421.98;422.02;422.17;422.20;422.22;422.37;422.42;422.43;422.45;422.67;422.83;423.00;423.03;423.15;423.17;423.20;423.27;423.28;423.30;423.47;423.93;424.40;424.70;424.82;424.97;424.98;425.00;425.02;425.03;425.05;425.33;425.35;425.40;425.42;425.57;,0.53;0.02;0.07;0.13;0.13;0.03;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.28;0.02;0.05;0.02;0.15;
6,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:07;0701:39;0701:40;0701:45;0701:52;0702:00;0702:02;0702:12;0702:14;0702:15;0702:23;0702:27;0702:28;0702:29;0702:42;0702:52;0703:01;0703:04;0703:10;0703:12;0703:14;0703:17;0703:19;0703:20;0703:30;0703:58;0704:25;0704:44;0704:51;0705:00;0705:00;0705:01;0705:02;0705:04;0705:05;0705:21;0705:22;0705:24;0705:25;0705:35;,421.13;421.67;421.68;421.75;421.88;422.02;422.05;422.20;422.23;422.25;422.40;422.45;422.47;422.48;422.70;422.87;423.03;423.07;423.18;423.20;423.23;423.30;423.32;423.33;423.50;423.97;424.43;424.73;424.85;425.00;425.02;425.03;425.05;425.07;425.08;425.35;425.37;425.42;425.43;425.58;,0.53;0.02;0.07;0.13;0.13;0.03;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.27;0.02;0.05;0.02;0.15;
7,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:08;0701:40;0701:42;0701:45;0701:53;0702:01;0702:04;0702:13;0702:15;0702:15;0702:24;0702:28;0702:29;0702:30;0702:43;0702:52;0703:02;0703:05;0703:12;0703:13;0703:15;0703:19;0703:20;0703:21;0703:30;0703:59;0704:27;0704:45;0704:52;0705:00;0705:01;0705:02;0705:04;0705:05;0705:06;0705:22;0705:22;0705:25;0705:27;0705:36;,421.15;421.68;421.70;421.77;421.90;422.03;422.07;422.22;422.25;422.27;422.42;422.47;422.48;422.50;422.72;422.88;423.05;423.08;423.20;423.22;423.25;423.32;423.33;423.35;423.52;423.98;424.45;424.75;424.87;425.02;425.03;425.05;425.07;425.08;425.10;425.37;425.38;425.43;425.45;425.60;,0.53;0.02;0.07;0.13;0.13;0.03;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.27;0.02;0.05;0.02;0.15;
8,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:10;0701:43;0701:44;0701:47;0701:55;0702:04;0702:05;0702:14;0702:15;0702:16;0702:25;0702:29;0702:30;0702:30;0702:44;0702:53;0703:04;0703:06;0703:13;0703:14;0703:15;0703:20;0703:21;0703:22;0703:31;0704:00;0704:28;0704:45;0704:52;0705:01;0705:02;0705:04;0705:05;0705:06;0705:07;0705:22;0705:23;0705:27;0705:28;0705:37;,421.18;421.72;421.73;421.80;421.93;422.07;422.08;422.23;422.27;422.28;422.43;422.48;422.50;422.52;422.73;422.90;423.07;423.10;423.22;423.23;423.27;423.33;423.35;423.37;423.53;424.00;424.47;424.77;424.88;425.03;425.05;425.07;425.08;425.10;425.12;425.38;425.40;425.45;425.47;425.62;,0.53;0.02;0.07;0.13;0.13;0.02;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.27;0.02;0.05;0.02;0.15;
9,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:13;0701:45;0701:45;0701:50;0701:58;0702:07;0702:10;0702:20;0702:22;0702:22;0702:31;0702:35;0702:36;0702:37;0702:50;0703:00;0703:09;0703:12;0703:19;0703:20;0703:22;0703:25;0703:27;0703:28;0703:37;0704:06;0704:34;0704:52;0704:59;0705:07;0705:08;0705:09;0705:10;0705:12;0705:13;0705:28;0705:31;0705:35;0705:36;0705:45;,421.22;421.75;421.77;421.83;421.97;422.12;422.18;422.33;422.37;422.38;422.53;422.58;422.60;422.62;422.83;423.00;423.17;423.20;423.32;423.33;423.37;423.43;423.45;423.47;423.63;424.10;424.57;424.87;424.98;425.13;425.15;425.17;425.18;425.20;425.22;425.47;425.53;425.58;425.60;425.75;,0.53;0.02;0.07;0.13;0.15;0.07;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.25;0.07;0.05;0.02;0.15;
10,1020,2005,0,30300,60700,p,AM,1,0.0,4.7073,5.7754,30300;48200;48101;6502;6600;50300;50303;49503;49504;49502;46700;47100;47200;25201;1301;1400;34801;37900;7301;7201;57300;4001;4000;3901;51300;19301;52000;36401;36301;41000;40302;40301;24603;24600;54700;56900;56901;43501;43301;60700;,218;367;366;30;31;1124;481;482;1062;472;352;356;357;177;0;1;253;269;39;38;464;989;17;16;402;134;407;264;263;297;960;291;965;172;444;1006;461;325;323;,0701:14;0701:45;0701:46;0701:51;0701:59;0702:07;0702:12;0702:21;0702:22;0702:23;0702:32;0702:36;0702:37;0702:37;0702:51;0703:00;0703:10;0703:13;0703:20;0703:21;0703:22;0703:27;0703:28;0703:29;0703:38;0704:07;0704:35;0704:52;0705:00;0705:08;0705:09;0705:10;0705:12;0705:13;0705:14;0705:29;0705:32;0705:36;0705:37;0705:45;,421.23;421.77;421.78;421.85;421.98;422.12;422.20;422.35;422.38;422.40;422.55;422.60;422.62;422.63;422.85;423.02;423.18;423.22;423.33;423.35;423.38;423.45;423.47;423.48;423.65;424.12;424.58;424.88;425.00;425.15;425.17;425.18;425.20;425.22;425.23;425.48;425.55;425.60;425.62;425.77;,0.53;0.02;0.07;0.13;0.13;0.08;0.15;0.03;0.02;0.15;0.05;0.02;0.02;0.22;0.17;0.17;0.03;0.12;0.02;0.03;0.07;0.02;0.02;0.17;0.47;0.47;0.30;0.12;0.15;0.02;0.02;0.02;0.02;0.02;0.25;0.07;0.05;0.02;0.15;
