node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry
74,,1,0,120.1051808,30.10528716,POINT(120.10518078125 30.10528715625)
75,,1,0,120.1055261,30.10613196,POINT(120.105526140625 30.1061319609375)
76,,1,0,120.105851,30.10698905,POINT(120.10585103124998 30.106989046875)
77,,1,0,120.1061587,30.10784525,POINT(120.10615874999999 30.107845249999997)
78,,1,0,120.1064581,30.10870857,POINT(120.1064581171875 30.1087085703125)
79,,1,0,120.106738,30.10957601,POINT(120.106737984375 30.109576007812496)
80,,1,0,120.1103553,30.12545738,POINT(120.11035534375 30.125457375000003)
81,,1,0,120.106992,30.11044416,POINT(120.10699203125 30.11044415625)
82,,1,0,120.1072267,30.11132693,POINT(120.10722671875001 30.111326929687504)
83,,1,0,120.1074444,30.11220043,POINT(120.10744435156249 30.112200429687498)
84,,1,0,120.1091844,30.12015173,POINT(120.109184390625 30.120151734375)
85,,1,0,120.1076442,30.11308695,POINT(120.10764423437502 30.113086953125)
86,,1,0,120.1078377,30.1139687,POINT(120.107837671875 30.113968703125)
87,,1,0,120.1080326,30.11485069,POINT(120.10803262499999 30.1148506875)
88,,1,0,120.108222,30.11573193,POINT(120.10822203125 30.11573193359375)
89,,1,0,120.1084142,30.11661504,POINT(120.10841421875 30.11661503515625)
90,,1,0,120.1086076,30.11750352,POINT(120.108607578125 30.117503521484377)
91,,1,0,120.1087998,30.11838625,POINT(120.10879975 30.11838625)
92,,1,0,120.1105528,30.12633944,POINT(120.11055278125 30.1263394375)
93,,1,0,120.110752,30.127215,POINT(120.110752 30.127215)
94,,1,0,120.1093862,30.12103585,POINT(120.1093861796875 30.1210358515625)
95,,1,0,120.10958,30.12191835,POINT(120.10957998437502 30.121918347656248)
96,,1,0,120.1097737,30.12280595,POINT(120.1097736875 30.122805953124995)
97,,1,0,120.1099661,30.12368779,POINT(120.1099661328125 30.123687794921874)
98,,1,0,120.1007801,30.0971522,POINT(120.10078008593752 30.097152195312496)
99,,1,0,120.1013038,30.09792661,POINT(120.101303828125 30.097926609375)
100,,1,0,120.1017948,30.09872144,POINT(120.10179476953125 30.098721441406248)
101,,1,0,120.1022842,30.09951706,POINT(120.10228421875001 30.0995170625)
102,,1,0,120.1027446,30.10031722,POINT(120.10274462499999 30.10031721875)
103,,1,0,120.1031953,30.10113213,POINT(120.103195328125 30.1011321328125)
104,,1,0,120.110158,30.124567,POINT(120.11015800000001 30.124567)
105,,1,0,120.1036293,30.10195238,POINT(120.10362928906251 30.101952375000003)
106,,1,0,120.104043,30.10277541,POINT(120.104042984375 30.1027754140625)
107,,1,0,120.0432817,30.24088128,POINT(120.043281734375 30.240881281249997)
108,,1,0,120.042272,30.24065897,POINT(120.04227196875001 30.240658968749997)
109,109,1,0,120.0442692,30.24708642,POINT(120.04426917968749 30.247086421875)
110,110,1,0,120.043965,30.247936,POINT(120.043965 30.247936)
111,,1,0,120.0441177,30.24140047,POINT(120.04411765625 30.24140046875)
112,,1,0,120.0447888,30.24209038,POINT(120.04478875 30.242090375000004)
113,,1,0,120.0452847,30.24288428,POINT(120.04528468750001 30.24288428125)
114,,1,0,120.0455636,30.24374512,POINT(120.04556359375002 30.243745124999997)
115,,1,0,120.0454768,30.24463553,POINT(120.0454768125 30.244635531250005)
116,,1,0,120.0449878,30.24542098,POINT(120.044987796875 30.245420984375002)
117,,1,0,120.044496,30.246214,POINT(120.044496 30.246214)
118,,1,0,120.0416292,30.24055219,POINT(120.0416291875 30.2405521875)
119,,1,0,120.0416389,30.24055238,POINT(120.04163887500002 30.240552375)
120,,1,0,120.048181,30.236633,POINT(120.048181 30.236633)
121,,1,0,120.0422296,30.24062855,POINT(120.042229609375 30.240628546875)
122,,1,0,120.0432624,30.24076309,POINT(120.043262359375 30.240763093750004)
123,,1,0,120.0442926,30.24071013,POINT(120.044292625 30.240710125000003)
124,,1,0,120.0451897,30.24026825,POINT(120.04518974999999 30.24026825)
125,,1,0,120.0459337,30.23963652,POINT(120.045933703125 30.239636515625)
126,,1,0,120.0465638,30.23892894,POINT(120.04656375000002 30.2389289375)
127,,1,0,120.0471308,30.23817669,POINT(120.04713075000001 30.2381766875)
128,,1,0,120.0476169,30.23737325,POINT(120.047616875 30.237373249999997)
129,,1,0,120.0347976,30.23956737,POINT(120.03479755468751 30.239567367187504)
130,,1,0,120.0337735,30.23940971,POINT(120.03377353320313 30.239409705078124)
131,,1,0,120.0327495,30.23925204,POINT(120.03274951171875 30.23925204296875)
132,,1,0,120.0317255,30.23909438,POINT(120.03172549023436 30.239094380859374)
133,,1,0,120.0307015,30.23893672,POINT(120.03070146874998 30.23893671875)
134,,1,0,120.0296774,30.23877881,POINT(120.02967736230468 30.23877881347656)
135,,1,0,120.0286548,30.23861911,POINT(120.02865480371094 30.23861910644531)
136,,1,0,120.0276253,30.23845832,POINT(120.02762533593749 30.238458320312496)
137,,1,0,120.0266028,30.23829861,POINT(120.02660277734375 30.23829861328125)
138,,1,0,120.0255802,30.23813891,POINT(120.02558021875 30.23813890625)
139,,1,0,120.0245577,30.2379792,POINT(120.02455766015623 30.23797919921875)
140,,1,0,120.0235351,30.23781949,POINT(120.0235351015625 30.237819492187498)
141,,1,0,120.0225065,30.23766012,POINT(120.022506515625 30.237660117187502)
142,,1,0,120.0214856,30.23750719,POINT(120.021485625 30.2375071875)
143,,1,0,120.020453,30.2373525,POINT(120.020453 30.2373525)
144,,1,0,120.0194269,30.23720266,POINT(120.01942693749999 30.2372026640625)
145,,1,0,120.018398,30.237063,POINT(120.018398 30.237063)
146,,1,0,120.0173699,30.23695211,POINT(120.01736990234375 30.236952109375004)
147,,1,0,120.0163318,30.23684477,POINT(120.01633179687501 30.236844765625)
148,,1,0,120.0152975,30.23674802,POINT(120.015297546875 30.236748015624997)
149,,1,0,120.0142675,30.23666019,POINT(120.01426749999999 30.2366601875)
150,,1,0,120.013233,30.2365737,POINT(120.013233015625 30.236573697265623)
151,,1,0,120.0121926,30.23648671,POINT(120.01219258593753 30.236486709960936)
152,,1,0,120.0111522,30.23639972,POINT(120.01115215625 30.23639972265625)
153,,1,0,120.0101177,30.23631323,POINT(120.01011767187501 30.236313232421878)
154,,1,0,120.0090832,30.23622674,POINT(120.0090831875 30.2362267421875)
155,,1,0,120.0080555,30.236124,POINT(120.00805550000001 30.236124)
156,,1,0,120.007019,30.23599352,POINT(120.00701896875002 30.235993515624997)
157,,1,0,120.0059887,30.23584999,POINT(120.00598871875 30.235849992187504)
158,,1,0,120.0049696,30.23568713,POINT(120.004969640625 30.23568712890625)
159,,1,0,120.0039515,30.23550242,POINT(120.00395153125001 30.235502421875)
160,,1,0,120.0029394,30.23529436,POINT(120.00293940625 30.235294359374997)
161,,1,0,120.0019288,30.23506542,POINT(120.00192878124999 30.235065421875)
162,,1,0,120.042742,30.241081,POINT(120.042742 30.241081)
163,,1,0,120.0419525,30.24075972,POINT(120.041952546875 30.24075971875)
164,,1,0,120.0409478,30.24053403,POINT(120.04094775000002 30.240534031250004)
165,,1,0,120.0399285,30.24036338,POINT(120.0399285 30.240363375)
166,,1,0,120.0388993,30.24020302,POINT(120.03889931249999 30.240203015625003)
167,,1,0,120.0378763,30.24004322,POINT(120.03787631249999 30.240043218750003)
168,,1,0,120.0368544,30.23988348,POINT(120.03685435937501 30.239883476562504)
169,,1,0,120.0358318,30.23972619,POINT(120.03583175 30.239726187499997)
170,,1,0,120.043096,30.339244,POINT(120.043096 30.339244)
171,,1,0,120.0520156,30.33839989,POINT(120.05201559375001 30.338399890625)
172,,1,0,120.053047,30.338337,POINT(120.053047 30.338337)
173,,1,0,120.0437731,30.33910617,POINT(120.04377309375 30.339106171875002)
174,,1,0,120.044805,30.33897861,POINT(120.04480504687498 30.338978609374998)
175,,1,0,120.045823,30.33879628,POINT(120.04582303125 30.338796281249998)
176,,1,0,120.046827,30.33856858,POINT(120.046826953125 30.338568578125)
177,,1,0,120.0478586,30.33841056,POINT(120.04785856250001 30.338410562500002)
178,,1,0,120.0488909,30.33833127,POINT(120.048890921875 30.338331265625)
179,,1,0,120.0499314,30.33836287,POINT(120.04993144140627 30.3383628671875)
180,,1,0,120.050971,30.33841494,POINT(120.05097103124999 30.338414937499998)
181,,1,0,120.0557,30.33829317,POINT(120.05570003124998 30.338293171875)
182,,1,0,120.0627687,30.33683474,POINT(120.06276871875001 30.336834742187502)
183,,1,0,120.0453293,30.33907838,POINT(120.04532925000001 30.339078375)
184,,1,0,120.0463571,30.33895052,POINT(120.0463571015625 30.338950515625)
185,,1,0,120.0473869,30.33882325,POINT(120.04738693750001 30.338823249999997)
186,,1,0,120.0484306,30.338732,POINT(120.048430625 30.338732)
187,,1,0,120.0494715,30.338718,POINT(120.0494715 30.338718)
188,,1,0,120.050507,30.33867573,POINT(120.05050703124999 30.338675726562503)
189,,1,0,120.0515476,30.33860075,POINT(120.05154761718751 30.338600746093746)
190,,1,0,120.052586,30.33852562,POINT(120.05258604296874 30.338525615234374)
191,,1,0,120.0536245,30.33845048,POINT(120.05362446875 30.338450484374995)
192,,1,0,120.0567367,30.33819398,POINT(120.056736671875 30.338193984375003)
193,,1,0,120.0546629,30.33837535,POINT(120.05466289453126 30.338375353515623)
194,,1,0,120.0637134,30.33646986,POINT(120.063713359375 30.336469859375)
195,,1,0,120.064645,30.336074,POINT(120.064645 30.336074)
196,,1,0,120.0577726,30.33807414,POINT(120.05777260937501 30.338074140625)
197,,1,0,120.0587957,30.33791319,POINT(120.05879568750001 30.3379131875)
198,,1,0,120.0598102,30.33770234,POINT(120.05981019531251 30.3377023359375)
199,,1,0,120.0608084,30.33745709,POINT(120.06080844531249 30.3374570859375)
200,,1,0,120.0617992,30.33716754,POINT(120.061799203125 30.3371675390625)
201,,1,0,120.043096,30.339244,POINT(120.043096 30.339244)
202,,1,0,120.0442927,30.33915641,POINT(120.04429265625 30.33915640625)
203,,1,0,120.1194724,30.3997613,POINT(120.11947235937501 30.399761296875)
204,,1,0,120.119909,30.39348488,POINT(120.119909 30.393484875)
205,,1,0,120.1172894,30.40854834,POINT(120.11728943749999 30.408548343750002)
206,,1,0,120.1175826,30.4076864,POINT(120.11758256249999 30.407686398437505)
207,,1,0,120.1178727,30.40681934,POINT(120.117872671875 30.40681934375)
208,,1,0,120.1181401,30.40595028,POINT(120.118140140625 30.40595028125)
209,,1,0,120.1183763,30.40507775,POINT(120.11837625 30.40507775)
210,,1,0,120.1186054,30.40419827,POINT(120.11860541406249 30.404198265625002)
211,,1,0,120.1188261,30.40332055,POINT(120.118826140625 30.403320546875)
212,,1,0,120.1195948,30.39886772,POINT(120.11959484375001 30.398867718749997)
213,,1,0,120.1190167,30.40243381,POINT(120.11901665625001 30.4024338125)
214,,1,0,120.1191893,30.4015505,POINT(120.11918925 30.4015505)
215,,1,0,120.1193405,30.4006535,POINT(120.11934049999999 30.400653499999997)
216,,1,0,120.119909,30.39258647,POINT(120.119909 30.39258646875)
217,,1,0,120.119909,30.391692,POINT(120.119909 30.391692)
218,,1,0,120.1196944,30.39797811,POINT(120.11969441406248 30.397978109375003)
219,,1,0,120.119776,30.39708019,POINT(120.1197760078125 30.397080191406246)
220,,1,0,120.1198423,30.39618575,POINT(120.11984225 30.39618575)
221,,1,0,120.1198839,30.39528852,POINT(120.1198838984375 30.395288515624998)
222,,1,0,120.1199004,30.39438298,POINT(120.11990035156252 30.394382984375)
223,,1,0,120.0438614,30.2478415,POINT(120.043861375 30.2478415)
224,,1,0,120.0439195,30.2467815,POINT(120.04391949999999 30.246781499999997)
225,,1,0,120.0440652,30.24589678,POINT(120.0440651875 30.245896781250003)
226,,1,0,120.0442205,30.24500377,POINT(120.04422048437499 30.245003773437496)
227,,1,0,120.0443757,30.24411647,POINT(120.04437568750001 30.24411646875)
228,,1,0,120.044441,30.2432165,POINT(120.044441 30.2432165)
229,,1,0,120.0441666,30.24235938,POINT(120.044166625 30.242359375000003)
230,,1,0,120.0435467,30.24164238,POINT(120.0435466875 30.241642375)
231,,1,0,120.042742,30.241081,POINT(120.042742 30.241081)
232,,1,0,120.0447974,30.24415128,POINT(120.04479742187499 30.244151281249998)
233,,1,0,120.0440972,30.24678286,POINT(120.04409721093751 30.246782859374996)
234,,1,0,120.0443025,30.24590198,POINT(120.0443025234375 30.245901984375003)
235,,1,0,120.0445443,30.24502966,POINT(120.0445443125 30.24502965625)
236,,1,0,120.0477166,30.23743007,POINT(120.04771659375001 30.237430070312506)
237,,1,0,120.048181,30.236633,POINT(120.048181 30.236633)
238,,1,0,120.0450665,30.24329138,POINT(120.04506649999999 30.243291375)
239,,1,0,120.04537,30.24242411,POINT(120.045369953125 30.242424109375)
240,,1,0,120.045702,30.24157209,POINT(120.04570195312499 30.241572093749998)
241,,1,0,120.0460586,30.24073139,POINT(120.0460585546875 30.240731390625)
242,,1,0,120.0464315,30.23989141,POINT(120.04643153125001 30.23989140625)
243,,1,0,120.0468314,30.23906267,POINT(120.04683140624999 30.239062671874997)
244,,1,0,120.0472622,30.2382387,POINT(120.047262234375 30.2382386953125)
245,,1,0,120.0438798,30.24781487,POINT(120.0438798125 30.247814874999996)
246,,1,0,120.0439189,30.24821988,POINT(120.043918875 30.248219875)
247,,1,0,120.0435158,30.25478944,POINT(120.04351584374999 30.2547894375)
248,,1,0,120.0435717,30.25568748,POINT(120.04357174999998 30.2556874765625)
249,,1,0,120.0436412,30.25658303,POINT(120.04364115625 30.256583031250003)
250,,1,0,120.0437517,30.2574737,POINT(120.043751703125 30.257473703125)
251,,1,0,120.0438829,30.25836964,POINT(120.04388285546874 30.258369636718754)
252,,1,0,120.044024,30.25925881,POINT(120.04402401757812 30.259258814453126)
253,,1,0,120.0441652,30.26014799,POINT(120.0441651796875 30.260147992187502)
254,,1,0,120.0443063,30.26103717,POINT(120.04430634179687 30.261037169921877)
255,,1,0,120.0444489,30.26193542,POINT(120.04444894433593 30.26193542089844)
256,,1,0,120.0533631,30.32418125,POINT(120.053363125 30.32418125)
257,,1,0,120.0438727,30.24850375,POINT(120.04387274999999 30.248503749999998)
258,,1,0,120.0445901,30.2628246,POINT(120.0445901064453 30.26282459863281)
259,,1,0,120.0447313,30.26371378,POINT(120.0447312685547 30.26371377636719)
260,,1,0,120.0448724,30.26460295,POINT(120.04487243066407 30.264602954101562)
261,,1,0,120.0450136,30.26549213,POINT(120.04501359277344 30.26549213183594)
262,,1,0,120.0451562,30.26639038,POINT(120.0451561953125 30.266390382812503)
263,,1,0,120.0452974,30.26727956,POINT(120.04529735742187 30.26727956054688)
264,,1,0,120.0454385,30.2681715,POINT(120.04543845703125 30.26817150390625)
265,,1,0,120.0455784,30.26905606,POINT(120.04557835546876 30.269056058593748)
266,,1,0,120.0457197,30.26995057,POINT(120.04571967773437 30.269950568359373)
267,,1,0,120.0458596,30.27083939,POINT(120.04585960546873 30.270839386718748)
268,,1,0,120.0437572,30.249398,POINT(120.04375717968749 30.249398)
269,,1,0,120.0534279,30.32508031,POINT(120.0534279375 30.3250803125)
270,,1,0,120.0460004,30.27173353,POINT(120.04600037109375 30.27173352734375)
271,,1,0,120.0461438,30.27261925,POINT(120.04614384375 30.272619250000005)
272,,1,0,120.0462942,30.27351677,POINT(120.04629424218749 30.273516765624997)
273,,1,0,120.0464365,30.27440737,POINT(120.04643650390624 30.2744073671875)
274,,1,0,120.0465788,30.27529797,POINT(120.04657876562499 30.27529796875)
275,,1,0,120.0467183,30.27618441,POINT(120.04671829296873 30.27618441015625)
276,,1,0,120.0468563,30.27707802,POINT(120.046856296875 30.277078015624998)
277,,1,0,120.0469943,30.27797162,POINT(120.04699430078125 30.277971621093748)
278,278,1,0,120.0471372,30.27885677,POINT(120.047137171875 30.278856765624997)
279,,1,0,120.0436489,30.250298,POINT(120.0436488984375 30.250298)
280,,1,0,120.0472871,30.27975166,POINT(120.047287125 30.27975165625)
281,,1,0,120.0535373,30.32596606,POINT(120.05353725 30.3259660625)
282,,1,0,120.047436,30.28064016,POINT(120.04743595312499 30.28064016015625)
283,,1,0,120.0476061,30.28152331,POINT(120.0476060625 30.2815233125)
284,,1,0,120.0477941,30.2824071,POINT(120.047794078125 30.282407101562498)
285,,1,0,120.0480284,30.28328987,POINT(120.048028359375 30.2832898671875)
286,,1,0,120.04829,30.28415797,POINT(120.04829001953127 30.284157968749998)
287,,1,0,120.0485699,30.28502542,POINT(120.04856993750002 30.285025421874998)
288,,1,0,120.0488756,30.28588203,POINT(120.04887562500002 30.285882031249997)
289,,1,0,120.0492026,30.28673647,POINT(120.04920259374998 30.28673646875)
290,,1,0,120.0435727,30.25119102,POINT(120.043572703125 30.251191015625004)
291,,1,0,120.0495466,30.2875853,POINT(120.049546609375 30.287585296875)
292,,1,0,120.0499307,30.2884216,POINT(120.04993072656251 30.288421601562497)
293,,1,0,120.0536929,30.32685978,POINT(120.05369294531249 30.32685978125)
294,,1,0,120.0503253,30.28925413,POINT(120.05032531250001 30.289254125)
295,,1,0,120.0507586,30.29007334,POINT(120.050758578125 30.29007334375)
296,,1,0,120.0511968,30.29088836,POINT(120.05119679687499 30.290888359374996)
297,,1,0,120.0516632,30.29168717,POINT(120.05166323437498 30.291687171874997)
298,,1,0,120.0521616,30.29247922,POINT(120.052161578125 30.29247922265625)
299,,1,0,120.0526776,30.29326053,POINT(120.052677625 30.29326053125)
300,,1,0,120.0531945,30.29404225,POINT(120.05319453124999 30.29404225)
301,,1,0,120.043518,30.25209059,POINT(120.043518 30.25209059375)
302,,1,0,120.0537195,30.294818,POINT(120.0537195 30.294818)
303,,1,0,120.054248,30.29559157,POINT(120.0542479765625 30.295591570312496)
304,,1,0,120.0547765,30.29636975,POINT(120.05477651562501 30.29636975)
305,,1,0,120.0538878,30.32774038,POINT(120.05388784375 30.327740375)
306,,1,0,120.055297,30.29714625,POINT(120.05529703124999 30.29714625)
307,,1,0,120.0558179,30.29792281,POINT(120.0558178828125 30.297922812499998)
308,,1,0,120.0563406,30.29870263,POINT(120.0563405625 30.298702625)
309,,1,0,120.0567891,30.29951573,POINT(120.056789125 30.299515734375)
310,,1,0,120.0571611,30.30035333,POINT(120.05716109375001 30.300353328125002)
311,,1,0,120.0574334,30.30121897,POINT(120.057433390625 30.301218968749996)
312,,1,0,120.0434902,30.25299075,POINT(120.04349024999999 30.252990750000002)
313,,1,0,120.0576124,30.30210841,POINT(120.0576123671875 30.302108414062502)
314,314,1,0,120.057716,30.30300138,POINT(120.057716 30.303001375)
315,315,1,0,120.0577047,30.3038975,POINT(120.0577046875 30.3038975)
316,,1,0,120.0576128,30.30480048,POINT(120.05761279687499 30.304800484374997)
317,,1,0,120.0541233,30.32861944,POINT(120.054123328125 30.3286194375)
318,,1,0,120.0574312,30.30568161,POINT(120.0574312265625 30.305681613281248)
319,,1,0,120.0571981,30.30655957,POINT(120.057198140625 30.3065595703125)
320,,1,0,120.0569658,30.30743277,POINT(120.0569658046875 30.307432765625)
321,,1,0,120.0567239,30.30830847,POINT(120.056723890625 30.30830846875)
322,,1,0,120.056482,30.30918417,POINT(120.0564819765625 30.309184171875)
323,,1,0,120.053339,30.3232765,POINT(120.053339 30.3232765)
324,,1,0,120.0562321,30.31006113,POINT(120.0562320859375 30.310061132812496)
325,,1,0,120.0559836,30.3109287,POINT(120.055983578125 30.310928703125)
326,,1,0,120.0557475,30.31180575,POINT(120.0557474609375 30.31180575390625)
327,,1,0,120.0555111,30.31267939,POINT(120.0555110546875 30.312679394531244)
328,,1,0,120.0552729,30.31355946,POINT(120.05527291015626 30.31355945898438)
329,,1,0,120.0544038,30.32948819,POINT(120.05440378124999 30.329488187499997)
330,,1,0,120.0550365,30.3144331,POINT(120.05503650390625 30.314433099609374)
331,,1,0,120.0548064,30.31531461,POINT(120.0548064140625 30.315314609375)
332,,1,0,120.0545726,30.31618314,POINT(120.05457259375001 30.316183140625)
333,,1,0,120.0543163,30.31706302,POINT(120.054316265625 30.3170630234375)
334,,1,0,120.0434859,30.25388359,POINT(120.043485859375 30.25388359375)
335,,1,0,120.054081,30.31793478,POINT(120.05408104687501 30.31793478125)
336,,1,0,120.0538605,30.31881644,POINT(120.05386046875 30.3188164375)
337,,1,0,120.0536716,30.31970134,POINT(120.05367162499999 30.319701343749998)
338,,1,0,120.053524,30.32059108,POINT(120.05352396875 30.320591078125)
339,,1,0,120.0534264,30.32148357,POINT(120.0534263515625 30.3214835703125)
340,,1,0,120.0533598,30.32238,POINT(120.05335975 30.32238)
341,,1,0,120.0547183,30.33034205,POINT(120.054718265625 30.3303420546875)
342,,1,0,120.055091,30.331176,POINT(120.055091 30.331176)
343,,1,0,120.0400502,30.33957477,POINT(120.04005016601563 30.339574765625)
344,,1,0,120.0390114,30.33965178,POINT(120.03901136328125 30.339651781249998)
345,,1,0,120.0379726,30.3397288,POINT(120.03797256054688 30.339728796875)
346,,1,0,120.0369338,30.33980581,POINT(120.0369337578125 30.339805812500003)
347,,1,0,120.0358935,30.33988394,POINT(120.0358935 30.339883941406256)
348,,1,0,120.0348585,30.33996211,POINT(120.0348585 30.33996210546875)
349,,1,0,120.0338157,30.34002608,POINT(120.03381567187499 30.340026078125)
350,,1,0,120.0327734,30.34008375,POINT(120.0327734375 30.340083749999998)
351,,1,0,120.0317338,30.34012695,POINT(120.03173378515623 30.340126953125)
352,,1,0,120.0306941,30.34017016,POINT(120.03069413281251 30.340170156249997)
353,,1,0,120.0296545,30.34021336,POINT(120.02965448046876 30.340213359375)
354,,1,0,120.0286091,30.34022555,POINT(120.02860914062501 30.340225546875004)
355,,1,0,120.0275731,30.34023641,POINT(120.02757310546875 30.34023641015625)
356,,1,0,120.0265325,30.34023872,POINT(120.0265325 30.340238718749998)
357,,1,0,120.0254866,30.340236,POINT(120.02548662499998 30.340236)
358,,1,0,120.0244485,30.34022037,POINT(120.0244484765625 30.3402203671875)
359,,1,0,120.023401,30.34019314,POINT(120.02340099609374 30.34019314453125)
360,,1,0,120.0223624,30.3401653,POINT(120.02236237500001 30.34016530078125)
361,,1,0,120.0213184,30.34011093,POINT(120.021318375 30.340110925781246)
