o_zone_id,d_zone_id,volume
2529,109,1
278,314,17
495,314,3
589,314,4
1032,314,13
1103,314,3
1275,314,2
1459,314,1
3280,314,2
3335,314,4
4109,314,1
4896,314,1
315,425,17
589,425,5
1275,425,1
1459,425,3
1786,425,1
1804,425,1
2529,425,3
3211,425,1
5391,425,1
315,494,16
495,494,1
589,494,3
1275,494,7
1459,494,2
1786,494,3
1804,494,3
2446,494,2
2529,494,9
3280,494,6
3335,494,15
4109,494,4
4173,494,6
4258,494,8
4458,494,1
4896,494,2
5048,494,1
5391,494,1
278,550,2
315,550,1
1275,550,8
1459,550,2
1786,550,4
1804,550,4
2529,550,3
3211,550,2
4109,550,1
4896,550,3
315,654,74
589,654,3
1275,654,16
1459,654,12
1786,654,16
1804,654,16
2529,654,12
3211,654,8
4896,654,8
315,1103,2
495,1103,4
589,1103,1
1174,1103,61
1275,1103,1
1459,1103,1
2529,1103,2
3280,1103,19
3335,1103,59
3729,1103,20
4109,1103,7
4173,1103,51
4258,1103,5
4458,1103,1
278,1272,8
315,1272,5
495,1272,1
589,1272,47
1032,1272,6
1275,1272,1
1459,1272,16
1786,1272,16
1804,1272,16
2173,1272,6
2189,1272,6
2446,1272,4
2529,1272,51
3211,1272,19
3280,1272,3
3335,1272,5
4109,1272,7
4173,1272,2
4896,1272,22
5391,1272,3
5445,1272,4
278,1424,4
495,1424,1
589,1424,6
1032,1424,4
1103,1424,1
1275,1424,5
1459,1424,51
1786,1424,29
1804,1424,29
2173,1424,3
2189,1424,3
2446,1424,4
2529,1424,38
3211,1424,20
3335,1424,6
4109,1424,8
4173,1424,3
4896,1424,19
5048,1424,4
5391,1424,5
278,1470,5
315,1470,4
495,1470,2
589,1470,7
1275,1470,6
1459,1470,27
2173,1470,1
2189,1470,1
2446,1470,7
2529,1470,6
3211,1470,14
3335,1470,4
4109,1470,7
4173,1470,1
4896,1470,16
5391,1470,5
5445,1470,1
3729,2086,4
4109,2086,2
4173,2086,1
1275,2430,7
1459,2430,14
1786,2430,8
1804,2430,8
2173,2430,14
2189,2430,14
2446,2430,4
2529,2430,11
3211,2430,52
3335,2430,1
3729,2430,1
4109,2430,8
4173,2430,2
4896,2430,87
5048,2430,21
5391,2430,30
5445,2430,16
278,2527,6
315,2527,1
495,2527,3
589,2527,10
1032,2527,1
1103,2527,1
1275,2527,45
1459,2527,67
1786,2527,3
1804,2527,3
2173,2527,8
2189,2527,8
2446,2527,21
2529,2527,8
3211,2527,29
3280,2527,1
3335,2527,1
4109,2527,11
4173,2527,2
4896,2527,60
5048,2527,3
5391,2527,8
5445,2527,2
278,3197,2
1275,3197,11
1459,3197,24
1786,3197,18
1804,3197,18
2446,3197,83
2529,3197,36
3211,3197,1
315,3279,1
495,3279,9
1174,3279,11
1275,3279,1
1459,3279,2
1611,3279,14
2087,3279,2
3335,3279,2
3729,3279,14
4109,3279,6
4173,3279,11
4258,3279,7
4458,3279,3
4896,3279,3
5048,3279,1
5391,3279,3
315,3334,6
495,3334,8
1103,3334,1
1174,3334,37
1275,3334,1
1459,3334,4
1611,3334,22
1786,3334,1
1804,3334,1
2087,3334,1
2529,3334,2
3280,3334,2
3729,3334,3
4109,3334,17
4173,3334,17
4258,3334,5
4458,3334,2
4896,3334,2
5048,3334,1
2087,3396,1
3280,3396,15
3335,3396,22
3729,3396,1
4109,3396,7
4173,3396,5
4258,3396,2
4458,3396,3
2087,3729,3
2529,3729,1
4109,3729,5
4173,3729,1
4258,3729,9
4458,3729,3
495,3909,1
3280,3909,4
3335,3909,4
3729,3909,10
4109,3909,24
4173,3909,26
1275,3976,1
1459,3976,9
2446,3976,14
2529,3976,11
5048,3976,1
5445,3976,33
1174,4108,2
1275,4108,1
1459,4108,20
1611,4108,3
1786,4108,4
1804,4108,4
2087,4108,6
2446,4108,13
2529,4108,11
3280,4108,5
3335,4108,9
3729,4108,7
4109,4108,1
4173,4108,14
4258,4108,96
4458,4108,30
4896,4108,10
5048,4108,1
5391,4108,24
315,4172,1
495,4172,6
1103,4172,1
1174,4172,27
1459,4172,2
1611,4172,2
1786,4172,1
1804,4172,1
2087,4172,2
2446,4172,5
2529,4172,1
3280,4172,4
3335,4172,9
3729,4172,3
4109,4172,6
4258,4172,32
4458,4172,8
4896,4172,2
5048,4172,3
5391,4172,9
495,4377,1
1174,4377,1
3280,4377,1
3335,4377,3
3729,4377,1
4109,4377,22
4173,4377,6
278,5048,1
1275,5048,2
1459,5048,10
2173,5048,1
2189,5048,1
2446,5048,27
2529,5048,1
4173,5048,1
4896,5048,14
5391,5048,28
495,5213,3
589,5213,4
1032,5213,1
1275,5213,12
1459,5213,35
1786,5213,24
1804,5213,24
2446,5213,106
2529,5213,53
3280,5213,1
3335,5213,2
3729,5213,5
4109,5213,16
4173,5213,3
5048,5213,14
5391,5213,59
278,5238,1
495,5238,1
1275,5238,1
1459,5238,7
1786,5238,3
1804,5238,3
2173,5238,2
2189,5238,2
2446,5238,27
2529,5238,5
3211,5238,2
3335,5238,1
3729,5238,1
4109,5238,23
4173,5238,7
4896,5238,65
5048,5238,5
315,5444,1
1032,5444,1
1275,5444,2
1459,5444,2
1786,5444,1
1804,5444,1
2173,5444,19
2189,5444,19
2446,5444,8
2529,5444,1
278,5603,1
495,5603,1
1275,5603,1
1459,5603,7
1786,5603,3
1804,5603,3
2173,5603,2
2189,5603,2
2446,5603,27
2529,5603,5
3211,5603,2
3335,5603,1
3729,5603,1
4109,5603,23
4173,5603,7
4896,5603,65
5048,5603,5
