o_zone_id,d_zone_id,volume
278,314,17
495,314,3
1032,314,9
1103,314,1
1275,314,1
1459,314,1
3211,314,1
3280,314,1
3335,314,1
4173,314,1
315,425,3
1275,425,1
315,494,2
589,494,2
1103,494,2
1275,494,2
2529,494,2
3280,494,2
3335,494,1
4109,494,1
4173,494,2
1032,550,1
1275,550,11
1786,550,4
1804,550,4
4896,550,1
315,654,30
1275,654,9
1459,654,2
2529,654,10
4896,654,2
495,1103,1
1174,1103,11
3280,1103,1
3335,1103,1
4173,1103,1
278,1272,8
315,1272,3
495,1272,1
589,1272,12
1032,1272,2
1103,1272,1
1275,1272,1
1459,1272,11
1786,1272,1
1804,1272,1
2446,1272,2
2529,1272,7
3211,1272,4
4896,1272,3
278,1424,4
495,1424,1
589,1424,1
1275,1424,7
1459,1424,4
1786,1424,5
1804,1424,5
2446,1424,1
2529,1424,20
3211,1424,12
4896,1424,5
5048,1424,7
5391,1424,4
5445,1424,1
278,1470,1
589,1470,2
1275,1470,1
1459,1470,11
2173,1470,1
2189,1470,1
2446,1470,1
3211,1470,3
4896,1470,4
5391,1470,1
4109,2086,2
1275,2430,3
1459,2430,2
2446,2430,5
2529,2430,8
3211,2430,8
4109,2430,4
4173,2430,1
4896,2430,11
5048,2430,7
5391,2430,6
278,2527,3
315,2527,2
495,2527,1
589,2527,1
1032,2527,1
1275,2527,14
1459,2527,18
2446,2527,3
3211,2527,10
4109,2527,1
4896,2527,12
5048,2527,5
1275,3197,1
1459,3197,9
1786,3197,1
1804,3197,1
2446,3197,10
2529,3197,7
589,3279,1
1174,3279,2
1275,3279,1
1611,3279,2
4109,3279,1
4458,3279,2
315,3334,1
495,3334,3
1103,3334,1
1174,3334,5
1275,3334,1
1611,3334,1
2087,3334,1
4109,3334,2
4173,3334,2
4896,3334,1
2087,3396,1
3280,3396,3
3335,3396,3
4258,3396,2
2087,3729,3
4109,3729,5
4258,3729,2
4458,3729,1
495,3909,1
4109,3909,3
4173,3909,5
1459,3976,1
2446,3976,5
5445,3976,5
1103,4108,2
1459,4108,4
2087,4108,1
2446,4108,5
3280,4108,3
3335,4108,2
4109,4108,5
4258,4108,23
4458,4108,12
4896,4108,3
5391,4108,8
495,4172,1
1174,4172,1
2446,4172,1
3335,4172,3
3729,4172,1
4258,4172,8
4458,4172,1
495,4377,1
3729,4377,1
4109,4377,3
4173,4377,2
1459,5048,4
1786,5048,1
1804,5048,1
2446,5048,8
4896,5048,5
5391,5048,7
315,5213,1
1275,5213,11
1459,5213,2
1786,5213,2
1804,5213,2
2446,5213,23
2529,5213,10
3729,5213,4
4109,5213,2
5048,5213,14
5391,5213,29
589,5238,1
1275,5238,1
1786,5238,1
1804,5238,1
2446,5238,6
2529,5238,4
3211,5238,1
3280,5238,1
4109,5238,7
4896,5238,36
5048,5238,8
1275,5444,1
1459,5444,2
2173,5444,8
2189,5444,8
2446,5444,4
589,5603,1
1275,5603,1
1786,5603,1
1804,5603,1
2446,5603,6
2529,5603,4
3211,5603,1
3280,5603,1
4109,5603,7
4896,5603,36
5048,5603,8
