o_zone_id,d_zone_id,volume
278,314,4
495,314,5
589,314,1
1032,314,2
1459,314,1
1786,314,2
1804,314,2
2529,314,2
3335,314,2
4109,314,2
4896,314,2
315,425,1
1275,425,3
1459,425,3
1786,425,1
1804,425,1
2529,425,2
4896,425,1
315,494,2
1275,494,10
1459,494,6
1786,494,3
1804,494,3
2087,494,1
2173,494,2
2189,494,2
2446,494,1
2529,494,6
3211,494,2
3280,494,3
3335,494,1
4109,494,4
4258,494,1
4458,494,1
5048,494,2
5391,494,2
1459,550,2
1786,550,6
1804,550,6
2529,550,2
3211,550,1
4896,550,3
5391,550,1
315,654,2
1275,654,27
1459,654,23
2529,654,6
3211,654,2
4896,654,6
5391,654,1
5445,654,1
1174,1103,5
1275,1103,4
1459,1103,2
2529,1103,2
3729,1103,1
4173,1103,2
4258,1103,1
4896,1103,1
278,1272,9
589,1272,1
1275,1272,1
1459,1272,4
2529,1272,9
3211,1272,6
3335,1272,3
4109,1272,2
4173,1272,1
4896,1272,23
5391,1272,2
5445,1272,2
278,1424,11
315,1424,1
495,1424,2
589,1424,2
1032,1424,2
1103,1424,1
1275,1424,8
1459,1424,18
1786,1424,5
1804,1424,5
2173,1424,1
2189,1424,1
2529,1424,7
3211,1424,7
3280,1424,2
4109,1424,3
4896,1424,9
5048,1424,1
5391,1424,4
278,1470,2
1032,1470,1
1275,1470,4
1459,1470,8
2173,1470,2
2189,1470,2
2446,1470,2
2529,1470,1
3211,1470,3
3335,1470,1
4109,1470,2
4896,1470,2
4109,2086,1
4173,2086,1
1275,2430,1
1459,2430,5
2173,2430,1
2189,2430,1
2446,2430,1
2529,2430,3
3211,2430,3
4109,2430,5
4896,2430,17
5048,2430,2
5391,2430,10
5445,2430,1
278,2527,2
589,2527,2
1103,2527,1
1275,2527,4
1459,2527,24
1786,2527,2
1804,2527,2
2173,2527,3
2189,2527,3
2446,2527,4
2529,2527,2
3211,2527,5
4109,2527,1
4896,2527,13
5048,2527,1
315,3197,1
1275,3197,5
1459,3197,14
1786,3197,4
1804,3197,4
2446,3197,4
2529,3197,14
5391,3197,8
495,3279,1
1103,3279,1
1275,3279,2
1611,3279,1
1786,3279,3
1804,3279,3
4109,3279,1
4258,3279,1
5391,3279,1
315,3334,1
495,3334,1
1174,3334,1
1275,3334,3
1459,3334,5
1786,3334,3
1804,3334,3
2087,3334,2
2529,3334,1
3280,3334,1
4109,3334,2
4173,3334,3
4258,3334,6
4896,3334,2
5391,3334,2
3280,3396,4
3335,3396,3
4458,3396,1
4896,3396,2
2087,3729,2
2446,3729,2
4109,3729,1
5391,3729,1
3335,3909,1
4109,3909,4
4173,3909,2
1459,3976,2
1786,3976,2
1804,3976,2
2446,3976,1
2529,3976,3
5445,3976,4
1275,4108,8
1459,4108,5
1786,4108,3
1804,4108,3
2087,4108,1
2529,4108,6
3280,4108,1
3335,4108,5
4258,4108,6
4458,4108,7
4896,4108,6
5048,4108,2
5391,4108,29
1275,4172,2
2446,4172,1
2529,4172,1
3335,4172,7
4109,4172,1
4258,4172,3
4458,4172,1
5391,4172,4
495,4377,1
3335,4377,1
4109,4377,6
1459,5048,3
2529,5048,1
4109,5048,1
4173,5048,1
4896,5048,6
5391,5048,5
278,5213,2
315,5213,1
589,5213,1
1275,5213,11
1459,5213,34
1786,5213,13
1804,5213,13
2446,5213,23
2529,5213,22
3335,5213,2
4109,5213,8
5048,5213,4
5391,5213,51
1459,5238,2
2173,5238,1
2189,5238,1
2446,5238,2
4109,5238,13
4173,5238,2
4896,5238,31
5048,5238,6
1459,5444,1
2173,5444,3
2189,5444,3
1459,5603,2
2173,5603,1
2189,5603,1
2446,5603,2
4109,5603,13
4173,5603,2
4896,5603,31
5048,5603,6
