o_zone_id,d_zone_id,volume
278,314,9
495,314,1
1032,314,1
2529,314,1
3280,314,1
3335,314,1
4896,314,3
315,425,4
589,425,1
1275,425,3
5391,425,1
315,494,2
1032,494,1
1103,494,1
1275,494,1
1459,494,3
1786,494,1
1804,494,1
2529,494,1
3211,494,1
3335,494,4
4173,494,1
4258,494,1
4458,494,1
5391,494,2
1032,550,1
1275,550,4
2529,550,1
3211,550,1
315,654,14
1275,654,7
1459,654,5
1786,654,9
1804,654,9
2173,654,1
2189,654,1
2529,654,2
3211,654,1
4896,654,8
1174,1103,12
3335,1103,3
3729,1103,1
4258,1103,1
4896,1103,1
278,1272,7
495,1272,3
589,1272,5
1459,1272,13
1786,1272,2
1804,1272,2
2529,1272,7
3211,1272,1
3335,1272,1
4109,1272,2
4896,1272,6
278,1424,9
315,1424,2
495,1424,1
589,1424,1
1032,1424,3
1275,1424,4
1459,1424,12
1786,1424,2
1804,1424,2
2446,1424,1
2529,1424,15
3211,1424,7
3280,1424,1
4109,1424,1
4896,1424,10
5048,1424,7
5391,1424,4
5445,1424,3
315,1470,1
589,1470,2
1275,1470,2
1459,1470,9
2173,1470,2
2189,1470,2
3211,1470,3
4109,1470,1
4896,1470,1
3280,2086,1
3729,2086,3
315,2430,1
1275,2430,1
1459,2430,3
1786,2430,1
1804,2430,1
2173,2430,5
2189,2430,5
2446,2430,1
2529,2430,1
3211,2430,9
4896,2430,16
5048,2430,2
5391,2430,7
5445,2430,1
278,2527,1
315,2527,1
589,2527,3
1275,2527,13
1459,2527,15
1786,2527,2
1804,2527,2
2446,2527,2
2529,2527,3
3211,2527,3
4109,2527,2
4173,2527,1
4896,2527,4
5391,2527,4
278,3197,2
1275,3197,2
1459,3197,9
1786,3197,4
1804,3197,4
2446,3197,11
2529,3197,2
5391,3197,2
1103,3279,1
1174,3279,1
1275,3279,4
1611,3279,1
4109,3279,1
4258,3279,1
5391,3279,1
315,3334,3
495,3334,2
1174,3334,8
1275,3334,4
1459,3334,1
2087,3334,6
2446,3334,1
3280,3334,1
4173,3334,7
4258,3334,1
4458,3334,2
4896,3334,6
3280,3396,1
4173,3396,1
4458,3396,1
2087,3729,4
4109,3729,1
4173,3729,2
4896,3729,1
495,3909,1
3280,3909,1
3335,3909,1
4109,3909,4
4173,3909,1
1459,3976,4
1786,3976,1
1804,3976,1
2173,3976,1
2189,3976,1
2446,3976,2
2529,3976,1
5445,3976,10
495,4108,1
589,4108,1
1275,4108,3
1459,4108,4
2446,4108,3
2529,4108,1
3280,4108,1
3335,4108,1
4109,4108,1
4258,4108,13
4458,4108,16
4896,4108,5
5391,4108,11
1174,4172,1
1459,4172,1
1611,4172,2
3335,4172,6
4109,4172,4
4258,4172,4
5048,4172,1
5391,4172,1
495,4377,1
1103,4377,1
1174,4377,1
3335,4377,1
4109,4377,6
1275,5048,2
1459,5048,1
2446,5048,1
2529,5048,2
3280,5048,1
4896,5048,4
5391,5048,3
278,5213,2
589,5213,1
1275,5213,22
1459,5213,8
1786,5213,3
1804,5213,3
2173,5213,1
2189,5213,1
2446,5213,16
2529,5213,5
3280,5213,1
3335,5213,2
4109,5213,6
5048,5213,7
5391,5213,28
1459,5238,6
1611,5238,1
2446,5238,8
3280,5238,3
3335,5238,2
4109,5238,10
4173,5238,2
4896,5238,44
5048,5238,12
2173,5444,17
2189,5444,17
1459,5603,6
1611,5603,1
2446,5603,8
3280,5603,3
3335,5603,2
4109,5603,10
4173,5603,2
4896,5603,44
5048,5603,12
