o_zone_id,d_zone_id,volume
278,314,3
495,314,2
1032,314,1
2529,314,3
3280,314,1
4109,314,1
4896,314,1
315,425,2
1459,425,1
589,494,2
1275,494,4
1459,494,2
2173,494,1
2189,494,1
2529,494,3
3280,494,3
3335,494,2
4109,494,1
4173,494,1
4896,494,2
5391,494,1
278,550,1
1786,550,2
1804,550,2
2529,550,1
315,654,9
1275,654,9
1459,654,6
1786,654,1
1804,654,1
2446,654,1
2529,654,3
4896,654,6
5048,654,1
1174,1103,4
3335,1103,1
278,1272,9
495,1272,5
589,1272,2
1032,1272,1
1459,1272,6
1786,1272,3
1804,1272,3
2529,1272,3
4109,1272,2
4896,1272,18
5445,1272,1
278,1424,13
495,1424,1
589,1424,2
1032,1424,2
1275,1424,1
1459,1424,10
2446,1424,1
2529,1424,19
3211,1424,7
3335,1424,1
4896,1424,5
5048,1424,4
5391,1424,2
5445,1424,1
315,1470,2
1032,1470,1
1275,1470,2
1459,1470,4
2173,1470,1
2189,1470,1
3211,1470,2
4173,1470,1
4896,1470,1
5445,1470,1
1275,2430,1
1459,2430,3
1786,2430,1
1804,2430,1
2173,2430,1
2189,2430,1
2446,2430,2
2529,2430,1
3211,2430,3
4896,2430,10
5048,2430,1
5391,2430,8
278,2527,2
315,2527,1
1275,2527,3
1459,2527,15
2173,2527,2
2189,2527,2
3211,2527,3
4109,2527,1
4896,2527,4
5391,2527,2
1275,3197,1
1459,3197,8
1786,3197,5
1804,3197,5
2446,3197,4
2529,3197,3
315,3279,1
1174,3279,1
1611,3279,1
4258,3279,1
4896,3279,1
5391,3279,3
315,3334,1
495,3334,1
1174,3334,2
1275,3334,1
1611,3334,1
2446,3334,2
3280,3334,2
4109,3334,2
4173,3334,1
4258,3334,1
4896,3334,1
3280,3396,1
3335,3396,1
5391,3396,1
2087,3729,1
4109,3729,1
4173,3729,2
4896,3729,3
4173,3909,1
1459,3976,2
1786,3976,1
1804,3976,1
2446,3976,1
2529,3976,2
5445,3976,6
495,4108,1
1275,4108,1
1459,4108,1
1786,4108,1
1804,4108,1
2087,4108,1
2446,4108,2
2529,4108,2
3280,4108,1
3335,4108,1
3729,4108,1
4173,4108,1
4258,4108,4
4458,4108,5
4896,4108,7
5391,4108,14
1174,4172,1
1786,4172,1
1804,4172,1
4109,4172,1
4258,4172,2
4896,4172,1
3280,4377,1
3335,4377,1
4109,4377,8
1459,5048,2
2446,5048,1
4896,5048,3
5391,5048,3
315,5213,1
1275,5213,11
1459,5213,8
1786,5213,4
1804,5213,4
2173,5213,1
2189,5213,1
2446,5213,9
2529,5213,8
3280,5213,1
3335,5213,2
4109,5213,4
4896,5213,1
5048,5213,6
5391,5213,29
1459,5238,9
2446,5238,5
3335,5238,1
4109,5238,11
4173,5238,1
4896,5238,37
5391,5238,1
1459,5444,3
2173,5444,12
2189,5444,12
2446,5444,4
1459,5603,9
2446,5603,5
3335,5603,1
4109,5603,11
4173,5603,1
4896,5603,37
5391,5603,1
